condition,fps,frames,received,delivery,ego_speed_p50_mps,ego_speed_mean_mps,ego_speed_p95_mps,moving_gt0p5_frac,feature_kb_p50,feature_chunks_p50,result_kb_p50,result_chunks_p50,capture_to_result_est_p50_ms,front_p50_ms,back_p50_ms,rtt_recv_p50_ms,rtt_recv_p95_ms,feature_upload_payload_handling_p50_ms,tail_to_recv_p50_ms,result_send_to_recv_wall_p50_ms,queue_wait_p50_ms,source
oai_bw273_mu1_noae_ttracer,10,1300,959,0.7376923076923076,3.302665514262513,2.137833404960262,3.3277327525013947,0.6638461538461539,1055.55029296875,19.0,2.2421875,1.0,73.43375802156515,25.116915494436398,7.167175004724413,46.970946015790105,57.934864392154836,35.80563599825837,2.9776099836453795,2.9625892639160156,0.06373500218614936,abiodun/downlink_latency_fps/runs/oai_bw273_mu1_ttracer_forcemcs28/fps_10_forcemcs28_bw273_20260723/streams/downlink_oai_bw273_mu1_ttracer_forcemcs28_fps10_forcemcs28_bw273_20260723_metrics.csv
