condition,fps,frames,received,delivery,ego_speed_p50_mps,ego_speed_mean_mps,ego_speed_p95_mps,moving_gt0p5_frac,feature_kb_p50,feature_chunks_p50,result_kb_p50,result_chunks_p50,capture_to_result_est_p50_ms,front_p50_ms,back_p50_ms,rtt_recv_p50_ms,rtt_recv_p95_ms,feature_upload_payload_handling_p50_ms,tail_to_recv_p50_ms,result_send_to_recv_wall_p50_ms,queue_wait_p50_ms,source
oai_default106_ttracer,10,1300,1183,0.91,3.302665514262513,2.137833404960262,3.3277327525013947,0.6638461538461539,1045.6533203125,18.0,2.4521484375,1.0,188.15118799102493,31.21438999369275,7.434111001202837,156.80514599080198,173.9386807050323,145.0261620047968,3.132992977043614,3.1058788299560547,0.051708018872886896,downlink_latency_fps/runs/oai_default106_ttracer/fps_10_drivable_fast_20260730_default106_noae/streams/downlink_oai_default106_ttracer_fps10_drivable_fast_20260730_default106_noae_metrics.csv
