run_id,label,selected_by,direction,epoch,selected_value,selection_score,miou,vehicle_iou,person_iou,pixel_accuracy,val_loss,loc_loss,dim_loss
moving8,8-loop moving model,selection_score,max,76,0.573229591441857,0.573229591441857,0.8215323399667147,0.8739421405742354,0.6198167764956404,0.9726060513398656,7.6287544903703335,4.48933198202551,0.47672298847164346
moving8,8-loop moving model,miou,max,69,0.8216297221340998,0.5728035943837247,0.8216297221340998,0.8731221031280185,0.620844769986258,0.9726949631490375,7.331254799967813,4.498892085137021,0.47763046987048025
moving8,8-loop moving model,vehicle_iou,max,76,0.8739421405742354,0.573229591441857,0.8215323399667147,0.8739421405742354,0.6198167764956404,0.9726060513398656,7.6287544903703335,4.48933198202551,0.47672298847164346
moving8,8-loop moving model,person_iou,max,69,0.620844769986258,0.5728035943837247,0.8216297221340998,0.8731221031280185,0.620844769986258,0.9726949631490375,7.331254799967813,4.498892085137021,0.47763046987048025
moving8,8-loop moving model,pixel_accuracy,max,69,0.9726949631490375,0.5728035943837247,0.8216297221340998,0.8731221031280185,0.620844769986258,0.9726949631490375,7.331254799967813,4.498892085137021,0.47763046987048025
moving8,8-loop moving model,val_loss,min,41,6.542746315186712,0.5605002182535901,0.8156806165054155,0.8664824675350722,0.6110423194589174,0.971381914669756,6.542746315186712,4.617949182347949,0.48565878268855717
moving8,8-loop moving model,loc_loss,min,75,4.420032969037065,0.5721946253743264,0.8167234843793715,0.8710970139829373,0.6096050428351543,0.9713387272453113,7.573747402699896,4.420032969037065,0.47054421106383676
moving8,8-loop moving model,dim_loss,min,74,0.46927638520129616,0.5645194227773542,0.8128306377499742,0.8677903145783988,0.6023368363304211,0.9703204807581249,7.479257123644533,4.496947914251103,0.46927638520129616
moving12,12-loop moving model,selection_score,max,56,0.5965856040072628,0.5965856040072628,0.8099339841765506,0.8355299874220308,0.6237420679252212,0.9721892402390327,6.252607998769455,3.8731902280755346,0.3937773753102196
moving12,12-loop moving model,miou,max,60,0.8105639143629041,0.5961816668326286,0.8105639143629041,0.8418382773775173,0.6196442225009391,0.9718918716838294,6.525437309769794,3.8782510860954353,0.40939386451007176
moving12,12-loop moving model,vehicle_iou,max,60,0.8418382773775173,0.5961816668326286,0.8105639143629041,0.8418382773775173,0.6196442225009391,0.9718918716838294,6.525437309769794,3.8782510860954353,0.40939386451007176
moving12,12-loop moving model,person_iou,max,56,0.6237420679252212,0.5965856040072628,0.8099339841765506,0.8355299874220308,0.6237420679252212,0.9721892402390327,6.252607998769455,3.8731902280755346,0.3937773753102196
moving12,12-loop moving model,pixel_accuracy,max,56,0.9721892402390327,0.5965856040072628,0.8099339841765506,0.8355299874220308,0.6237420679252212,0.9721892402390327,6.252607998769455,3.8731902280755346,0.3937773753102196
moving12,12-loop moving model,val_loss,min,40,5.832577192506971,0.5751768034572042,0.7990904776468944,0.8128571670401167,0.6155536892289016,0.9706158527538432,5.832577192506971,4.083268642711923,0.3950048410818816
moving12,12-loop moving model,loc_loss,min,61,3.8257017833759748,0.584833605467593,0.795699345476625,0.8223391980003717,0.5978777024403656,0.968762821574658,6.388106079900534,3.8257017833759748,0.3916130168046666
moving12,12-loop moving model,dim_loss,min,53,0.389166996217247,0.5918024729088674,0.8065778337151759,0.8360665340942836,0.6142828388020446,0.9711168911946974,6.2562728067536115,3.906340219908922,0.389166996217247
