ue_id,frame_id,message_id,scheduled_raw_ns,first_chunk_raw_ns,complete_raw_ns,complete_latency_ms,payload_bytes,chunks,onwire_bytes,checksum_expected,checksum_actual,checksum_ok,source_ip
1,200000000,736870912,879992010083611,879992011061759,879992011331252,1.247641,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000000,368435456,879992260083611,879992260941706,879992261167673,1.084062,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000001,736870913,879992510083611,879992511048743,879992511271833,1.188222,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000001,368435457,879992760083611,879992761065962,879992761212065,1.128454,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000002,736870914,879993010083611,879993011400949,879993011838698,1.755087,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000002,368435458,879993260083611,879993261129229,879993261263491,1.17988,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000003,736870915,879993460083611,879993461081187,879993461224326,1.140715,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000003,368435459,879993710083611,879993711070062,879993711198706,1.115095,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000004,736870916,879993960083611,879993961129079,879993961279293,1.195682,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000004,368435460,879994210083611,879994211131476,879994211291134,1.207523,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000005,736870917,879994460083611,879994461208646,879994461324660,1.241049,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000005,368435461,879994710083611,879994711042325,879994711203114,1.119503,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000006,736870918,879994960083611,879994961043910,879994961193615,1.110004,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000006,368435462,879995160083611,879995161239742,879995161377626,1.294015,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000007,736870919,879995410083611,879995410963116,879995411118461,1.03485,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000007,368435463,879995660083611,879995661204628,879995661308926,1.225315,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000008,736870920,879995910083611,879995911204380,879995911297731,1.21412,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000008,368435464,879996160083611,879996160952036,879996161062332,0.978721,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000009,736870921,879996410083611,879996411082201,879996411239708,1.156097,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000009,368435465,879996660083611,879996661183250,879996661315672,1.232061,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000010,736870922,879996860083611,879996861133767,879996861359721,1.27611,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000010,368435466,879997110083611,879997111061535,879997111182506,1.098895,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000011,736870923,879997360083611,879997361079585,879997361231085,1.147474,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000011,368435467,879997610083611,879997611094820,879997611218521,1.13491,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000012,736870924,879997860083611,879997861209027,879997861567229,1.483618,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000012,368435468,879998110083611,879998114254171,879998114403515,4.319904,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000013,736870925,879998310083611,879998311181284,879998311611262,1.527651,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000013,368435469,879998560083611,879998561179556,879998561298899,1.215288,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000014,736870926,879998810083611,879998811013240,879998811170250,1.086639,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000014,368435470,879999060083611,879999061059396,879999061191657,1.108046,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000015,736870927,879999310083611,879999311083887,879999311232663,1.149052,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000015,368435471,879999560083611,879999561021850,879999561136385,1.052774,409600,7,409852,3512885954,3512885954,1,127.0.0.1
