label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,person_radius,61466,3070,0.04994631178212345,6568,0.10685582273126606,3501,3,0.06608531545895292,0.17552793414245274,0.0,0.0
vehicle,bbox,77133,27973,0.3626593027627604,27973,0.3626593027627604,11,11,4.676053051223212,4.675871546549467,0.0,0.0
