tick,tick_raw_ns,observation_available_raw_ns,ue0_c_hat_mbps,ue1_c_hat_mbps,ue0_source_event_raw_ns,ue1_source_event_raw_ns
0,897186066173487,897186066258122,3.038704,3.038704,0,0
1,897186116173487,897186116311898,3.038704,3.038704,897186048489671,897185948332964
2,897186166173487,897186166252863,2.4315696020249358,3.038704,897186048489671,897186071883133
3,897186216173487,897186216248919,1.945862083644884,3.038704,897186048489671,897186071883133
4,897186266173487,897186266246107,1.600274061960585,3.038704,897186213732243,897186194798118
5,897186316173487,897186316326958,1.3801990329321399,3.038704,897186262508792,897186194798118
6,897186366173487,897186366260813,1.2399167291805733,3.038704,897186293048149,897186194798118
7,897186416173487,897186416257647,1.176650344717299,3.038704,897186364770016,897186345655270
8,897186466173487,897186466246533,1.1838120399728904,2.4320244035436374,897186415256475,897186345655270
9,897186516173487,897186516287140,1.2522814908315114,1.946832326884781,897186462354220,897186461319860
10,897186566173487,897186566252260,1.3138655653429305,1.6157495016767414,897186468657296,897186513968936
11,897186616173487,897186616245945,1.363132824952066,1.4145209312409708,897186468657296,897186563951726
12,897186666173487,897186666276324,1.4343512180511482,1.2932889284229598,897186614494874,897186613460827
13,897186716173487,897186716264836,1.5260619613944129,1.2318619003535016,897186665176766,897186665182847
14,897186766173487,897186766239052,1.627476649722288,1.2107663715511983,897186705512545,897186705518088
15,897186816173487,897186816269969,1.7125815344440039,1.1971591158616066,897186766185224,897186764950594
16,897186866173487,897186866288151,1.8123184271269168,1.2155126960766214,897186808981478,897186808974465
17,897186916173487,897186916249933,1.9203056354327444,1.2615108212541473,897186861786231,897186861793619
18,897186966173487,897186966248813,2.0427433006686173,1.3333830741601926,897186912318196,897186912310139
19,897187016173487,897187016250945,2.175981827922246,1.4261692715499592,897186962957621,897186961903822
20,897187066173487,897187066251338,2.317308678589148,1.5361084041529571,897187012549071,897187013577334
21,897187116173487,897187116253609,2.4659962780876263,1.6598374297065452,897187063569574,897187064627621
22,897187166173487,897187166251788,2.6089607784709186,1.8018061481447147,897187101593838,897187115346817
23,897187216173487,897187216248170,2.723332378777552,1.9836673944853795,897187101593838,897187166085206
24,897187266173487,897187266253540,2.77200326650935,2.1985533995303483,897187196759684,897187212549076
25,897187316173487,897187316247345,2.754544588375794,2.398997621625847,897187196759684,897187237890153
26,897187366173487,897187366251839,2.7049515269039928,2.5593529993022455,897187311950505,897187237890153
27,897187416173487,897187416252888,2.6163176191885724,2.6876373014433645,897187311950505,897187345709907
28,897187466173487,897187466262538,2.4876356901900243,2.7902647431562597,897187311950505,897187345709907
29,897187516173487,897187516255738,2.322101652843272,2.872366696526576,897187425677272,897187460460281
30,897187566173487,897187566251319,2.1828659091413476,2.8809774231037824,897187425677272,897187460460281
31,897187616173487,897187616257210,2.071615405730041,2.824228314634886,897187539719176,897187460460281
32,897187666173487,897187666248557,1.950810417589222,2.7392297748353966,897187539719176,897187574128311
33,897187716173487,897187716246945,1.8195819987188018,2.63552076830462,897187654080521,897187574128311
34,897187766173487,897187766252124,1.6864015694629684,2.524507469426735,897187654080521,897187687794378
