key,mean_mbps_70s,p50_mbps_1s,p95_mbps_1s,max_mbps_1s,active_seconds,active_second_fraction,p50_frames_or_packets_per_s,p95_frames_or_packets_per_s,active_p50_mbps_1s
tractor_onedrive,5.215932342857143,3.7681440000000004,17.222755199999984,36.51744,60,0.8571428571428571,453.0,1707.9499999999985,4.114592
tractor_meet,0.9611305142857142,0.8328,1.7422351999999999,2.083488,60,0.8571428571428571,135.0,232.55,1.0136319999999999
carla_split,13.295652342857142,17.107988,25.771998,26.051576,59,0.8428571428571429,2.0,3.0,17.152528
