key,run_group,active_bin_fraction,sustained_mbps_70s,active_mbps_p50,active_mcs_p50
tractor_onedrive,tractor_replay_bw273_vanilla_embb0303a_off100_60s_tcpdump_20260727_210512,0.8242857142857143,5.215932342857143,4.03264,27.863445
tractor_meet,tractor_replay_bw273_vanilla_urllc0303_off240_60s_tcpdump_20260727_210842,0.8357142857142857,0.9611305142857142,0.98016,27.936667
carla_split,downlink_oai_bw273_mu1_ttracer_fps10_layerbaseline_20260722_183259,0.15428571428571428,13.295652342857144,86.29876,4.033569
