time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
20:00:16.681378,749,162,2,162,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:16.702470,28730,164,2,164,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:16.786396,749,172,2,172,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:16.807035,28730,174,2,174,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:16.890082,749,182,2,182,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:16.910951,28730,184,2,184,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:16.994661,749,192,2,192,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:17.015708,28730,194,2,194,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.099693,749,202,2,202,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.120729,28730,204,2,204,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.205947,749,212,2,212,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.226856,28730,214,2,214,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.314953,749,222,2,222,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.335996,28730,224,2,224,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:17.514374,749,232,2,232,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:17.534597,28730,234,2,234,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.625973,749,242,2,242,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.648535,28730,244,2,244,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.739505,749,252,2,252,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.762353,28730,254,2,254,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.852745,749,262,2,262,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:17.875630,28730,264,2,264,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:17.966870,749,272,2,272,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:17.989904,28730,274,2,274,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.081389,749,282,2,282,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.104848,28730,284,2,284,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.196942,749,292,2,292,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.220229,28730,294,2,294,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.312622,749,302,2,302,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.335750,28730,304,2,304,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:18.428327,749,312,2,312,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:00:18.451551,28730,314,2,314,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.572562,749,322,2,322,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.602749,28730,324,2,324,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.687216,749,332,2,332,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.708240,28730,334,2,334,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.791740,749,342,2,342,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:00:18.812747,28730,344,2,344,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
