time,rnti,frame,slot,snrx10,tpc,rssi
20:00:19.299390,28730,390,7,100,1,937
20:00:28.175634,28730,99,17,100,1,937
20:00:29.013473,749,170,7,100,1,937
20:00:31.255553,749,362,7,100,1,937
20:00:31.312065,749,367,7,100,1,937
20:00:35.973544,28730,757,7,100,1,937
20:00:37.256409,28730,866,7,100,1,937
20:00:40.168386,28730,111,7,100,1,929
20:00:40.597063,749,144,7,100,1,937
20:00:40.668505,749,151,7,100,1,929
20:00:40.704436,749,154,17,100,1,929
20:00:40.709237,749,155,7,100,1,937
20:00:40.979821,28730,180,7,100,1,937
20:00:41.620618,28730,235,7,100,1,937
20:00:42.744426,749,331,7,100,1,937
20:00:42.869157,28730,342,7,100,1,937
20:00:43.426596,749,389,7,100,1,937
20:00:45.217628,28730,540,7,100,1,937
20:00:46.274723,749,624,7,100,1,944
20:00:46.988240,749,682,7,100,1,937
20:00:54.683887,28730,320,7,100,1,937
20:00:55.684415,749,422,7,100,1,937
