recv_raw_ns,recv_wall_ns,source_ip,ue_id,message_id,chunk_index,total_chunks,udp_payload_bytes,onwire_bytes,duplicate
892283492067270,1786677647068771799,192.168.70.134,1,736870912,0,2,60000,60028,0
892283534013914,1786677647110701316,192.168.70.134,1,736870912,1,2,32176,32204,0
892283804640106,1786677647381327270,192.168.70.134,0,368435456,0,2,60000,60028,0
892283842126584,1786677647418809610,192.168.70.134,0,368435456,1,2,32176,32204,0
892284178242605,1786677647754932786,192.168.70.134,1,736870913,0,2,60000,60028,0
892284215998028,1786677647792684788,192.168.70.134,1,736870913,1,2,32176,32204,0
892284610696033,1786677648187390273,192.168.70.134,0,368435457,0,2,60000,60028,0
892284648766562,1786677648225474273,192.168.70.134,0,368435457,1,2,32176,32204,0
892284875720144,1786677648452419586,192.168.70.134,1,736870914,0,2,60000,60028,0
892284914696052,1786677648491392431,192.168.70.134,1,736870914,1,2,32176,32204,0
892285256694291,1786677648833394790,192.168.70.134,0,368435458,0,2,60000,60028,0
892285294313253,1786677648871017225,192.168.70.134,0,368435458,1,2,32176,32204,0
892285523848273,1786677649100562322,192.168.70.134,1,736870915,0,2,60000,60028,0
892285560928837,1786677649137634359,192.168.70.134,1,736870915,1,2,32176,32204,0
892285902740343,1786677649479467032,192.168.70.134,0,368435459,0,2,60000,60028,0
892285944347656,1786677649521052486,192.168.70.134,0,368435459,1,2,32176,32204,0
892286282189671,1786677649858902248,192.168.70.134,1,736870916,0,2,60000,60028,0
892286319791254,1786677649896501088,192.168.70.134,1,736870916,1,2,32176,32204,0
892286682794042,1786677650259510463,192.168.70.134,0,368435460,0,2,60000,60028,0
892286729434778,1786677650306153015,192.168.70.134,0,368435460,1,2,32176,32204,0
892286963003444,1786677650539721607,192.168.70.134,1,736870917,0,2,60000,60028,0
892287005120369,1786677650581837345,192.168.70.134,1,736870917,1,2,32176,32204,0
892287356925448,1786677650933667660,192.168.70.134,0,368435461,0,2,60000,60028,0
892287395625108,1786677650972342205,192.168.70.134,0,368435461,1,2,32176,32204,0
892287723566462,1786677651300291735,192.168.70.134,1,736870918,0,2,60000,60028,0
892287760469788,1786677651337193382,192.168.70.134,1,736870918,1,2,32176,32204,0
892288114614570,1786677651691346133,192.168.70.134,0,368435462,0,2,60000,60028,0
892288155370326,1786677651732100128,192.168.70.134,0,368435462,1,2,32176,32204,0
892288418807498,1786677651995546165,192.168.70.134,1,736870919,0,2,60000,60028,0
892288459869278,1786677652036595237,192.168.70.134,1,736870919,1,2,32176,32204,0
892288812791914,1786677652389535494,192.168.70.134,0,368435463,0,2,60000,60028,0
892288855298703,1786677652432030895,192.168.70.134,0,368435463,1,2,32176,32204,0
892289101280439,1786677652678019100,192.168.70.134,1,736870920,0,2,60000,60028,0
892289137152855,1786677652713894449,192.168.70.134,1,736870920,1,2,32176,32204,0
