rfsim_command,commanded_noise_power_db,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,status,control_session_id,ran_epoch_id
channelmod modify 2 noise_power_dB -2.25,-2.25,1590135657108590,1787375490593563886,1590135657178660,1787375490593633877,0.07007,ACK_AND_POST_STATE_VALIDATED_ONCE,709a9280-5ee3-4d0d-bb97-d75b76700bd8,60a5f1cb-2c95-4a44-a36d-17b19e272598
