run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
SWITCH_STRONG_ASYMMETRIC,oaitun_ue1,ue0,51,50.0002,5.64823,9.97087,9.97561,0.000645067,0,0.0184209,35301520,4032,23800,7,0,0,0,0,0,,,
SWITCH_STRONG_ASYMMETRIC,oaitun_ue2,ue1,51,50.0002,1.26267,3.32362,3.3252,0,0,0,7890928,0,5320,0,0,0,0,0,0,,,
