cell_id,action_id,network_profile_id,terminal_status,structural_status,eligible_preparation_frames,captures_sent,preparation_coverage,preparation_coverage_met,sustainable_preparation_fps,stale_before_send_frames,queue_replacement_frames,queue_depth_high_water_edge,mean_payload_bytes,mean_feature_datagrams,mean_result_datagrams,receipt_ack_rate,median_receipt_latency_ms,installation_ack_rate,timely_installations,timely_installation_fraction,median_install_aoi_ms,p95_install_aoi_ms,max_install_aoi_ms,install_aoi_monotone_fraction,first_half_median_install_aoi_ms,second_half_median_install_aoi_ms,median_front_ms,median_queue_wait_ms,median_frozen_tail_ms,incomplete_reassemblies_expired_edge,evaluation_masks_persisted_edge,evaluation_masks_hash_verified_ue,evaluation_masks_hash_mismatched_ue,dense_label_map_on_radio,counter_reconciliation_holds,cold_teardown_verified
a20__favorable_stable,20,FAVORABLE_STABLE,PASSED,PASS,3085,2839,0.920259319286872,False,9.079977273484504,4,240,1,1206703.9781613245,97.0841845720324,3.738532110091743,0.07678760126805213,457.3040008544922,0.0683339203945051,176,0.9072164948453608,460.20030975341797,512.2649669647217,853.7173271179199,0.5025906735751295,458.58001708984375,462.62407302856445,23.080755,78.76040413975716,110.010424,107,218,218,0,False,True,True
a71__favorable_stable,71,FAVORABLE_STABLE,PASSED,PASS,3591,3191,0.8886104149262044,False,8.890809495144003,0,396,1,6408.654653713569,1.0,4.693025540275049,0.6380445001566907,352.5526523590088,0.6258226261360075,1968,0.985478217325989,356.97436332702637,472.71251678466797,590.5706882476807,0.5345691382765531,349.3506908416748,363.4464740753174,19.725435,90.84139671176672,111.993276,0,2036,2036,0,False,True,True
a20__fade_recovery,20,FADE_RECOVERY,PASSED,PASS,3616,3285,0.9084623893805309,False,8.736499926988536,3,327,1,1205222.7406392694,96.9509893455099,5.333333333333333,0.0018264840182648401,482.94734954833984,0.0012176560121765602,3,0.75,485.5465888977051,500.75244903564453,500.75244903564453,0.6666666666666666,447.3147392272949,452.22973823547363,22.068245,85.84505412727594,113.437718,1156,6,6,0,False,True,True
a71__fade_recovery,71,FADE_RECOVERY,PASSED,PASS,3086,2823,0.9147764095917045,False,9.026536902908981,0,262,1,6416.312079348211,1.0,4.762452107279693,0.6471838469713072,348.27160835266113,0.6294721927027984,1749,0.9842431063590321,353.41572761535645,472.6741313934326,960.6842994689941,0.5073198198198198,343.5242176055908,365.61083793640137,17.970002,87.8661023452878,110.065922,0,1827,1827,0,False,True,True
