family,quant,sample_id,input_prediction_count,baseline_ms,selected_ms,paired_delta_ms
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003420_frame88884,1,0.000408,0.0005875,0.00017950000000000003
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003457_frame88958,3,0.0008295,0.0018955,0.001066
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003473_frame88990,0,0.0001885,0.0002715,8.299999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003476_frame88996,0,0.0001975,0.000265,6.749999999999999e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003478_frame89000,0,0.000189,0.000258,6.899999999999997e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003493_frame89030,0,0.0002,0.0002665,6.650000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003496_frame89036,0,0.000185,0.0002585,7.35e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003505_frame89054,0,0.0001885,0.000257,6.850000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003509_frame89062,0,0.0001815,0.0002575,7.600000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003516_frame89076,0,0.000186,0.000258,7.199999999999999e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003524_frame89092,0,0.0001775,0.000251,7.349999999999997e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003577_frame89198,3,0.00082,0.0018595,0.0010395
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003581_frame89206,3,0.000794,0.001358,0.000564
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003583_frame89210,0,0.000184,0.000272,8.8e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003584_frame89212,0,0.0001855,0.0002495,6.399999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003626_frame89296,0,0.000182,0.0002535,7.149999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003627_frame89298,0,0.000188,0.000255,6.700000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003630_frame89304,0,0.0001805,0.0002475,6.7e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003633_frame89310,0,0.0001795,0.00026,8.049999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003637_frame89318,0,0.000178,0.000266,8.800000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003655_frame89354,0,0.0001885,0.000257,6.850000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003658_frame89360,0,0.0001865,0.0002505,6.400000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003664_frame89372,0,0.000195,0.0002585,6.35e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003673_frame89390,0,0.000189,0.000263,7.399999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003682_frame89408,0,0.000177,0.000249,7.199999999999999e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003687_frame89418,0,0.000179,0.0002625,8.35e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003689_frame89422,0,0.0001835,0.000256,7.25e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003691_frame89426,1,0.000424,0.000414,-1.0000000000000026e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003695_frame89434,0,0.0001945,0.000254,5.949999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003728_frame89500,4,0.0010315,0.002611,0.0015795
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003729_frame89502,3,0.000793,0.0018635,0.0010704999999999998
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003731_frame89506,3,0.0008485,0.001347,0.0004985000000000001
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003733_frame89510,5,0.0012015,0.003106,0.0019044999999999997
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003739_frame89522,0,0.000186,0.0002585,7.25e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003742_frame89528,0,0.000182,0.0002575,7.550000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003744_frame89532,0,0.0001785,0.000246,6.750000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003802_frame89648,5,0.00122,0.0030825,0.0018625000000000002
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003803_frame89650,5,0.001227,0.0031355,0.0019084999999999998
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003810_frame89664,5,0.001245,0.003155,0.0019099999999999998
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003811_frame89666,5,0.0012295,0.00303,0.0018005000000000002
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003814_frame89672,5,0.0012805,0.0032455,0.001965
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003879_frame89802,0,0.0001825,0.000242,5.950000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003880_frame89804,0,0.000183,0.0002565,7.35e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003881_frame89806,0,0.0001905,0.0002685,7.800000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003887_frame89818,0,0.000179,0.000246,6.700000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003889_frame89822,0,0.0001735,0.0002625,8.9e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003951_frame89946,3,0.0007695,0.0018705,0.001101
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003952_frame89948,3,0.000803,0.001871,0.001068
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003958_frame89960,2,0.0005885,0.0010725,0.00048400000000000006
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003959_frame89962,2,0.000578,0.0010615,0.0004835
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003963_frame89970,2,0.000616,0.001116,0.0005
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003975_frame89994,2,0.000622,0.0010965,0.0004745
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003982_frame90008,3,0.000783,0.00188,0.0010969999999999999
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003988_frame90020,3,0.0008045,0.001744,0.0009395000000000001
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003991_frame90026,2,0.000646,0.0011345,0.0004885000000000001
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_003993_frame90030,3,0.000838,0.0019635,0.0011255
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004005_frame90054,6,0.001326,0.0037,0.0023740000000000002
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004007_frame90058,4,0.0010025,0.0020685,0.001066
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004013_frame90070,4,0.0009525,0.0026005,0.001648
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004016_frame90076,4,0.0009865,0.002052,0.0010655
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004021_frame90086,4,0.0009975,0.0018745,0.0008770000000000002
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004022_frame90088,2,0.000592,0.0010785,0.00048650000000000006
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004093_frame90230,2,0.000645,0.001284,0.000639
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004104_frame90252,6,0.001383,0.003287,0.001904
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004109_frame90262,5,0.001213,0.0034605,0.0022475
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004110_frame90264,5,0.0011745,0.001648,0.00047349999999999996
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004117_frame90278,1,0.000393,0.0005895,0.00019649999999999995
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004175_frame90394,0,0.000192,0.000257,6.500000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004183_frame90410,0,0.000181,0.0002515,7.049999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004184_frame90412,0,0.000186,0.000254,6.8e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004196_frame90436,0,0.000185,0.000261,7.6e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004198_frame90440,0,0.0001845,0.0002615,7.7e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004226_frame90496,3,0.0007985,0.0019325,0.001134
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004241_frame90526,0,0.0001945,0.000267,7.249999999999997e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004254_frame90552,0,0.0002235,0.0003085,8.5e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004276_frame90596,0,0.000187,0.0002615,7.450000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004281_frame90606,0,0.000187,0.000268,8.100000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004294_frame90632,0,0.0001815,0.0002555,7.399999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004327_frame90698,0,0.0001755,0.0002535,7.799999999999997e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004329_frame90702,0,0.000177,0.000256,7.9e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004332_frame90708,0,0.0001825,0.000254,7.15e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004341_frame90726,0,0.000178,0.0002595,8.150000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004383_frame90810,2,0.0006275,0.0012525,0.0006249999999999999
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004385_frame90814,2,0.000627,0.0012455,0.0006185000000000001
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004386_frame90816,2,0.0006045,0.001238,0.0006335
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004397_frame90838,1,0.000407,0.0006085,0.00020149999999999996
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004405_frame90854,0,0.0001885,0.000275,8.650000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004417_frame90878,0,0.000184,0.000267,8.299999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004419_frame90882,0,0.000183,0.0002605,7.749999999999999e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004420_frame90884,0,0.000184,0.000262,7.800000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004459_frame90962,0,0.000184,0.0002695,8.549999999999999e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004463_frame90970,0,0.0002225,0.000313,9.050000000000003e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004469_frame90982,0,0.000182,0.000253,7.100000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004553_frame91150,1,0.0004115,0.000617,0.00020550000000000006
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004561_frame91166,0,0.0001855,0.0002665,8.100000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004564_frame91172,1,0.000412,0.000417,5.000000000000013e-06
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004649_frame91342,2,0.0006035,0.001226,0.0006225000000000001
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004652_frame91348,2,0.0005805,0.0011905,0.00061
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004672_frame91388,2,0.000576,0.0011785,0.0006025000000000001
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004728_frame91500,4,0.000979,0.0024785,0.0014994999999999997
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004729_frame91502,4,0.00099,0.0024715,0.0014815000000000002
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004733_frame91510,4,0.0010045,0.002442,0.0014375000000000002
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004736_frame91516,3,0.000788,0.0012505,0.00046250000000000013
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004737_frame91518,3,0.0008215,0.0019995,0.001178
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004749_frame91542,1,0.0004035,0.000588,0.00018449999999999999
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004775_frame91594,0,0.000219,0.000307,8.799999999999997e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004785_frame91614,0,0.0001745,0.0002615,8.7e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004787_frame91618,0,0.00018,0.0002505,7.05e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004791_frame91626,0,0.0001835,0.000259,7.550000000000002e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004794_frame91632,0,0.000184,0.000251,6.699999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004798_frame91640,0,0.000182,0.0002595,7.750000000000001e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004799_frame91642,0,0.000176,0.000251,7.499999999999998e-05
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004880_frame91804,6,0.0013945,0.004046,0.0026515
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004882_frame91808,4,0.001002,0.0020905,0.0010884999999999998
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004886_frame91816,6,0.001355,0.004441,0.0030859999999999993
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004894_frame91832,7,0.0015615,0.0046665,0.0031049999999999997
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004895_frame91834,5,0.00128,0.00284,0.00156
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004902_frame91848,3,0.0008435,0.0020575,0.0012139999999999998
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004904_frame91852,4,0.000967,0.0020275,0.0010604999999999998
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004916_frame91876,1,0.000406,0.0005905,0.00018449999999999999
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004919_frame91882,3,0.0007885,0.00184,0.0010515
ae64,uint6,moving_ego_pps200000_low_8loops_stride2_004920_frame91884,2,0.0005885,0.0011775,0.0005889999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000002_frame91929,3,0.000805,0.0008765,7.149999999999995e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000014_frame91953,4,0.0010275,0.002395,0.0013675
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000033_frame91991,0,0.000194,0.000275,8.100000000000002e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000041_frame92007,1,0.0004285,0.0006055,0.00017700000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000053_frame92031,2,0.0005935,0.0011645,0.000571
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000057_frame92039,2,0.0005795,0.001182,0.0006025000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000065_frame92055,4,0.0009835,0.0024595,0.0014759999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000073_frame92071,5,0.001178,0.002634,0.001456
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000104_frame92133,3,0.0008215,0.001792,0.0009705
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000108_frame92141,4,0.000964,0.001808,0.0008439999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000112_frame92149,6,0.0013475,0.0031125,0.0017649999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000115_frame92155,5,0.0012055,0.0042405,0.0030350000000000004
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000116_frame92157,6,0.001416,0.0023315,0.0009154999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000120_frame92165,2,0.00062,0.0007545,0.00013449999999999996
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000125_frame92175,5,0.0012155,0.0022775,0.001062
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000132_frame92189,2,0.0006175,0.0007215,0.00010400000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000134_frame92193,0,0.00019,0.000265,7.499999999999998e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000139_frame92203,0,0.0001825,0.000247,6.45e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000160_frame92245,4,0.0009595,0.0020025,0.001043
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000177_frame92279,3,0.0008095,0.001744,0.0009345000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000185_frame92295,2,0.0006035,0.0010985,0.0004950000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000187_frame92299,3,0.0008285,0.0012265,0.0003979999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000189_frame92303,2,0.0006255,0.0012405,0.0006150000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000213_frame92351,0,0.000176,0.0002485,7.250000000000003e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000227_frame92379,2,0.0006175,0.0012425,0.0006249999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000231_frame92387,3,0.000806,0.002201,0.001395
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000235_frame92395,5,0.001189,0.004115,0.0029259999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000240_frame92405,4,0.0010215,0.0025045,0.0014830000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000253_frame92431,3,0.0008375,0.0019225,0.001085
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000275_frame92475,3,0.0007985,0.001738,0.0009395
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000276_frame92477,4,0.0010025,0.002545,0.0015425
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000279_frame92483,3,0.000797,0.0019555,0.0011585000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000287_frame92499,5,0.0011495,0.0036235,0.002474
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000289_frame92503,4,0.000966,0.003369,0.002403
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000295_frame92515,4,0.000976,0.0031505,0.0021745000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000304_frame92533,7,0.0015045,0.00685,0.0053455
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000320_frame92565,7,0.001618,0.0066005,0.004982499999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000336_frame92597,9,0.002009,0.009926,0.007917
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000339_frame92603,7,0.0015985,0.0045415,0.0029430000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000387_frame92699,0,0.0001965,0.000256,5.949999999999998e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000390_frame92705,0,0.000193,0.0002515,5.8499999999999985e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000394_frame92713,0,0.0001935,0.000254,6.050000000000001e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000396_frame92717,0,0.000182,0.000252,7e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000409_frame92743,0,0.0001965,0.0002535,5.6999999999999976e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000416_frame92757,2,0.0006355,0.0012635,0.0006280000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000418_frame92761,1,0.00041,0.000591,0.00018100000000000006
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000422_frame92769,2,0.0006345,0.00125,0.0006155
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000485_frame92895,4,0.0010005,0.002035,0.0010344999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000493_frame92911,2,0.000603,0.0007285,0.00012549999999999996
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000508_frame92941,0,0.000187,0.000255,6.800000000000003e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000520_frame92965,0,0.000192,0.000271,7.899999999999997e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000522_frame92969,0,0.000188,0.0002475,5.950000000000001e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000525_frame92975,0,0.0001985,0.000253,5.4500000000000024e-05
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000536_frame92997,2,0.000626,0.001243,0.0006169999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000546_frame93017,1,0.000408,0.0005875,0.00017950000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000581_frame93087,4,0.000949,0.002795,0.0018460000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000583_frame93091,5,0.0011985,0.0026955,0.001497
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000585_frame93095,5,0.001183,0.003531,0.002348
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000586_frame93097,5,0.0011525,0.002646,0.0014934999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000593_frame93111,8,0.0017925,0.005464,0.0036715000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000596_frame93117,5,0.001202,0.0028785,0.0016765
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000597_frame93119,3,0.0007885,0.001898,0.0011094999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000602_frame93129,4,0.0009495,0.0027545,0.001805
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000610_frame93145,2,0.000595,0.001234,0.000639
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000621_frame93167,6,0.001402,0.003393,0.001991
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000637_frame93199,5,0.0011565,0.002149,0.0009925
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000638_frame93201,2,0.000595,0.0010655,0.0004705
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000645_frame93215,6,0.001379,0.004383,0.0030039999999999997
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000653_frame93231,7,0.0015795,0.0054005,0.0038209999999999997
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000655_frame93235,7,0.0016275,0.0055665,0.003939
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000672_frame93269,6,0.0013275,0.004492,0.0031645000000000006
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000682_frame93289,6,0.001422,0.003867,0.002445
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000687_frame93299,5,0.001161,0.0034195,0.0022585
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000690_frame93305,6,0.00136,0.0034665,0.0021065
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000695_frame93315,6,0.001447,0.003602,0.0021550000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000699_frame93323,6,0.001383,0.0045105,0.0031275
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000709_frame93343,4,0.0010525,0.0026345,0.001582
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000718_frame93361,2,0.000619,0.001235,0.000616
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000728_frame93381,2,0.0006175,0.0012285,0.000611
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000736_frame93397,2,0.0006265,0.00125,0.0006235
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000746_frame93417,3,0.000821,0.001777,0.0009559999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000747_frame93419,3,0.000794,0.00173,0.000936
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000756_frame93437,4,0.0009725,0.002481,0.0015085000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000766_frame93457,6,0.001406,0.0045965,0.0031904999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000767_frame93459,5,0.0011805,0.00365,0.0024695000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000770_frame93465,3,0.000816,0.001746,0.0009299999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000879_frame93683,6,0.0013675,0.0037295,0.0023620000000000004
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000881_frame93687,2,0.0006185,0.000767,0.00014849999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000891_frame93707,2,0.000575,0.001203,0.0006280000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000927_frame93779,1,0.000403,0.0005925,0.00018950000000000005
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000941_frame93807,4,0.001002,0.0028195,0.0018174999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000947_frame93819,3,0.000814,0.0018855,0.0010715
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000963_frame93851,3,0.0008115,0.0019155,0.001104
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000966_frame93857,3,0.000811,0.001911,0.0010999999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000975_frame93875,3,0.000814,0.001839,0.0010249999999999999
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000977_frame93879,3,0.0008325,0.001941,0.0011085000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000978_frame93881,3,0.000838,0.0019415,0.0011035
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000983_frame93891,3,0.000837,0.001932,0.001095
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000996_frame93917,3,0.0008215,0.001942,0.0011205
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_000998_frame93921,3,0.0008395,0.0019735,0.001134
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001003_frame93931,3,0.0008365,0.00194,0.0011035
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001055_frame94035,3,0.00083,0.001933,0.001103
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001056_frame94037,2,0.000595,0.000728,0.00013299999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001058_frame94041,4,0.000965,0.0020285,0.0010634999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001104_frame94133,1,0.0004515,0.0006415,0.00019
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001109_frame94143,2,0.000648,0.0013175,0.0006695000000000001
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001116_frame94157,1,0.0004325,0.000637,0.00020449999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001202_frame94329,3,0.0008265,0.002197,0.0013705000000000002
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001204_frame94333,8,0.0017735,0.0040605,0.002287
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001209_frame94343,4,0.0009695,0.002475,0.0015055000000000003
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001211_frame94347,4,0.000997,0.0025935,0.0015964999999999998
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001213_frame94351,4,0.001009,0.003065,0.002056
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001219_frame94363,6,0.0014165,0.003693,0.0022765
ae64,uint6,moving_ego_pps200000_medium_8loops_stride2_001228_frame94381,11,0.002431,0.011126,0.008695000000000001
