family,quant,sample_id,input_prediction_count,baseline_ms,selected_ms,paired_delta_ms
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000853_frame83750,3,0.0007905,0.001339,0.0005484999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000869_frame83782,0,0.0001845,0.0002485,6.400000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000877_frame83798,0,0.00018,0.0002695,8.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000879_frame83802,0,0.0001675,0.0002485,8.100000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000883_frame83810,0,0.0001785,0.000258,7.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000886_frame83816,0,0.000175,0.000251,7.599999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000888_frame83820,0,0.0001795,0.0002455,6.6e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000893_frame83830,0,0.000178,0.0002405,6.25e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000897_frame83838,2,0.0005965,0.001191,0.0005945
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000958_frame83960,0,0.0001845,0.000255,7.05e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000964_frame83972,0,0.000173,0.0002485,7.550000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000965_frame83974,0,0.000174,0.000258,8.399999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_000967_frame83978,0,0.0001795,0.0002515,7.199999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001000_frame84044,0,0.0001865,0.00025,6.35e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001004_frame84052,0,0.000176,0.0002525,7.650000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001060_frame84164,0,0.00018,0.000252,7.199999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001068_frame84180,0,0.0001835,0.0002595,7.600000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001069_frame84182,0,0.0001815,0.0002635,8.200000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001189_frame84422,0,0.000186,0.0002525,6.650000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001193_frame84430,1,0.0004045,0.0005875,0.000183
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001200_frame84444,2,0.0005995,0.001257,0.0006575000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001216_frame84476,3,0.000788,0.001751,0.000963
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001219_frame84482,2,0.000574,0.000699,0.000125
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001223_frame84490,2,0.0006025,0.001189,0.0005865
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001256_frame84556,6,0.001371,0.0039795,0.0026085000000000006
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001259_frame84562,4,0.000971,0.0030515,0.0020805
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001269_frame84582,3,0.000828,0.001954,0.001126
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001325_frame84694,6,0.0013445,0.004796,0.0034514999999999997
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001355_frame84754,4,0.0009575,0.0029505,0.001993
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001372_frame84788,5,0.0011825,0.0033275,0.002145
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001377_frame84798,5,0.001187,0.0035995,0.0024124999999999997
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001379_frame84802,5,0.001158,0.003409,0.0022510000000000004
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001385_frame84814,4,0.000986,0.003138,0.0021520000000000003
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001399_frame84842,3,0.000765,0.0020945,0.0013295
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001425_frame84894,0,0.000176,0.000247,7.099999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001433_frame84910,0,0.0001745,0.00025,7.549999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001440_frame84924,0,0.000178,0.000254,7.6e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001447_frame84938,0,0.000174,0.000248,7.400000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001600_frame85244,2,0.0006155,0.0013295,0.0007139999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001605_frame85254,3,0.000865,0.0014845,0.0006194999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001614_frame85272,5,0.0012305,0.002731,0.0015004999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001616_frame85276,5,0.0011915,0.0026515,0.0014600000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001619_frame85282,1,0.0004925,0.000491,-1.4999999999999823e-06
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001662_frame85368,1,0.0004005,0.000622,0.00022150000000000007
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001666_frame85376,1,0.000405,0.000611,0.00020600000000000002
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001672_frame85388,1,0.000407,0.0006115,0.00020449999999999993
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001673_frame85390,1,0.0004175,0.000631,0.00021350000000000004
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001703_frame85450,1,0.000411,0.000396,-1.500000000000004e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001706_frame85456,0,0.000185,0.000254,6.9e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001707_frame85458,0,0.000184,0.000252,6.8e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001715_frame85474,1,0.0004035,0.000391,-1.2499999999999979e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001721_frame85486,0,0.0001845,0.000246,6.15e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001729_frame85502,0,0.000176,0.0002545,7.850000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001731_frame85506,0,0.000186,0.000241,5.500000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001756_frame85556,0,0.000184,0.000244,5.9999999999999995e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001758_frame85560,0,0.0001875,0.0002555,6.799999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001759_frame85562,0,0.0001795,0.0002495,7e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001765_frame85574,0,0.000179,0.0002615,8.250000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001770_frame85584,0,0.000176,0.0002425,6.650000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001785_frame85614,0,0.000177,0.000257,8.000000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001791_frame85626,0,0.0001865,0.00026,7.349999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001792_frame85628,0,0.00018,0.0002535,7.349999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001793_frame85630,0,0.0001835,0.0002645,8.099999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001798_frame85640,0,0.0001825,0.0002515,6.9e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001799_frame85642,0,0.000181,0.0002505,6.950000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001800_frame85644,0,0.000177,0.000248,7.100000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001801_frame85646,0,0.000181,0.0002595,7.850000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001805_frame85654,0,0.00019,0.000253,6.300000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001823_frame85690,0,0.0001815,0.0002525,7.100000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001829_frame85702,0,0.000174,0.0002365,6.25e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001877_frame85798,1,0.0004795,0.0006955,0.00021600000000000005
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001879_frame85802,2,0.0006175,0.001244,0.0006265000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001884_frame85812,0,0.000185,0.000261,7.6e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001902_frame85848,5,0.0011545,0.0032455,0.002091
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001904_frame85852,3,0.000801,0.001971,0.00117
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001906_frame85856,2,0.0006165,0.001124,0.0005075
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001907_frame85858,4,0.0009905,0.002491,0.0015005
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001916_frame85876,5,0.00118,0.002623,0.0014429999999999998
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001919_frame85882,6,0.0013845,0.005825,0.0044405
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001953_frame85950,0,0.000189,0.0002665,7.750000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001957_frame85958,2,0.000591,0.0011925,0.0006014999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001960_frame85964,1,0.0003955,0.000611,0.00021549999999999998
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001963_frame85970,0,0.000179,0.000263,8.400000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_001969_frame85982,0,0.000188,0.0002695,8.15e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002081_frame86206,0,0.0001895,0.0002565,6.7e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002084_frame86212,0,0.000191,0.000272,8.099999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002087_frame86218,0,0.0001855,0.000272,8.649999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002088_frame86220,0,0.000191,0.0002755,8.449999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002153_frame86350,0,0.0001865,0.000261,7.45e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002155_frame86354,1,0.0003965,0.0003985,1.9999999999999944e-06
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002156_frame86356,1,0.0003885,0.0004035,1.4999999999999985e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002159_frame86362,1,0.0004145,0.000423,8.49999999999999e-06
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002202_frame86448,0,0.000197,0.000254,5.7e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002206_frame86456,0,0.0001885,0.000258,6.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002207_frame86458,0,0.0001925,0.000258,6.549999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002221_frame86486,0,0.0001875,0.0002595,7.200000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002222_frame86488,0,0.000185,0.0002565,7.15e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002232_frame86508,2,0.0006285,0.001266,0.0006374999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002235_frame86514,2,0.000587,0.001085,0.0004980000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002237_frame86518,5,0.001232,0.003402,0.00217
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002252_frame86548,3,0.000806,0.000884,7.800000000000005e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002254_frame86552,4,0.001004,0.002022,0.001018
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002258_frame86560,6,0.0013725,0.0027175,0.0013449999999999998
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002261_frame86566,3,0.000801,0.001407,0.0006060000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002263_frame86570,2,0.000618,0.001234,0.0006160000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002264_frame86572,2,0.0006195,0.000736,0.00011649999999999996
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002265_frame86574,2,0.000661,0.0013315,0.0006705
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002275_frame86594,2,0.0006345,0.001295,0.0006605
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002280_frame86604,5,0.0011625,0.0020715,0.0009090000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002296_frame86636,1,0.0004255,0.0006355,0.00021
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002350_frame86744,1,0.0004135,0.00061,0.00019649999999999995
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002357_frame86758,5,0.0011635,0.003441,0.0022775
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002363_frame86770,5,0.001198,0.003121,0.001923
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002369_frame86782,5,0.0012205,0.0026485,0.0014279999999999998
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002373_frame86790,2,0.0006405,0.0007685,0.00012799999999999997
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002376_frame86796,3,0.000815,0.001936,0.001121
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002378_frame86800,1,0.000411,0.000598,0.000187
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002380_frame86804,2,0.0006175,0.0012245,0.0006069999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002383_frame86810,3,0.0007995,0.001335,0.0005355000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002390_frame86824,2,0.000609,0.001234,0.0006250000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002396_frame86836,2,0.000638,0.001265,0.0006270000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002400_frame86844,4,0.0009975,0.0023725,0.0013750000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002402_frame86848,3,0.0008265,0.001401,0.0005744999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002406_frame86856,2,0.00062,0.000758,0.000138
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002412_frame86868,0,0.000186,0.0002615,7.550000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002429_frame86902,0,0.0001855,0.000263,7.749999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002441_frame86926,0,0.0001825,0.000261,7.850000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002442_frame86928,0,0.000184,0.0002565,7.25e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002483_frame87010,4,0.0010045,0.001537,0.0005325
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002495_frame87034,0,0.0001845,0.000271,8.649999999999996e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002500_frame87044,4,0.0009985,0.0024745,0.001476
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002502_frame87048,3,0.0007995,0.001411,0.0006115
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002507_frame87058,4,0.000998,0.002504,0.0015060000000000002
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002513_frame87070,2,0.0006115,0.0012595,0.000648
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002521_frame87086,2,0.000616,0.000575,-4.100000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002523_frame87090,2,0.000626,0.0005595,-6.650000000000004e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002526_frame87096,0,0.0001915,0.000273,8.150000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002531_frame87106,0,0.000181,0.000252,7.099999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002533_frame87110,0,0.0001765,0.000239,6.25e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002534_frame87112,0,0.0001745,0.0002485,7.400000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002539_frame87122,0,0.0001835,0.000264,8.050000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002549_frame87142,0,0.000183,0.0002555,7.249999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002551_frame87146,0,0.000194,0.0002645,7.049999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002560_frame87164,0,0.000189,0.000263,7.399999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002569_frame87182,0,0.0001865,0.0002605,7.399999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002607_frame87258,0,0.000191,0.000268,7.7e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002612_frame87268,0,0.0001845,0.0002605,7.599999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002627_frame87298,2,0.000638,0.001311,0.0006730000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002637_frame87318,2,0.000656,0.001295,0.0006389999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002642_frame87328,1,0.0004125,0.0004125,0.0
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002678_frame87400,0,0.000187,0.00025,6.300000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002681_frame87406,0,0.0001835,0.000263,7.950000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002682_frame87408,0,0.000192,0.0002565,6.45e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002686_frame87416,0,0.000184,0.0002555,7.149999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002689_frame87422,0,0.0001865,0.0002525,6.6e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002690_frame87424,0,0.0001815,0.000251,6.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002691_frame87426,0,0.0001835,0.0002595,7.600000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002694_frame87432,0,0.000184,0.000259,7.500000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002701_frame87446,0,0.000183,0.0002535,7.049999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002715_frame87474,0,0.0001815,0.0002615,8.000000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002779_frame87602,1,0.000398,0.000606,0.00020799999999999996
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002782_frame87608,0,0.000191,0.000265,7.399999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002788_frame87620,0,0.0001905,0.0002605,7e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002798_frame87640,0,0.000176,0.000251,7.499999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002826_frame87696,0,0.000179,0.000248,6.900000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002837_frame87718,0,0.0001755,0.000245,6.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002839_frame87722,0,0.000174,0.0002465,7.249999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002846_frame87736,0,0.0001785,0.000252,7.35e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002847_frame87738,0,0.000192,0.0002685,7.650000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002849_frame87742,0,0.0001815,0.000252,7.05e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002875_frame87794,0,0.0001765,0.000248,7.15e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002876_frame87796,0,0.000178,0.000247,6.9e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002886_frame87816,0,0.000174,0.0002465,7.249999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002897_frame87838,0,0.000175,0.000247,7.199999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002898_frame87840,0,0.000191,0.000266,7.500000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002915_frame87874,1,0.0004285,0.000635,0.00020650000000000003
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002917_frame87878,2,0.000638,0.000761,0.00012299999999999995
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002925_frame87894,4,0.0009815,0.0023335,0.0013520000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002928_frame87900,3,0.0008,0.0022255,0.0014255000000000001
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002929_frame87902,3,0.000818,0.001436,0.000618
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002935_frame87914,4,0.0009925,0.002857,0.0018645000000000003
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002936_frame87916,5,0.001161,0.0027085,0.0015475
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002946_frame87936,2,0.000604,0.000736,0.00013199999999999996
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002979_frame88002,0,0.00019,0.000272,8.199999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002982_frame88008,0,0.0001885,0.0002555,6.699999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_002993_frame88030,0,0.00018,0.0002465,6.649999999999996e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003003_frame88050,0,0.0001845,0.000251,6.649999999999996e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003007_frame88058,0,0.0001845,0.000243,5.8499999999999985e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003016_frame88076,2,0.0006045,0.001232,0.0006275
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003068_frame88180,3,0.0007715,0.0019105,0.001139
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003079_frame88202,4,0.000985,0.0025145,0.0015294999999999998
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003084_frame88212,3,0.000785,0.002164,0.001379
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003099_frame88242,0,0.0001825,0.0002615,7.900000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003108_frame88260,0,0.0001865,0.000252,6.549999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003110_frame88264,0,0.0001775,0.000246,6.850000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003112_frame88268,0,0.0001795,0.0002535,7.399999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003114_frame88272,0,0.0002245,0.0003135,8.899999999999997e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003126_frame88296,0,0.000183,0.000259,7.6e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003134_frame88312,1,0.0004135,0.000607,0.0001935
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003192_frame88428,1,0.0004175,0.000617,0.00019950000000000002
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003198_frame88440,0,0.0001795,0.0002665,8.700000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003229_frame88502,1,0.00041,0.0006045,0.0001945
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003232_frame88508,0,0.000181,0.0002545,7.35e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003239_frame88522,0,0.0001805,0.000256,7.549999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003252_frame88548,1,0.0004405,0.0006165,0.000176
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003258_frame88560,2,0.0006195,0.0007375,0.00011799999999999994
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003260_frame88564,1,0.000413,0.000598,0.000185
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003263_frame88570,2,0.0006295,0.001279,0.0006495
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003267_frame88578,2,0.000625,0.0012395,0.0006144999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003273_frame88590,3,0.000812,0.001395,0.000583
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003276_frame88596,3,0.0008135,0.000892,7.850000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003291_frame88626,3,0.0008,0.0013955,0.0005955
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003295_frame88634,2,0.0006375,0.0012775,0.0006399999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003297_frame88638,5,0.0012215,0.0031585,0.001937
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003327_frame88698,0,0.0001875,0.000272,8.45e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003342_frame88728,0,0.000188,0.0002525,6.450000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003344_frame88732,0,0.000183,0.0002565,7.35e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003350_frame88744,0,0.0001885,0.0002555,6.699999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003354_frame88752,0,0.000184,0.0002595,7.550000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003356_frame88756,0,0.000191,0.000265,7.399999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003366_frame88776,0,0.000185,0.000262,7.700000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003368_frame88780,0,0.000187,0.0002465,5.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003371_frame88786,0,0.0001805,0.00026,7.949999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003374_frame88792,0,0.0001795,0.0002545,7.500000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003402_frame88848,0,0.0001815,0.000259,7.750000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003410_frame88864,1,0.000402,0.000596,0.00019399999999999995
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003415_frame88874,2,0.000747,0.0015075,0.0007604999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003416_frame88876,1,0.000408,0.000586,0.00017800000000000004
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003419_frame88882,1,0.0004075,0.0005845,0.00017699999999999997
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003420_frame88884,1,0.000412,0.000601,0.00018899999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003457_frame88958,2,0.00063,0.0012395,0.0006094999999999999
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003473_frame88990,0,0.000185,0.000262,7.700000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003476_frame88996,0,0.000183,0.0002575,7.450000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003478_frame89000,0,0.000184,0.0002505,6.650000000000002e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003493_frame89030,0,0.0001855,0.000254,6.849999999999998e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003496_frame89036,0,0.000179,0.000255,7.600000000000003e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003505_frame89054,0,0.0001775,0.000245,6.749999999999999e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003509_frame89062,0,0.0001875,0.0002525,6.500000000000001e-05
noae,uint6,moving_ego_pps200000_low_8loops_stride2_003516_frame89076,0,0.00018,0.0002415,6.149999999999998e-05
