family,quant,sample_id,audit_split,source_prefix,collection_index,density_bin,class_name,score,pred_world_x,pred_world_y,nearest_same_class_gt_m,nearest_other_class_gt_m,nearest_any_gt_m,category,empty_scene_fp,temporal_status
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000084_frame102362,audit_test,moving_ego_pps200000_crowded_8loops_stride2,84,5+,vehicle,0.2496433556079864,-47.93172413039801,46.9696302882365,3.4811679981569914,15.29422616110744,3.4811679981569914,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000089_frame102372,audit_test,moving_ego_pps200000_crowded_8loops_stride2,89,5+,vehicle,0.4412508606910705,-43.91192795339804,20.17833155095297,1.731322904015908,17.873809335563216,1.731322904015908,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000089_frame102372,audit_test,moving_ego_pps200000_crowded_8loops_stride2,89,5+,vehicle,0.2923992276191711,-47.929416988882025,47.18692185523125,3.351974965282818,15.66107667723402,3.351974965282818,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000089_frame102372,audit_test,moving_ego_pps200000_crowded_8loops_stride2,89,5+,person,0.2197392135858535,-42.95892992064163,3.3888861916450663,1.7317651708373432,7.0453386664576465,1.7317651708373432,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000093_frame102380,audit_test,moving_ego_pps200000_crowded_8loops_stride2,93,5+,vehicle,0.3874091506004333,-54.41108354827669,30.49489931905889,2.927632325481801,20.244257568523732,2.927632325481801,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000093_frame102380,audit_test,moving_ego_pps200000_crowded_8loops_stride2,93,5+,vehicle,0.330927312374115,-39.25761448755479,22.03734779696017,0.7232475843349534,15.876146099277346,0.7232475843349534,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000093_frame102380,audit_test,moving_ego_pps200000_crowded_8loops_stride2,93,5+,vehicle,0.3276151716709137,-47.71507133963797,47.35735691259645,3.078890492111668,15.81889114387013,3.078890492111668,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000093_frame102380,audit_test,moving_ego_pps200000_crowded_8loops_stride2,93,5+,person,0.2362715005874633,-43.16042562907412,3.947832011892656,1.8577153229943086,6.106094147224837,1.8577153229943086,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000113_frame102420,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,113,5+,vehicle,0.3094483017921448,-32.5402526293944,23.559108075527707,5.370080890270044,14.568253330793354,5.370080890270044,same_class_near_outside_match_radius,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000113_frame102420,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,113,5+,vehicle,0.2850069105625152,-47.32928974508302,47.85829937305417,2.4868438141700326,14.192839213982174,2.4868438141700326,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000113_frame102420,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,113,5+,person,0.2589167356491089,-46.12646220627783,4.835342595819415,3.2786365752564506,2.760243204655942,2.760243204655942,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000113_frame102420,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,113,5+,vehicle,0.2144896984100341,-34.923059070362534,34.23087204956753,11.809460608392554,4.289148407685109,4.289148407685109,cross_class_confusion,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000127_frame102448,audit_test,moving_ego_pps200000_crowded_8loops_stride2,127,5+,vehicle,0.4201380908489227,-51.584822273148745,26.43637355447858,2.898211832578941,15.342504726603064,2.898211832578941,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000127_frame102448,audit_test,moving_ego_pps200000_crowded_8loops_stride2,127,5+,person,0.4115023016929626,-33.24458382388443,35.30936420298874,1.022784498972156,18.188849199841506,1.022784498972156,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000127_frame102448,audit_test,moving_ego_pps200000_crowded_8loops_stride2,127,5+,vehicle,0.2707407176494598,-47.75584644322651,46.935317920313565,3.3647730369527293,12.503908106414439,3.3647730369527293,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000127_frame102448,audit_test,moving_ego_pps200000_crowded_8loops_stride2,127,5+,person,0.2330489009618759,-42.97483646163385,0.825417889561228,3.1482729300769696,25.643795613421943,3.1482729300769696,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000128_frame102450,audit_test,moving_ego_pps200000_crowded_8loops_stride2,128,5+,person,0.314536988735199,-33.495463333459966,36.07836816881647,1.2672675921366359,17.469659989692854,1.2672675921366359,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000128_frame102450,audit_test,moving_ego_pps200000_crowded_8loops_stride2,128,5+,vehicle,0.2780909538269043,-47.859761747934186,46.90498533125808,3.4644386924088755,12.457819488507067,3.4644386924088755,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000131_frame102456,audit_test,moving_ego_pps200000_crowded_8loops_stride2,131,5+,vehicle,0.2806597352027893,-47.8880247321531,47.33142129692352,3.2376183625627326,12.573852681977538,3.2376183625627326,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000135_frame102464,audit_test,moving_ego_pps200000_crowded_8loops_stride2,135,5+,vehicle,0.377319186925888,-47.59616759538518,46.3225571076097,3.2771329626956884,11.245203593067359,3.2771329626956884,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000135_frame102464,audit_test,moving_ego_pps200000_crowded_8loops_stride2,135,5+,person,0.2941985726356506,-45.78662198607445,1.6187401687522345,1.6571389995286796,36.17470724565265,1.6571389995286796,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000135_frame102464,audit_test,moving_ego_pps200000_crowded_8loops_stride2,135,5+,vehicle,0.2549063563346863,-50.73170186558077,35.78100897498763,2.7925732911843646,9.2376748456082,2.7925732911843646,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000137_frame102468,audit_test,moving_ego_pps200000_crowded_8loops_stride2,137,5+,vehicle,0.6061320900917053,-71.68391010344317,27.74473744318665,0.5028075452759221,31.17320973953117,0.5028075452759221,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000137_frame102468,audit_test,moving_ego_pps200000_crowded_8loops_stride2,137,5+,vehicle,0.4922263920307159,-71.88488026931736,27.792374353517925,0.43769264610633263,31.351926436107597,0.43769264610633263,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000137_frame102468,audit_test,moving_ego_pps200000_crowded_8loops_stride2,137,5+,vehicle,0.3443194925785064,-52.68244893627687,37.60757891922445,5.040710826431718,10.866110309888976,5.040710826431718,same_class_near_outside_match_radius,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000137_frame102468,audit_test,moving_ego_pps200000_crowded_8loops_stride2,137,5+,person,0.2621351778507232,-49.31007151050305,3.5640816726719877,2.1610923061464646,33.39606248047165,2.1610923061464646,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000137_frame102468,audit_test,moving_ego_pps200000_crowded_8loops_stride2,137,5+,person,0.2496884167194366,-40.488074722069705,37.24381735547949,1.4377031064468477,8.854921302981726,1.4377031064468477,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000140_frame102474,audit_test,moving_ego_pps200000_crowded_8loops_stride2,140,5+,vehicle,0.667182981967926,-70.58140807414169,27.943213286425944,0.6038462600716767,29.579355458673927,0.6038462600716767,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000140_frame102474,audit_test,moving_ego_pps200000_crowded_8loops_stride2,140,5+,person,0.260267972946167,-39.85623781273142,37.43807689235404,2.580091347107428,9.58905634578689,2.580091347107428,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000140_frame102474,audit_test,moving_ego_pps200000_crowded_8loops_stride2,140,5+,person,0.2361505329608917,-46.9339823732016,2.5283368486062807,0.9461587581466062,34.54800898958984,0.9461587581466062,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000142_frame102478,audit_test,moving_ego_pps200000_crowded_8loops_stride2,142,5+,person,0.3256925046443939,-40.3917549136124,37.68738107263156,2.5257806327550707,7.249692030795662,2.5257806327550707,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000142_frame102478,audit_test,moving_ego_pps200000_crowded_8loops_stride2,142,5+,vehicle,0.3172475099563598,-69.79309452225283,28.31640455172534,0.39002001619966375,28.38269643089793,0.39002001619966375,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000142_frame102478,audit_test,moving_ego_pps200000_crowded_8loops_stride2,142,5+,person,0.2047601640224456,-45.224234864849535,35.7335672920273,2.718961845099424,7.400642123173749,2.718961845099424,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000143_frame102480,audit_test,moving_ego_pps200000_crowded_8loops_stride2,143,5+,vehicle,0.9832338690757751,-69.53985261843387,28.590996331022573,0.46483984470538037,27.903900770816662,0.46483984470538037,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000143_frame102480,audit_test,moving_ego_pps200000_crowded_8loops_stride2,143,5+,person,0.2363744080066681,-40.899550437133165,36.99014778246791,1.943866988581316,6.37445719951634,1.943866988581316,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000148_frame102490,audit_test,moving_ego_pps200000_crowded_8loops_stride2,148,5+,vehicle,0.9851845502853394,-69.30882033838463,28.19944911921549,0.060532318986352106,27.437359763633726,0.060532318986352106,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000183_frame102560,audit_test,moving_ego_pps200000_crowded_8loops_stride2,183,3-4,vehicle,0.982930064201355,-69.39373773043324,28.37768698432058,0.2249052473363461,21.967311521165797,0.2249052473363461,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000183_frame102560,audit_test,moving_ego_pps200000_crowded_8loops_stride2,183,3-4,person,0.328826755285263,-55.468148006456246,2.8429916313787778,0.566739334057844,28.86479806977998,0.566739334057844,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000198_frame102590,audit_test,moving_ego_pps200000_crowded_8loops_stride2,198,3-4,vehicle,0.9900272488594056,-69.32654468030817,28.44861772696508,0.25495843355431697,19.284599927711305,0.25495843355431697,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000198_frame102590,audit_test,moving_ego_pps200000_crowded_8loops_stride2,198,3-4,person,0.4048965275287628,-58.99981730025415,4.908731308050555,1.5093056824489834,25.451801208614636,1.5093056824489834,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000200_frame102594,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,200,3-4,vehicle,0.9927299618721008,-69.318967068523,28.40479449868172,0.2110064697314674,18.950469993802592,0.2110064697314674,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000200_frame102594,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,200,3-4,person,0.2702223658561706,-58.173181338012334,3.160331657373999,33.106034571204475,27.3851028270851,27.3851028270851,no_plausible_nearby_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000220_frame102634,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,220,3-4,vehicle,0.9688546657562256,-64.21362978235679,27.868427571739247,0.4898826251303697,11.557766038649536,0.4898826251303697,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000220_frame102634,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,220,3-4,vehicle,0.759401798248291,-64.51692384646933,28.64478775129276,0.7720704966664433,11.314934985224687,0.7720704966664433,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000220_frame102634,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,220,3-4,person,0.4333795309066772,-39.71600291506513,0.7485318335570952,1.299326256619868,36.58142363797056,1.299326256619868,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000220_frame102634,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,220,3-4,vehicle,0.3302686810493469,-64.74595328250174,28.63180242452625,0.9658915364027203,11.507951931184559,0.9658915364027203,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000220_frame102634,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,220,3-4,person,0.2311686128377914,-39.61495910723616,1.4182914825119322,0.9900885629932976,36.148896039717734,0.9900885629932976,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000220_frame102634,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,220,3-4,person,0.2150637656450271,-38.666408870698845,34.94633553169461,1.495600849568668,26.087998253875863,1.495600849568668,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000232_frame102658,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,232,1-2,person,0.3224916458129883,-43.42306396620658,3.905870769665145,2.068278314624115,,2.068278314624115,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000278_frame102750,audit_test,moving_ego_pps200000_crowded_8loops_stride2,278,3-4,person,0.5499061346054077,-34.04650271404661,-25.694051244927323,0.7184293958365621,,0.7184293958365621,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000278_frame102750,audit_test,moving_ego_pps200000_crowded_8loops_stride2,278,3-4,person,0.3790655434131622,-36.48316438509774,-31.07629506676546,2.774394263005881,,2.774394263005881,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000290_frame102774,audit_test,moving_ego_pps200000_crowded_8loops_stride2,290,5+,person,0.2648585736751556,-31.67238303325864,-27.232607832970658,3.4218153787588563,,3.4218153787588563,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000290_frame102774,audit_test,moving_ego_pps200000_crowded_8loops_stride2,290,5+,person,0.2357328981161117,-34.38348310565237,-38.280420420241775,1.5669304224091731,,1.5669304224091731,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000290_frame102774,audit_test,moving_ego_pps200000_crowded_8loops_stride2,290,5+,person,0.2335731536149978,-34.212279024271005,-29.670078860524427,4.280032825382037,,4.280032825382037,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000290_frame102774,audit_test,moving_ego_pps200000_crowded_8loops_stride2,290,5+,person,0.2274417430162429,-39.262563046096105,-22.64605383738468,4.376521334064281,,4.376521334064281,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000296_frame102786,audit_test,moving_ego_pps200000_crowded_8loops_stride2,296,5+,person,0.4542261660099029,-36.39872810670515,-25.59926712437424,0.6895877517109796,,0.6895877517109796,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000296_frame102786,audit_test,moving_ego_pps200000_crowded_8loops_stride2,296,5+,person,0.4338293671607971,-39.33510598154516,-45.98667992501315,2.513970154656267,,2.513970154656267,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000296_frame102786,audit_test,moving_ego_pps200000_crowded_8loops_stride2,296,5+,person,0.3543627858161926,-32.49535315189589,-37.90192976491053,2.007105793214611,,2.007105793214611,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000296_frame102786,audit_test,moving_ego_pps200000_crowded_8loops_stride2,296,5+,person,0.2451117038726806,-34.27071748579898,-23.45666179480992,0.6597308843202793,,0.6597308843202793,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000298_frame102790,audit_test,moving_ego_pps200000_crowded_8loops_stride2,298,5+,person,0.210017517209053,-37.211917035307565,-37.46117157974772,3.4687089363685715,,3.4687089363685715,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000309_frame102812,audit_test,moving_ego_pps200000_crowded_8loops_stride2,309,5+,person,0.2889641225337982,-30.28546924837953,-42.016602055974005,5.802320034294032,,5.802320034294032,same_class_near_outside_match_radius,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000309_frame102812,audit_test,moving_ego_pps200000_crowded_8loops_stride2,309,5+,person,0.2176873385906219,-35.31980171381275,-31.74262303730673,0.7825117559772836,,0.7825117559772836,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000316_frame102826,audit_test,moving_ego_pps200000_crowded_8loops_stride2,316,5+,person,0.4469421803951263,-38.25280787991532,-46.06510460121427,3.335342358569457,24.296879610167593,3.335342358569457,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000316_frame102826,audit_test,moving_ego_pps200000_crowded_8loops_stride2,316,5+,person,0.2628413438796997,-33.47637501603007,-56.057915516111535,4.285839439713223,21.82536294912443,4.285839439713223,duplicate_same_class_claimed_gt,False,single_frame
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000316_frame102826,audit_test,moving_ego_pps200000_crowded_8loops_stride2,316,5+,person,0.2202555537223816,-30.058940991581064,-65.21737885032432,5.580175027810513,23.27495277405097,5.580175027810513,same_class_near_outside_match_radius,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000329_frame102852,audit_test,moving_ego_pps200000_crowded_8loops_stride2,329,5+,vehicle,0.3725736737251282,-68.43447502771964,-62.21916662230352,5.002115667141817,36.122470444284005,5.002115667141817,same_class_near_outside_match_radius,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000329_frame102852,audit_test,moving_ego_pps200000_crowded_8loops_stride2,329,5+,person,0.3250909447669983,-30.777332401571943,-67.55464269734188,1.3130319608141132,41.80037381037947,1.3130319608141132,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000329_frame102852,audit_test,moving_ego_pps200000_crowded_8loops_stride2,329,5+,person,0.2109068036079406,-31.860591444466944,-63.46217663951249,1.666940715594144,40.68030881485868,1.666940715594144,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000349_frame102892,audit_test,moving_ego_pps200000_crowded_8loops_stride2,349,5+,vehicle,0.4545522928237915,-70.73870141381641,-60.90404627728447,1.0977916075830685,38.66101774095925,1.0977916075830685,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000349_frame102892,audit_test,moving_ego_pps200000_crowded_8loops_stride2,349,5+,vehicle,0.2252924591302871,-70.31910318573982,-61.39604134436874,1.1812699128169282,38.20015809914439,1.1812699128169282,duplicate_same_class_claimed_gt,False,persistent
noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_000355_frame102904,audit_validation,moving_ego_pps200000_crowded_8loops_stride2,355,5+,vehicle,0.4991420805454254,-70.56939093965502,-60.81030424145364,1.2846299999924398,38.57755092759872,1.2846299999924398,duplicate_same_class_claimed_gt,False,persistent
