time,rnti,frame,slot,lcid,data_size
20:22:54.658541,35953,851,8,4,752
20:22:54.668125,35953,852,7,4,3712
20:22:54.668795,35953,852,8,4,7672
20:22:54.668795,35953,852,8,4,9664
20:22:54.669413,35953,852,9,4,2432
20:22:54.669413,35953,852,9,4,12056
20:22:54.669413,35953,852,9,4,2848
20:22:54.674637,35953,852,17,4,3712
20:22:54.675523,35953,852,18,4,5576
20:22:54.675524,35953,852,18,4,11784
20:22:54.676557,35953,852,19,4,312
20:22:54.676557,35953,852,19,4,12056
20:22:54.676558,35953,852,19,4,4968
20:22:54.681163,35953,853,7,4,3712
20:22:54.682153,35953,853,8,4,3456
20:22:54.682153,35953,853,8,4,12056
20:22:54.682153,35953,853,8,4,776
20:22:54.683048,35953,853,9,4,11320
20:22:54.683049,35953,853,9,4,6040
20:22:54.687876,35953,853,17,4,3712
20:22:54.688600,35953,853,18,4,2384
20:22:54.688600,35953,853,18,4,12056
20:22:54.688601,35953,853,18,4,2896
20:22:54.689403,35953,853,19,4,9200
20:22:54.689403,35953,853,19,4,5848
20:22:54.694398,35953,854,7,4,3712
20:22:54.695518,35953,854,8,4,2576
20:22:54.695518,35953,854,8,4,12056
20:22:54.695518,35953,854,8,4,2680
20:22:54.696077,35953,854,9,4,9416
20:22:54.696077,35953,854,9,4,7944
20:22:54.701244,35953,854,17,4,3712
20:22:54.701686,35953,854,18,4,480
20:22:54.701686,35953,854,18,4,12056
20:22:54.701687,35953,854,18,4,4800
20:22:54.703333,35953,854,19,4,7296
20:22:54.703333,35953,854,19,4,10064
20:22:54.707234,35953,855,7,4,2032
20:22:54.707234,35953,855,7,4,1664
20:22:54.707850,35953,855,8,4,10432
20:22:54.707850,35953,855,8,4,6904
20:22:54.708410,35953,855,9,4,5192
20:22:54.708410,35953,855,9,4,12056
20:22:54.708410,35953,855,9,4,96
20:22:54.713352,35953,855,17,4,3712
20:22:54.713770,35953,855,18,4,8328
20:22:54.713770,35953,855,18,4,9032
20:22:54.714338,35953,855,19,4,3064
20:22:54.714338,35953,855,19,4,11984
20:22:54.718823,35953,856,7,4,112
20:22:54.718824,35953,856,7,4,3576
20:22:54.719639,35953,856,8,4,8520
20:22:54.719639,35953,856,8,4,7016
20:22:54.720065,35953,856,9,4,5080
20:22:54.720065,35953,856,9,4,10480
20:22:54.724592,35953,856,17,4,1616
20:22:54.724592,35953,856,17,4,2072
20:22:54.725201,35953,856,18,4,10024
20:22:54.725201,35953,856,18,4,7336
20:22:54.725767,35953,856,19,4,4760
20:22:54.725767,35953,856,19,4,12056
20:22:54.725767,35953,856,19,4,528
20:22:54.730352,35953,857,7,4,3712
20:22:54.731124,35953,857,8,4,7896
20:22:54.731124,35953,857,8,4,9440
20:22:54.731632,35953,857,9,4,2656
20:22:54.731633,35953,857,9,4,12056
20:22:54.731633,35953,857,9,4,2624
20:22:54.736226,35953,857,17,4,3712
20:22:54.736578,35953,857,18,4,5800
20:22:54.736579,35953,857,18,4,11560
20:22:54.737397,35953,857,19,4,536
20:22:54.737398,35953,857,19,4,12056
20:22:54.737398,35953,857,19,4,2432
20:22:54.741747,35953,858,7,4,3712
20:22:54.742359,35953,858,8,4,5992
20:22:54.742359,35953,858,8,4,11344
20:22:54.742878,35953,858,9,4,752
20:22:54.742878,35953,858,9,4,12056
20:22:54.742879,35953,858,9,4,4528
20:22:54.747514,35953,858,17,4,2192
20:22:54.747514,35953,858,17,4,1504
20:22:54.747974,35953,858,18,4,10592
20:22:54.747974,35953,858,18,4,6768
20:22:54.748551,35953,858,19,4,5328
20:22:54.748552,35953,858,19,4,12032
20:22:54.753091,35953,859,7,4,64
20:22:54.753091,35953,859,7,4,3624
20:22:54.753752,35953,859,8,4,8472
20:22:54.753752,35953,859,8,4,8864
20:22:54.754167,35953,859,9,4,3232
20:22:54.754168,35953,859,9,4,12056
20:22:54.754168,35953,859,9,4,2048
20:22:54.758583,35953,859,17,4,3712
20:22:54.759319,35953,859,18,4,6376
20:22:54.759319,35953,859,18,4,10984
20:22:54.759972,35953,859,19,4,1112
20:22:54.759972,35953,859,19,4,12056
20:22:54.759972,35953,859,19,4,1864
20:22:54.764260,35953,860,7,4,3712
20:22:54.765114,35953,860,8,4,6560
20:22:54.765115,35953,860,8,4,10776
20:22:54.765490,35953,860,9,4,1320
20:22:54.765490,35953,860,9,4,12056
20:22:54.765490,35953,860,9,4,3960
20:22:54.769823,35953,860,17,4,3712
20:22:54.770463,35953,860,18,4,4464
20:22:54.770463,35953,860,18,4,12056
20:22:54.770463,35953,860,18,4,824
20:22:54.770997,35953,860,19,4,11272
20:22:54.770997,35953,860,19,4,6088
20:22:54.775539,35953,861,7,4,3712
20:22:54.776146,35953,861,8,4,2336
20:22:54.776146,35953,861,8,4,12056
20:22:54.776146,35953,861,8,4,2920
20:22:54.776667,35953,861,9,4,9176
20:22:54.776668,35953,861,9,4,8184
20:22:54.781246,35953,861,17,4,3712
20:22:54.782288,35953,861,18,4,240
20:22:54.782289,35953,861,18,4,12056
20:22:54.782289,35953,861,18,4,5040
20:22:54.783173,35953,861,19,4,7056
20:22:54.783173,35953,861,19,4,7992
20:22:54.786836,35953,862,7,4,3712
20:22:54.787654,35953,862,8,4,432
20:22:54.787654,35953,862,8,4,12056
20:22:54.787655,35953,862,8,4,4824
20:22:54.788012,35953,862,9,4,7272
20:22:54.788012,35953,862,9,4,10088
20:22:54.792762,35953,862,17,4,2008
20:22:54.792762,35953,862,17,4,1688
20:22:54.793193,35953,862,18,4,10408
20:22:54.793193,35953,862,18,4,6952
20:22:54.793783,35953,862,19,4,5144
20:22:54.793783,35953,862,19,4,12056
20:22:54.793783,35953,862,19,4,144
20:22:54.798196,35953,863,7,4,3712
20:22:54.798853,35953,863,8,4,8280
20:22:54.798853,35953,863,8,4,8024
20:22:54.799370,35953,863,9,4,4072
20:22:54.799370,35953,863,9,4,12056
20:22:54.799370,35953,863,9,4,1216
20:22:54.803678,35953,863,17,4,3712
20:22:54.804333,35953,863,18,4,7208
20:22:54.804333,35953,863,18,4,10152
20:22:54.805027,35953,863,19,4,1944
20:22:54.805027,35953,863,19,4,12056
20:22:54.805028,35953,863,19,4,1032
20:22:54.809497,35953,864,7,4,3712
20:22:54.810346,35953,864,8,4,7392
20:22:54.810346,35953,864,8,4,8144
20:22:54.810784,35953,864,9,4,3952
20:22:54.810785,35953,864,9,4,11608
20:22:54.815404,35953,864,17,4,488
20:22:54.815404,35953,864,17,4,3200
20:22:54.816071,35953,864,18,4,8896
20:22:54.816071,35953,864,18,4,8464
20:22:54.816354,35953,864,19,4,3632
20:22:54.816354,35953,864,19,4,12056
20:22:54.816354,35953,864,19,4,1656
20:22:54.820823,35953,865,7,4,3712
20:22:54.821504,35953,865,8,4,1392
20:22:54.821504,35953,865,8,4,12056
20:22:54.821504,35953,865,8,4,3864
20:22:54.821952,35953,865,9,4,8232
20:22:54.821952,35953,865,9,4,9128
