time,rnti,frame,slot,snrx10,tpc,rssi
20:22:47.425590,35953,224,7,100,1,937
20:22:48.587555,35953,324,7,100,1,937
20:22:54.365188,35953,822,7,100,1,937
20:22:55.904310,35953,950,17,100,1,929
20:22:56.319025,35953,987,7,100,1,937
20:22:56.376026,7659,992,7,100,1,937
20:22:56.782263,35953,3,17,100,1,937
20:22:57.030769,7659,22,17,100,1,937
20:22:57.241845,7659,41,7,100,1,937
20:22:57.639257,7659,76,7,100,1,937
20:22:57.746895,35953,86,7,100,1,937
20:22:58.202697,35953,128,7,100,1,929
20:22:59.042422,35953,194,17,100,1,937
20:22:59.220589,35953,210,7,100,1,937
20:22:59.444254,35953,229,17,100,1,937
20:23:00.011379,35953,271,7,100,1,937
20:23:00.295507,7659,295,17,100,1,929
20:23:00.893680,35953,348,7,100,1,937
20:23:00.922119,35953,350,17,100,1,937
20:23:00.999735,7659,355,17,100,1,937
20:23:01.525897,7659,401,7,100,1,929
20:23:02.529078,35953,481,7,100,1,937
20:23:03.069627,7659,525,7,100,1,937
20:23:03.075398,7659,525,17,100,1,937
20:23:03.674496,35953,572,17,100,1,929
20:23:03.675941,35953,573,7,100,1,929
20:23:03.759360,7659,580,7,100,1,944
20:23:03.963966,35953,598,7,100,1,937
20:23:04.045204,35953,606,7,100,1,937
20:23:04.137771,7659,615,7,100,1,937
20:23:04.338660,7659,634,17,100,1,937
20:23:04.571506,35953,657,7,100,1,937
20:23:05.603470,35953,750,17,100,1,937
20:23:05.953617,7659,782,17,100,1,937
20:23:06.640231,35953,845,7,100,1,929
20:23:06.787479,7659,854,17,100,1,937
20:23:07.245529,35953,897,17,100,1,929
20:23:07.245529,7659,897,17,100,1,937
20:23:07.276104,35953,900,17,100,1,937
20:23:07.382995,35953,910,17,100,1,937
20:23:07.657920,7659,930,7,100,1,937
20:23:07.866106,7659,946,7,100,1,937
20:23:08.445749,7659,996,7,100,1,944
20:23:08.595653,35953,1009,7,100,1,929
20:23:08.693929,35953,1017,17,100,1,929
20:23:08.854788,35953,7,17,100,1,937
20:23:09.193903,35953,37,7,100,1,929
20:23:09.710327,35953,82,7,100,1,937
20:23:09.750602,35953,85,17,100,1,937
20:23:09.778984,35953,88,7,100,1,937
