abs_angle_deg,abs_fov_bin,angle_deg,camera_fov_deg,depth_m,distance_bin,distance_m,error_m,frame_id,image_width_px,matched,object_speed_mps,pixel_x,pixel_y,radar_points_per_second,run_group,sample_id,score,signed_fov_bin,source,stationary_label,subset
59.52123477254015,edge 40-60,-59.52123477254015,120.0,16.638415900103553,25-40m,38.63932800292969,0.5713152566626327,82142,1280.0,1,0.0,12.174433108123253,343.5041314650895,,,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,0.20814082026481628,left edge,offline,1,offline_test
24.256277066099603,inner 10-25,-24.256277066099603,120.0,23.34252775057861,25-40m,28.576595306396484,1.035812106573003,82142,1280.0,1,7.3980622404226795,473.5018091560781,347.2322629323545,,,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,0.33263495564460754,left inner,offline,0,offline_test
1.7862440052676278,center 0-10,-1.7862440052676278,120.0,23.11353894945139,25-40m,25.662668228149414,2.3565283963115493,82142,1280.0,1,7.294295016442999,628.4766638196173,347.7799328242074,,,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,0.2976241111755371,center,offline,0,offline_test
57.66245973199076,edge 40-60,-57.66245973199076,120.0,16.631462652634937,25-40m,34.701595306396484,0.5677129851075755,82180,1280.0,1,3.7859879660735674,56.34920792149069,342.83535276148416,,,moving_ego_pps200000_low_8loops_stride2_000068_frame82180,0.3503333330154419,left edge,offline,0,offline_test
51.24584014257427,edge 40-60,51.24584014257427,120.0,20.354227222130916,25-40m,33.994964599609375,4.616325988190753,82180,1280.0,1,7.413018091403977,1100.3241880328692,347.0653215336597,,,moving_ego_pps200000_low_8loops_stride2_000068_frame82180,0.2059302181005478,right edge,offline,0,offline_test
56.92939166473567,edge 40-60,-56.92939166473567,120.0,16.626873235991063,25-40m,33.305259704589844,1.4928431844116667,82184,1280.0,1,4.339693860510238,72.54565898785327,342.7258614242221,,,moving_ego_pps200000_low_8loops_stride2_000070_frame82184,0.43387120962142944,left edge,offline,0,offline_test
54.1101987757473,edge 40-60,54.1101987757473,120.0,20.375256255240288,25-40m,36.36514663696289,3.101220130686173,82184,1280.0,1,7.403583090680913,1150.641333291187,346.6735103808121,,,moving_ego_pps200000_low_8loops_stride2_000070_frame82184,0.41087472438812256,right edge,offline,0,offline_test
50.69835007505926,edge 40-60,50.69835007505926,120.0,16.97840343354502,25-40m,28.424291610717773,1.18046106561275,82258,1280.0,1,7.429006377476673,1091.4193586133033,338.77156816231525,,,moving_ego_pps200000_low_8loops_stride2_000107_frame82258,0.44406312704086304,right edge,offline,0,offline_test
54.159002021622214,edge 40-60,54.159002021622214,120.0,16.998920445816523,25-40m,30.781417846679688,0.6716549323231498,82262,1280.0,1,7.408307923116557,1151.5582369317297,338.6439291116917,,,moving_ego_pps200000_low_8loops_stride2_000109_frame82262,0.7565458416938782,right edge,offline,0,offline_test
56.52880328892143,edge 40-60,56.52880328892143,120.0,17.024251128382183,25-40m,33.2266845703125,0.7802411765656208,82266,1280.0,1,7.391805726263257,1198.870132417212,338.10196570316816,,,moving_ego_pps200000_low_8loops_stride2_000111_frame82266,0.5258668065071106,right edge,offline,0,offline_test
38.377300210161856,outer 25-40,38.377300210161856,120.0,26.85870191044313,25-40m,35.54265213012695,0.8084743702452943,82734,1280.0,1,0.0,932.6271169614148,342.05301543674585,,,moving_ego_pps200000_low_8loops_stride2_000345_frame82734,0.2842344641685486,right outer,offline,1,offline_test
26.022603962189308,outer 25-40,26.022603962189308,120.0,19.896791326303195,15-25m,23.27239418029785,0.9368597065855225,82734,1280.0,1,5.0568867104922335,820.3997128435665,345.3265776043275,,,moving_ego_pps200000_low_8loops_stride2_000345_frame82734,0.2284403145313263,right outer,offline,0,offline_test
47.72507232092365,edge 40-60,-47.72507232092365,120.0,24.042021243784106,25-40m,37.11667251586914,3.8854641490461512,83640,1280.0,1,7.43636779329357,233.56306417356043,347.92234179044453,,,moving_ego_pps200000_low_8loops_stride2_000798_frame83640,0.21143104135990143,left edge,offline,0,offline_test
49.20728150904149,edge 40-60,-49.20728150904149,120.0,24.054158753089922,25-40m,38.23172378540039,nan,,1280.0,0,7.442356805005412,211.81529533427332,348.1504631233517,,,moving_ego_pps200000_low_8loops_stride2_000799_frame83642,nan,left edge,offline,0,offline_test
50.60410298666637,edge 40-60,-50.60410298666637,120.0,24.06690017020533,25-40m,39.37290954589844,nan,,1280.0,0,7.4428137048055625,190.09257501111858,348.35376211217874,,,moving_ego_pps200000_low_8loops_stride2_000800_frame83644,nan,left edge,offline,0,offline_test
41.39625635094938,edge 40-60,-41.39625635094938,120.0,26.529400327372144,25-40m,38.329349517822266,0.7530369948772974,84802,1280.0,1,7.389890062661821,314.2811575287999,326.6640510458142,,,moving_ego_pps200000_low_8loops_stride2_001379_frame84802,0.2963998317718506,left edge,offline,0,offline_test
54.45625995954492,edge 40-60,54.45625995954492,120.0,1.908963061695303,0-15m,3.574732542037964,0.15242698195850535,86032,1280.0,1,0.0,1157.1901346734678,465.5480946208553,,,moving_ego_pps200000_low_8loops_stride2_001994_frame86032,0.9295116066932678,right edge,offline,1,offline_test
54.45625995954492,edge 40-60,54.45625995954492,120.0,1.908963061695303,0-15m,3.574732542037964,0.07677462053306638,86034,1280.0,1,0.0,1157.1901346734678,465.5480946208553,,,moving_ego_pps200000_low_8loops_stride2_001995_frame86034,0.33683398365974426,right edge,offline,1,offline_test
54.45625995954492,edge 40-60,54.45625995954492,120.0,1.908963061695303,0-15m,3.574732542037964,0.028370252810083325,86064,1280.0,1,0.0,1157.1901346734678,465.5480946208553,,,moving_ego_pps200000_low_8loops_stride2_002010_frame86064,0.3834146559238434,right edge,offline,1,offline_test
56.48340547144606,edge 40-60,-56.48340547144606,120.0,16.096004188593376,25-40m,35.85795211791992,0.36432963827695236,86966,1280.0,1,0.0,82.09124231379283,322.8518906495095,,,moving_ego_pps200000_low_8loops_stride2_002461_frame86966,0.9835382103919983,left edge,offline,1,offline_test
56.48340547144606,edge 40-60,-56.48340547144606,120.0,16.096004188593376,25-40m,35.85795211791992,0.20825742649089338,86974,1280.0,1,0.0,82.09124231379283,322.8518906495095,,,moving_ego_pps200000_low_8loops_stride2_002465_frame86974,0.3063260316848755,left edge,offline,1,offline_test
56.48340547144606,edge 40-60,-56.48340547144606,120.0,16.096004188593376,25-40m,35.85795211791992,0.0739133306494839,86976,1280.0,1,0.0,82.09124231379283,322.8518906495095,,,moving_ego_pps200000_low_8loops_stride2_002466_frame86976,0.38588881492614746,left edge,offline,1,offline_test
6.45815981530028,center 0-10,6.45815981530028,120.0,16.039846792876816,15-25m,18.343515396118164,1.2911780893236653,87048,1280.0,1,7.3806769857839,681.826372533232,320.142220366595,,,moving_ego_pps200000_low_8loops_stride2_002502_frame87048,0.2319829910993576,center,offline,0,offline_test
57.207087232888895,edge 40-60,57.207087232888895,120.0,16.00092052171069,25-40m,37.97294235229492,1.7944396203384392,87090,1280.0,1,7.373753846121515,1213.5140270145744,317.9351078340535,,,moving_ego_pps200000_low_8loops_stride2_002523_frame87090,0.20369203388690948,right edge,offline,0,offline_test
19.85680937782741,inner 10-25,19.85680937782741,120.0,27.254572785016933,25-40m,30.126842498779297,1.8467924910695266,88384,1280.0,1,7.375372201679584,773.4436899900529,345.49835694777494,,,moving_ego_pps200000_low_8loops_stride2_003170_frame88384,0.24362780153751373,right inner,offline,0,offline_test
5.861668052577733,center 0-10,-5.861668052577733,120.0,33.92173093684711,25-40m,37.31575012207031,0.4504524194745198,89156,1280.0,1,7.407068711252882,602.065286179829,333.75329650524054,,,moving_ego_pps200000_low_8loops_stride2_003556_frame89156,0.3620359003543854,center,offline,0,offline_test
6.3960511239344084,center 0-10,-6.3960511239344084,120.0,30.975916685621932,25-40m,34.36912536621094,0.5471284351517439,89160,1280.0,1,7.418519517312403,598.5792530897836,334.1066043102883,,,moving_ego_pps200000_low_8loops_stride2_003558_frame89160,0.26604607701301575,center,offline,0,offline_test
11.671541274332812,inner 10-25,-11.671541274332812,120.0,16.223871837558143,15-25m,19.74380874633789,1.8332684364764325,89180,1280.0,1,7.391303272590494,563.6707480430421,336.5588423348909,,,moving_ego_pps200000_low_8loops_stride2_003568_frame89180,0.7743350267410278,left inner,offline,0,offline_test
50.68377091012404,edge 40-60,-50.68377091012404,120.0,2.966082931767689,0-15m,4.048145771026611,nan,,1280.0,0,7.412405259522179,188.81492069908958,353.8693504711922,,,moving_ego_pps200000_low_8loops_stride2_003581_frame89206,nan,left edge,offline,0,offline_test
36.84217771103337,outer 25-40,-36.84217771103337,120.0,24.27837819256643,25-40m,31.535696029663086,2.9725741088426467,89622,1280.0,1,7.428893134989687,363.15109393898103,346.7995059590477,,,moving_ego_pps200000_low_8loops_stride2_003789_frame89622,0.2724056839942932,left outer,offline,0,offline_test
48.174407110451675,edge 40-60,48.174407110451675,120.0,1.667609915666219,0-15m,4.317655563354492,0.12720293565754107,89650,1280.0,1,0.0,1052.896599938714,310.12710638345897,,,moving_ego_pps200000_low_8loops_stride2_003803_frame89650,0.9893219470977783,right edge,offline,1,offline_test
48.174407110451675,edge 40-60,48.174407110451675,120.0,1.667609915666219,0-15m,4.317655563354492,0.13064319965013776,89666,1280.0,1,0.0,1052.896599938714,310.12710638345897,,,moving_ego_pps200000_low_8loops_stride2_003811_frame89666,0.9873380661010742,right edge,offline,1,offline_test
48.174407110451675,edge 40-60,48.174407110451675,120.0,1.667609915666219,0-15m,4.317655563354492,0.13811997354344593,89672,1280.0,1,0.0,1052.896599938714,310.12710638345897,,,moving_ego_pps200000_low_8loops_stride2_003814_frame89672,0.9909244179725647,right edge,offline,1,offline_test
1.0194771371279956,center 0-10,1.0194771371279956,120.0,5.3975712528904225,0-15m,8.028438568115234,0.1139959497476158,89948,1280.0,1,0.0,646.5753676511574,382.0584369328485,,,moving_ego_pps200000_low_8loops_stride2_003952_frame89948,0.990312933921814,center,offline,1,offline_test
1.0194771371279956,center 0-10,1.0194771371279956,120.0,5.3975712528904225,0-15m,8.028438568115234,0.19413341716476545,89962,1280.0,1,0.0,646.5753676511574,382.0584369328485,,,moving_ego_pps200000_low_8loops_stride2_003959_frame89962,0.990266740322113,center,offline,1,offline_test
1.0194771371279956,center 0-10,1.0194771371279956,120.0,5.3975712528904225,0-15m,8.028438568115234,0.1783762290201729,89970,1280.0,1,0.0,646.5753676511574,382.0584369328485,,,moving_ego_pps200000_low_8loops_stride2_003963_frame89970,0.9895750880241394,center,offline,1,offline_test
46.03294054573834,edge 40-60,-46.03294054573834,120.0,26.357420397979098,25-40m,39.74403381347656,0.9024966451946064,91172,1280.0,1,7.436421295605948,256.9267308367317,335.51855963815956,,,moving_ego_pps200000_low_8loops_stride2_004564_frame91172,0.3397263288497925,left edge,offline,0,offline_test
6.013996498629929,center 0-10,6.013996498629929,120.0,20.379775315745974,15-25m,21.656946182250977,1.1941877443514255,92141,1280.0,1,7.432527164445972,678.9277172622368,346.4064366382173,,,moving_ego_pps200000_medium_8loops_stride2_000108_frame92141,0.2380688190460205,center,offline,0,offline_test
