angle_abs_mean_deg,availability,distance_bin,distance_mean_m,error_mean_m,error_median_m,error_p90_m,fov_bin,matches,opportunities,score_mean,source
3.7427878858737644,0.35714285714285715,0-15m,11.212943550125445,1.0400069596451744,0.9801558041216873,1.7779870993388782,center,10,28,0.5878040730953217,live_moving_control
48.06091353802349,0.125,0-15m,9.257363578353068,0.97405718261436,0.7784102925410794,1.5530764339110938,left edge,4,32,0.32691581174731255,live_moving_control
17.40657481374517,0.65,0-15m,11.712475149850082,1.084421606812821,1.0887897637132986,1.6011406982666307,left inner,13,20,0.48520463017316967,live_moving_control
33.02159127290518,0.06451612903225806,0-15m,10.74461725480594,1.2532985007799784,1.2532985007799784,1.6149560617483716,left outer,2,31,0.5981900990009308,live_moving_control
49.09415048049428,0.3,0-15m,5.106076061749727,0.6159917881160228,0.6329026928236796,0.859705346653903,right edge,12,40,0.46280037239193916,live_moving_control
18.596518303722235,0.8,0-15m,10.596934265756879,0.7932469551426249,0.7599377410313732,1.3861784899562901,right inner,72,90,0.7240250094069375,live_moving_control
31.430539965094543,0.8070175438596491,0-15m,6.933281618145576,0.6641876944039773,0.6425310092591088,0.9816322510030051,right outer,46,57,0.7076008316615353,live_moving_control
4.095082197007459,0.45161290322580644,15-25m,20.567911276879595,1.2906897843454368,1.3414203266770337,1.7939348413081795,center,70,155,0.40403117111751014,live_moving_control
57.50386363258269,0.0,15-25m,23.313155111830067,nan,nan,nan,left edge,0,7,nan,live_moving_control
15.718859433033206,0.2608695652173913,15-25m,20.7590296103882,1.2004850173847605,1.2770412754274123,1.637142789517285,left inner,12,46,0.4389423355460167,live_moving_control
32.57020189953169,0.09375,15-25m,19.421239519735124,1.321279941803609,1.4152933039528768,1.6106872512813908,left outer,3,32,0.5256129304567972,live_moving_control
11.957007996039312,0.78125,15-25m,17.59427731946046,1.3164851839907064,1.3269522108193639,1.7042792859980618,right inner,25,32,0.5146843725442887,live_moving_control
3.528329571165781,0.11363636363636363,25-40m,32.537597979559166,1.341346744028591,1.3938997271177227,1.8365244251343507,center,35,308,0.3660876899957657,live_moving_control
51.35098056932268,0.0,25-40m,31.752141909912087,nan,nan,nan,left edge,0,25,nan,live_moving_control
14.619993200284721,0.20689655172413793,25-40m,31.134335545910208,1.186418130569186,1.1447101551762269,1.8727734144156802,left inner,12,58,0.3281877636909485,live_moving_control
35.2686854179958,0.0,25-40m,32.07416904160582,nan,nan,nan,left outer,0,33,nan,live_moving_control
48.34431146787761,0.0,25-40m,33.25661028565857,nan,nan,nan,right edge,0,10,nan,live_moving_control
18.300182876865453,0.0,25-40m,34.48393785499582,nan,nan,nan,right inner,0,11,nan,live_moving_control
33.42714980933062,0.0,25-40m,33.5527678682777,nan,nan,nan,right outer,0,9,nan,live_moving_control
2.806877715733882,0.18581907090464547,0-15m,11.545426379056659,1.1623232063405429,1.123720301186284,1.7924539622871485,center,76,409,0.41144861692660734,live_speedsweep
49.3781664815807,0.14871794871794872,0-15m,9.06756436930875,1.2245827988570737,1.2054673415215598,1.9418514521452235,left edge,29,195,0.4430386192839721,live_speedsweep
18.120696265369155,0.4673913043478261,0-15m,12.93327409834381,1.208729898882746,1.2534964095883654,1.8666496717184895,left inner,86,184,0.5084138424244038,live_speedsweep
30.765200810474738,0.18266978922716628,0-15m,9.766958607258797,1.240528072835816,1.2409172837776639,1.8597647412121026,left outer,78,427,0.4765200530871367,live_speedsweep
49.38165345277701,0.21428571428571427,0-15m,5.560455033756504,1.0206283973852817,0.9818809547227014,1.6079164281162188,right edge,9,42,0.39432090520858765,live_speedsweep
16.65003899985197,0.19696969696969696,0-15m,11.84736024205226,1.167674689497331,1.1783760965876182,1.896373139248833,right inner,65,330,0.7206984494741147,live_speedsweep
29.199618067435654,0.5225806451612903,0-15m,7.580890888467062,0.9324587374569525,0.9290493253083979,1.5578006600924985,right outer,81,155,0.6286653644508786,live_speedsweep
3.999950598961026,0.1707070707070707,15-25m,19.01226125479771,1.3002776774459457,1.4295321774815912,1.8453951583095416,center,169,990,0.3834001748166846,live_speedsweep
49.81512730458433,0.03305785123966942,15-25m,20.95021978580565,0.7669572370955333,0.42951901831748984,1.5330798191158845,left edge,4,121,0.2984350323677063,live_speedsweep
16.584673508632306,0.19755244755244755,15-25m,19.45524284319113,1.1637734582122632,1.2419501657477692,1.8260997762435065,left inner,113,572,0.4425016306670366,live_speedsweep
32.179223837402674,0.14659685863874344,15-25m,19.262042608276595,1.204918553568692,1.3290350094066463,1.7304521712330359,left outer,28,191,0.4464977170739855,live_speedsweep
49.3038050744525,0.0,15-25m,20.795885299291964,nan,nan,nan,right edge,0,15,nan,live_speedsweep
12.925579696966006,0.03380281690140845,15-25m,18.300868101604642,1.1101403197521436,0.9099737511686348,1.8432624023671753,right inner,12,355,0.5298553084333738,live_speedsweep
32.41270679933225,0.014925373134328358,15-25m,21.440537561730633,1.814519242331313,1.814519242331313,1.814519242331313,right outer,1,67,0.21554352343082428,live_speedsweep
5.445689610144627,0.06520704426463589,25-40m,32.57435272556788,1.3960666450961805,1.5171173492753849,1.893451593164317,center,137,2101,0.3875828423421748,live_speedsweep
48.709428860195445,0.03273809523809524,25-40m,34.24990162422417,1.3222694963217103,1.5485589027865712,1.8028299020125542,left edge,11,336,0.3413602262735367,live_speedsweep
15.800728296976017,0.06509695290858726,25-40m,32.87500531537509,1.2718849351272699,1.4226632999297832,1.9354969829494557,left inner,47,722,0.34986012508260445,live_speedsweep
32.3145031345996,0.044444444444444446,25-40m,32.63876708991278,1.5161427848202194,1.497725601805267,1.9221717531188243,left outer,14,315,0.3434774215732302,live_speedsweep
47.74267656668803,0.0,25-40m,32.56689781341985,nan,nan,nan,right edge,0,145,nan,live_speedsweep
17.482305822369064,0.00510204081632653,25-40m,33.891203978245656,1.0558942502160906,1.0558942502160906,1.0558942502160906,right inner,1,196,0.23830755054950714,live_speedsweep
32.21606684670414,0.008620689655172414,25-40m,31.46713074633241,1.9316621039048405,1.9316621039048405,1.9316621039048405,right outer,1,116,0.22124405205249786,live_speedsweep
3.1746304821617803,1.0,0-15m,9.217923289253598,0.3982825370939328,0.2975232937717374,0.8033001648659867,center,42,42,0.876618263622125,offline
49.78780485972073,0.4838709677419355,0-15m,7.647764667387931,0.8195562790151494,0.7004200257071531,1.4958793601581135,left edge,15,31,0.41094439129034677,offline
15.11305868147042,1.0,0-15m,14.066909790039062,0.675226539171119,0.675226539171119,0.7308277013703753,left inner,2,2,0.5417328774929047,offline
33.42797643850388,0.9166666666666666,0-15m,9.74514659245809,0.5792708469354882,0.5954134665133348,0.931281038414327,left outer,11,12,0.5705013938925483,offline
51.680384840763374,0.9135802469135802,0-15m,5.078629027178258,0.32032435347146393,0.19254524301716405,0.5109006634541411,right edge,148,162,0.7440624633753622,offline
18.27482464984444,0.9428571428571428,0-15m,10.216378143855504,0.5703179531070076,0.3695972005345351,1.0451506899199317,right inner,33,35,0.7215676447658828,offline
31.348735331312408,0.9873417721518988,0-15m,6.518561218358293,0.34986582373766023,0.26073095740062757,0.5965483150618704,right outer,78,79,0.6964287033829933,offline
5.054105286353484,1.0,15-25m,20.413512312847637,1.0547143161689798,0.9860594972811833,1.8759617324695268,center,69,69,0.4581107434587202,offline
50.95703979123568,0.8235294117647058,15-25m,20.895912170410156,1.420339713600903,1.353434040525451,2.2274856788373905,left edge,14,17,0.5994088692324502,offline
15.884357462282878,0.9333333333333333,15-25m,21.434766451517742,1.167181153753658,1.0798224089977633,2.091326052910082,left inner,14,15,0.4729391166142055,offline
31.660846891444827,0.875,15-25m,20.26940953731537,0.9597998153667432,0.9061565864186888,1.4301230557583626,left outer,14,16,0.4454923836248262,offline
54.99250566431157,0.7272727272727273,15-25m,20.19242590123957,1.3184929764422946,1.0203620065626262,2.4676324236214153,right edge,8,11,0.31113719567656517,offline
15.753150275281302,1.0,15-25m,18.236600024359568,1.0825807659948485,0.6982534371045486,2.2463241876192264,right inner,28,28,0.5113496535590717,offline
31.05513061536112,1.0,15-25m,20.790937105814617,1.3147027637681976,1.174727829817527,1.865406781716031,right outer,6,6,0.3780856505036354,offline
5.547223263738322,0.9215686274509803,25-40m,32.379472227657544,1.1602993665994839,0.8817342209292897,2.256790403323598,center,94,102,0.4828249189130803,offline
52.43358497119953,0.8148148148148148,25-40m,33.906354162428116,1.332740509719958,0.8993535491408897,3.305718832658264,left edge,88,108,0.44080075943334535,offline
15.285489515971237,0.9876543209876543,25-40m,32.60070996225616,0.6664262610855078,0.4082634642042355,1.4929980424441547,left inner,80,81,0.5248295057564973,offline
33.54192424790725,0.8478260869565217,25-40m,32.754258943640664,1.2589925936858732,1.0185722854727184,2.4318885381936357,left outer,39,46,0.41335767813217944,offline
47.452595318193985,0.7723577235772358,25-40m,33.63474335709238,1.473763011031463,1.4709603854278173,2.4174569986276278,right edge,95,123,0.3738426197516291,offline
