rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
0,-4.0,0,True,1580472940995256,1787365827877450814,ACK_AND_POST_STATE_VALIDATED_ONCE,7fe44b14-097c-4b94-90d5-8a2755d4f2f9,cd74c282-cb6f-43c9-b05a-a2650b246c97,1580472940998542,1787365827877453785,1580472941261097,1787365827877716311,0.262555,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,307d7f57719eebe02330d26524df06762ea042a4763150edc98b05d02b2dd723,True
