time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
20:05:05.374246,28730,1014,2,1014,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.460081,749,1021,2,1021,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.496626,28730,0,2,0,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:05:05.581948,749,7,2,7,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.618716,28730,10,2,10,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.703817,749,17,2,17,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.740157,28730,20,2,20,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.825085,749,27,2,27,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.861646,28730,30,2,30,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:05.970381,749,37,2,37,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.006733,28730,40,2,40,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:05:06.091949,749,47,2,47,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.128188,28730,50,2,50,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.213385,749,57,2,57,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.249829,28730,60,2,60,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.334788,749,67,2,67,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.371221,28730,70,2,70,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.457090,749,77,2,77,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.494150,28730,80,2,80,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:05:06.579955,749,87,2,87,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.616473,28730,90,2,90,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.701953,749,97,2,97,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.738461,28730,100,2,100,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.869680,749,107,2,107,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.905707,28730,110,2,110,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:06.991322,749,117,2,117,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.028626,28730,120,2,120,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:05:07.115359,749,127,2,127,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.152293,28730,130,2,130,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.237918,749,137,2,137,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.275213,28730,140,2,140,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.361318,749,147,2,147,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.398082,28730,150,2,150,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.483610,749,157,2,157,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.520954,28730,160,2,160,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,92,-1
20:05:07.607227,749,167,2,167,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.644418,28730,170,2,170,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.731253,749,177,2,177,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.767985,28730,180,2,180,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.855504,749,187,2,187,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
20:05:07.892740,28730,190,2,190,8,59,0,8,8,8,8,8,0,0,0,5,5,5,48,20,5,101,-1
