time,rnti,frame,slot,snrx10,tpc,rssi
20:05:05.734749,749,19,7,100,1,937
20:05:08.265010,749,218,7,100,1,937
20:05:09.523613,28730,316,7,100,1,937
20:05:16.590604,749,892,17,100,1,937
20:05:17.677878,749,977,7,100,1,929
20:05:17.900350,28730,996,17,100,1,937
20:05:18.571329,28730,31,7,100,1,937
20:05:18.963610,749,63,7,100,1,937
20:05:20.151806,28730,162,17,100,1,937
20:05:20.575299,749,193,7,100,1,937
20:05:21.369600,749,260,17,100,1,937
20:05:21.490407,28730,271,7,100,1,937
20:05:21.530153,28730,274,17,100,1,937
20:05:22.289587,749,341,7,100,1,937
20:05:23.388985,749,433,7,100,1,937
20:05:23.847064,28730,476,17,100,1,937
20:05:24.020814,749,493,7,100,1,937
20:05:24.202457,749,510,7,100,1,937
20:05:24.379549,749,522,7,100,1,929
20:05:24.739681,28730,551,17,100,1,929
20:05:24.996187,28730,575,17,100,1,929
20:05:25.216125,28730,596,7,100,1,937
20:05:25.496921,28730,613,7,100,1,929
20:05:26.045731,28730,665,7,100,1,937
20:05:26.243797,749,684,7,100,1,937
20:05:26.338107,28730,693,7,100,1,937
20:05:26.727534,28730,720,7,100,1,937
20:05:26.769583,28730,724,7,100,1,937
20:05:26.806012,28730,727,17,100,1,929
20:05:26.947444,749,741,7,100,1,937
20:05:27.205764,28730,764,17,100,1,937
20:05:27.211110,28730,765,7,100,1,929
20:05:28.692106,28730,890,17,100,1,929
20:05:29.787630,749,976,7,100,1,937
20:05:29.970242,28730,992,7,100,1,937
20:05:30.443898,749,9,17,100,1,929
20:05:30.758014,749,28,17,100,1,937
20:05:30.895063,28730,40,7,100,1,944
20:05:31.890284,28730,116,7,100,1,937
20:05:32.839449,749,196,17,100,1,937
20:05:33.191411,749,227,17,100,1,937
20:05:33.237423,749,231,17,100,1,937
20:05:33.248792,28730,232,17,100,1,937
20:05:33.265929,749,234,7,100,1,937
20:05:33.392307,28730,244,17,110,1,937
20:05:33.455310,749,250,7,100,1,944
20:05:33.604869,749,263,7,100,1,937
20:05:34.055147,28730,297,17,100,1,929
20:05:34.061267,28730,298,7,100,1,929
20:05:34.101543,28730,301,17,100,1,937
20:05:34.269241,28730,316,7,100,1,937
20:05:34.304654,28730,319,7,100,1,937
20:05:34.879970,749,365,7,100,1,937
20:05:34.914108,28730,368,7,100,1,937
20:05:34.948563,749,371,7,100,1,937
20:05:35.096516,749,384,7,100,1,929
20:05:35.477924,749,417,17,100,1,937
20:05:35.716748,749,438,17,100,1,937
20:05:35.881292,28730,453,7,100,1,937
20:05:36.184874,28730,478,17,100,1,937
20:05:36.978610,749,547,17,100,1,937
20:05:37.157210,749,563,7,100,1,937
20:05:37.318680,749,577,7,100,1,937
20:05:37.324437,749,577,17,100,1,937
20:05:37.381591,749,582,17,100,1,937
20:05:39.165453,749,717,17,100,1,929
20:05:39.326552,749,731,17,100,1,937
20:05:39.394768,749,737,17,100,1,937
20:05:39.476668,28730,744,17,100,1,937
20:05:39.607825,28730,756,7,100,1,937
20:05:40.297105,28730,811,17,100,1,937
20:05:40.426671,28730,823,7,100,1,929
20:05:40.700895,28730,846,17,100,1,937
20:05:40.718768,749,848,7,100,1,937
20:05:41.358404,28730,901,17,100,1,937
20:05:41.786305,28730,939,7,100,1,937
20:05:42.702793,28730,1015,7,100,1,937
20:05:42.755161,28730,1019,17,100,1,937
20:05:42.755161,749,1019,17,100,1,937
20:05:42.919613,749,9,17,100,1,937
20:05:43.340540,749,42,17,100,1,937
20:05:43.346148,749,43,7,100,1,937
20:05:43.692315,749,73,17,100,1,937
