time,rnti,frame,slot,snrx10,tpc,rssi
20:20:44.983896,7659,71,7,100,1,937
20:20:47.460367,7659,294,7,100,1,937
20:20:49.552588,7659,486,7,100,1,937
20:20:50.263485,7659,551,7,100,1,929
20:20:50.463084,7659,568,7,100,1,937
20:20:52.682972,35953,749,7,100,1,937
20:20:53.805008,7659,845,7,100,1,937
20:20:53.861910,7659,850,7,100,1,937
20:20:54.869410,35953,933,7,100,1,937
20:20:56.246063,35953,30,7,100,1,937
20:20:58.404356,35953,202,7,100,1,937
20:20:59.080446,35953,261,7,100,1,937
20:21:00.073174,7659,346,7,100,1,937
20:21:02.055048,35953,508,7,100,1,937
20:21:03.677010,7659,647,7,100,1,937
20:21:05.807707,7659,845,7,100,1,937
20:21:06.277878,35953,888,17,100,1,937
20:21:07.914306,7659,20,7,100,1,937
20:21:16.814697,7659,823,7,100,1,937
