run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
PREFLIGHT_LOCAL_TRANSPORT,lo,ue0,10,9.00109,12.0789,15.2198,16.4021,12.0789,15.2198,16.4021,13588671,13588671,411,411,0,0,0,0,0,,,
PREFLIGHT_LOCAL_TRANSPORT,lo,ue1,10,9.00109,,,,,,,13588671,13588671,411,411,0,0,0,0,0,,,
