time,direction,dci_format,rnti_type,rnti,dci_frame,dci_slot,sched_frame,sched_slot,mcs,mcs_table,rb_start,rb_size,start_symbol,nr_symbols,tbs,harq_pid,ndi,rv,round,qam_mod_order,target_code_rate,tpc,n_cce,N_cce
21:26:40.985764,0,1,0,61002,852,0,852,0,0,0,0,5,1,13,168,10,1,0,0,2,1200,2,12,2
21:26:40.990102,0,1,0,61002,852,14,852,14,0,0,0,5,1,13,168,10,0,2,1,2,1200,2,8,2
21:26:40.996356,0,1,0,61002,853,14,853,14,0,0,0,5,1,13,168,10,0,3,2,2,1200,2,8,2
21:26:40.998710,1,7,0,61002,854,2,854,8,9,0,0,5,0,13,116,6,1,0,0,2,6790,1,4,2
21:26:41.002417,0,1,0,61002,854,14,854,14,0,0,0,5,1,13,168,10,0,1,3,2,1200,2,8,2
21:26:41.059873,1,7,0,61002,864,2,864,8,9,0,0,5,0,12,106,7,1,0,0,2,6790,2,4,2
21:26:41.121106,1,7,0,61002,874,2,874,8,9,0,0,5,0,13,116,8,1,0,0,2,6790,1,4,2
21:26:41.194772,1,7,0,61002,884,2,884,8,9,0,0,5,0,13,116,9,1,0,0,2,6790,1,4,2
21:26:41.253738,1,7,0,61002,894,2,894,8,9,0,0,5,0,13,116,10,1,0,0,2,6790,1,4,2
21:26:41.313180,1,7,0,61002,904,2,904,8,9,0,0,5,0,12,106,11,1,0,0,2,6790,1,4,2
21:26:41.372700,1,7,0,61002,914,2,914,8,9,0,0,5,0,13,116,12,1,0,0,2,6790,2,4,2
21:26:41.432486,1,7,0,61002,924,2,924,8,9,0,0,5,0,13,116,13,1,0,0,2,6790,1,4,2
21:26:41.492423,1,7,0,61002,934,2,934,8,9,0,0,5,0,13,116,14,1,0,0,2,6790,1,4,2
21:26:41.552352,1,7,0,61002,944,2,944,8,9,0,0,5,0,12,106,15,1,0,0,2,6790,1,4,2
21:26:41.599469,0,1,0,61002,952,0,952,0,0,0,0,5,1,12,152,13,1,0,0,2,1200,1,12,2
21:26:41.603785,0,1,0,61002,952,14,952,14,0,0,0,5,1,12,152,13,0,2,1,2,1200,2,8,2
21:26:41.609697,0,1,0,61002,953,14,953,14,0,0,0,5,1,12,152,13,0,3,2,2,1200,2,8,2
21:26:41.612076,1,7,0,61002,954,2,954,8,9,0,0,5,0,13,116,0,1,0,0,2,6790,1,4,2
21:26:41.615710,0,1,0,61002,954,14,954,14,0,0,0,5,1,12,152,13,0,1,3,2,1200,2,8,2
21:26:41.671679,1,7,0,61002,964,2,964,8,9,0,0,5,0,13,116,1,1,0,0,2,6790,2,4,2
21:26:41.735247,1,7,0,61002,974,2,974,8,9,0,0,5,0,13,116,2,1,0,0,2,6790,1,4,2
21:26:41.804692,1,7,0,61002,984,2,984,8,9,0,0,5,0,12,106,3,1,0,0,2,6790,1,4,2
21:26:41.811238,1,7,0,61002,985,1,985,7,9,0,0,106,10,3,528,4,1,0,0,2,6790,1,12,2
21:26:41.811634,1,7,0,61002,985,2,985,8,9,0,0,106,0,13,2433,5,1,0,0,2,6790,1,4,2
21:26:41.811993,1,7,0,61002,985,3,985,9,9,0,0,106,0,13,2433,6,1,0,0,2,6790,1,2,2
21:26:41.814727,1,7,0,61002,985,11,985,17,9,0,0,106,10,3,528,7,1,0,0,2,6790,1,10,2
21:26:41.815085,1,7,0,61002,985,12,985,18,9,0,0,106,0,13,2433,8,1,0,0,2,6790,1,6,2
21:26:41.815436,1,7,0,61002,985,13,985,19,9,0,12,94,0,13,2178,9,1,0,0,2,6790,1,12,2
21:26:41.818173,1,7,0,61002,986,1,986,7,9,0,0,106,10,3,528,10,1,0,0,2,6790,2,12,2
21:26:41.818527,1,7,0,61002,986,2,986,8,9,0,0,106,0,13,2433,11,1,0,0,2,6790,1,4,2
21:26:41.818889,1,7,0,61002,986,3,986,9,9,0,0,106,0,13,2433,12,1,0,0,2,6790,1,2,2
21:26:41.821654,1,7,0,61002,986,11,986,17,9,0,0,106,10,3,528,13,1,0,0,2,6790,1,10,2
21:26:41.822005,1,7,0,61002,986,12,986,18,9,0,0,106,0,13,2433,14,1,0,0,2,6790,1,6,2
21:26:41.822353,1,7,0,61002,986,13,986,19,9,0,0,42,0,13,960,15,1,0,0,2,6790,1,12,2
21:26:41.823829,0,1,0,61002,986,15,986,15,0,0,0,5,1,13,168,14,1,0,0,2,1200,2,0,2
21:26:41.829669,0,1,0,61002,987,14,987,14,0,0,0,5,1,13,168,14,0,2,1,2,1200,2,8,2
21:26:41.836581,0,1,0,61002,988,14,988,14,0,0,0,5,1,13,168,14,0,3,2,2,1200,2,8,2
21:26:41.843490,0,1,0,61002,989,14,989,14,0,0,0,5,1,13,168,14,0,1,3,2,1200,2,8,2
21:26:41.887396,1,7,0,61002,996,2,996,8,9,0,0,5,0,13,116,0,1,0,0,2,6790,2,4,2
21:26:41.956539,1,7,0,61002,1006,2,1006,8,9,0,0,5,0,13,116,1,1,0,0,2,6790,2,4,2
21:26:41.963063,1,7,0,61002,1007,1,1007,7,9,0,0,106,10,3,528,2,1,0,0,2,6790,1,12,2
21:26:41.963407,1,7,0,61002,1007,2,1007,8,9,0,0,106,0,13,2433,3,1,0,0,2,6790,1,4,2
21:26:41.963770,1,7,0,61002,1007,3,1007,9,9,0,0,106,0,13,2433,4,1,0,0,2,6790,1,2,2
21:26:41.966511,1,7,0,61002,1007,11,1007,17,9,0,0,106,10,3,528,5,1,0,0,2,6790,1,10,2
21:26:41.966871,1,7,0,61002,1007,12,1007,18,9,0,0,106,0,13,2433,6,1,0,0,2,6790,1,6,2
21:26:41.967226,1,7,0,61002,1007,13,1007,19,9,0,12,94,0,13,2178,7,1,0,0,2,6790,1,12,2
21:26:41.969942,1,7,0,61002,1008,1,1008,7,9,0,0,106,10,3,528,8,1,0,0,2,6790,1,12,2
21:26:41.970284,1,7,0,61002,1008,2,1008,8,9,0,0,106,0,12,2241,9,1,0,0,2,6790,1,4,2
