label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,bbox,10933,852,0.07792920515869386,852,0.07792920515869386,0,0,0.12960760998810938,0.12960760998810938,0.0,0.0
vehicle,bbox,10938,5821,0.5321813859937832,5820,0.5320899616017554,0,1,9.348326933625891,9.347778387273724,1.0,1.0
