block,family,valid,n,mu_mbps,effective_mu_mbps,demand,payload_bytes,onwire_bytes,allocation_envelope,allocation_efficiency,generated_demands,candidate_cell,allocation_aggregate_demand_mbps,allocation_aggregate_local_mbps,allocation_aggregate_central_mbps,allocation_worst_local_delivery_fraction,allocation_worst_central_delivery_fraction,allocation_central_throttles_any_below_local,local_goodput_mbps,central_goodput_mbps,local_worst_latency_p95_ms,central_worst_latency_p95_ms,local_worst_starvation_ms,central_worst_starvation_ms,deadline_lift_0.25_pp,deadline_lift_0.50_pp,latency_reduction_ms,starvation_reduction_ms,registered_meaningful_gap,pareto_safe
A,saturating,True,50,2.3149218312058797,2.3149218312058797,equal,409600,409852,ideal_max_min,1.0,400,False,2.5464140143264697,1.6204452818441175,1.6204452818441175,0.6363636363636362,0.6363636363636362,False,1.6381331881804044,1.599888833592535,56851.49981047844,65686.38303108144,101200.00000000028,166050.0,0.0,0.0,-8834.883220602998,-64849.99999999972,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,equal,409600,409852,measured_residual_max_min,1.0,400,False,2.5464140143264697,1.6204452818441175,1.6204452818441175,0.6363636363636362,0.6363636363636362,False,1.6381331881804044,1.599888833592535,56851.49981047844,65686.38303108144,101200.00000000028,166050.0,0.0,0.0,-8834.883220602998,-64849.99999999972,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,hot20_traffic80,92160,92232,ideal_max_min,1.0,1600,False,2.546414014326464,0.8333718592341172,1.620445281844116,0.15909090909090906,0.5454545454545473,False,0.8446299784017278,1.472524717062635,6650.035928566808,4401.239056348893,60984.54505888498,90500.00000000003,0.0,0.0,2248.796872217915,-29515.45494111505,True,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,hot20_traffic80,92160,92232,measured_residual_max_min,1.0,1600,False,2.546414014326464,0.8333718592341172,1.620445281844116,0.15909090909090906,0.5454545454545473,False,0.8446299784017278,1.472524717062635,6650.035928566808,4401.239056348893,60984.54505888498,90500.00000000003,0.0,0.0,2248.796872217915,-29515.45494111505,True,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,hot20_traffic80,132301,132409,ideal_max_min,1.0,1600,False,2.546414014326464,0.8333718592341172,1.620445281844116,0.15909090909090906,0.5454545454545473,False,0.8446128479013087,1.5107414713404541,9424.700766443251,6290.08434938089,87546.10053759541,115242.41565061914,0.0,0.0,3134.6164170623615,-27696.315113023724,True,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,hot20_traffic80,132301,132409,measured_residual_max_min,1.0,1600,False,2.546414014326464,0.8333718592341172,1.620445281844116,0.15909090909090906,0.5454545454545473,False,0.8446128479013087,1.5107414713404541,9424.700766443251,6290.08434938089,87546.10053759541,115242.41565061914,0.0,0.0,3134.6164170623615,-27696.315113023724,True,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,hot20_traffic80,409600,409852,ideal_max_min,1.0,1600,False,2.546414014326464,0.8333718592341172,1.620445281844116,0.15909090909090906,0.5454545454545473,False,0.8446244039952367,1.5968182128362776,29130.187490802826,19296.383031081514,271026.6207650195,434600.0000000001,0.0,0.0,9833.804459721312,-163573.37923498062,True,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,hot20_traffic80,409600,409852,measured_residual_max_min,1.0,1600,False,2.546414014326464,0.8333718592341172,1.620445281844116,0.15909090909090906,0.5454545454545473,False,0.8446244039952367,1.5968182128362776,29130.187490802826,19296.383031081514,271026.6207650195,434600.0000000001,0.0,0.0,9833.804459721312,-163573.37923498062,True,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,synchronized_burst,92160,92232,ideal_max_min,1.0,400,False,3.009398380567642,1.6204452818441175,1.6204452818441175,0.5384615384615383,0.5384615384615383,False,1.5042935779816513,1.29369247706422,26231.952817444362,12488.739056348892,28186.95281744436,98100.00000000001,0.0,0.0,13743.21376109547,-69913.04718255566,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,synchronized_burst,92160,92232,measured_residual_max_min,1.0,400,False,3.009398380567642,1.6204452818441175,1.6204452818441175,0.5384615384615383,0.5384615384615383,False,1.5042935779816513,1.29369247706422,26231.952817444362,12488.739056348892,28186.95281744436,98100.00000000001,0.0,0.0,13743.21376109547,-69913.04718255566,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,synchronized_burst,132301,132409,ideal_max_min,1.0,400,False,3.009398380567642,1.6204452818441175,1.6204452818441175,0.5384615384615383,0.5384615384615383,False,1.504647727272727,1.3316132386363635,37604.21746904535,17957.58434938091,40429.21746904534,140800.0,0.0,0.0,19646.633119664435,-100370.78253095466,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,synchronized_burst,132301,132409,measured_residual_max_min,1.0,400,False,3.009398380567642,1.6204452818441175,1.6204452818441175,0.5384615384615383,0.5384615384615383,False,1.504647727272727,1.3316132386363635,37604.21746904535,17957.58434938091,40429.21746904534,140800.0,0.0,0.0,19646.633119664435,-100370.78253095466,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,synchronized_burst,409600,409852,ideal_max_min,1.0,400,False,3.009398380567642,1.6204452818441175,1.6204452818441175,0.5384615384615383,0.5384615384615383,False,1.5045616611219457,1.406765153149019,116356.65155407239,55806.38303108145,125269.15155407239,435850.0,0.0,0.0,60550.26852299094,-310580.8484459276,False,False
A,saturating,True,50,2.3149218312058797,2.3149218312058797,synchronized_burst,409600,409852,measured_residual_max_min,1.0,400,False,3.009398380567642,1.6204452818441175,1.6204452818441175,0.5384615384615383,0.5384615384615383,False,1.5045616611219457,1.406765153149019,116356.65155407239,55806.38303108145,125269.15155407239,435850.0,0.0,0.0,60550.26852299094,-310580.8484459276,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,equal,92160,92232,ideal_max_min,1.0,800,False,2.460190372958268,1.5655756918825365,1.5655756918825365,0.6363636363636362,0.6363636363636362,False,1.5784826021684737,1.4769427856547122,26262.87060159712,30279.910078879,47150.000000000175,214320.08992112102,0.0,0.0,-4017.03947728188,-167170.08992112085,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,equal,92160,92232,measured_residual_max_min,1.0,800,False,2.460190372958268,1.5655756918825365,1.5655756918825365,0.6363636363636362,0.6363636363636362,False,1.5784826021684737,1.4769427856547122,26262.87060159712,30279.910078879,47150.000000000175,214320.08992112102,0.0,0.0,-4017.03947728188,-167170.08992112085,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,equal,132301,132409,ideal_max_min,1.0,800,False,2.460190372958268,1.5655756918825365,1.5655756918825365,0.6363636363636362,0.6363636363636362,False,1.5782937438280569,1.513685227998838,37723.510517205556,43508.6215590499,67700.0000000005,112700.00000000001,0.0,0.0,-5785.111041844342,-44999.99999999952,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,equal,132301,132409,measured_residual_max_min,1.0,800,False,2.460190372958268,1.5655756918825365,1.5655756918825365,0.6363636363636362,0.6363636363636362,False,1.5782937438280569,1.513685227998838,37723.510517205556,43508.6215590499,67700.0000000005,112700.00000000001,0.0,0.0,-5785.111041844342,-44999.99999999952,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,equal,409600,409852,ideal_max_min,1.0,800,False,2.460190372958268,1.5655756918825365,1.5655756918825365,0.6363636363636362,0.6363636363636362,False,1.581561021021021,1.563099219219219,116468.49301172259,134678.52378403064,209450.0000000006,342300.00000000006,0.0,0.0,-18210.030772308048,-132849.99999999945,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,equal,409600,409852,measured_residual_max_min,1.0,800,False,2.460190372958268,1.5655756918825365,1.5655756918825365,0.6363636363636362,0.6363636363636362,False,1.581561021021021,1.563099219219219,116468.49301172259,134678.52378403064,209450.0000000006,342300.00000000006,0.0,0.0,-18210.030772308048,-132849.99999999945,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,hot20_traffic80,92160,92232,ideal_max_min,1.0,3200,False,2.4601903729582633,0.8051532129681617,1.5655756918825345,0.15909090909090906,0.5454545454545485,False,0.8153954962468724,1.471558098415346,13305.465351747642,8262.410078878966,126502.25902321916,959200.0,0.0,0.0,5043.055272868676,-832697.7409767809,True,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,hot20_traffic80,92160,92232,measured_residual_max_min,1.0,3200,False,2.4601903729582633,0.8051532129681617,1.5655756918825345,0.15909090909090906,0.5454545454545485,False,0.8153954962468724,1.471558098415346,13305.465351747642,8262.410078878966,126502.25902321916,959200.0,0.0,0.0,5043.055272868676,-832697.7409767809,True,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,hot20_traffic80,132301,132409,ideal_max_min,1.0,3200,False,2.4601903729582633,0.8051532129681617,1.5655756918825345,0.15909090909090906,0.5454545454545485,False,0.8153867470316981,1.5092347147888598,19073.608635984045,11873.621559049889,181555.70287461102,237876.37844095024,0.0,0.0,7199.987076934156,-56320.675566339225,True,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,hot20_traffic80,132301,132409,measured_residual_max_min,1.0,3200,False,2.4601903729582633,0.8051532129681617,1.5655756918825345,0.15909090909090906,0.5454545454545485,False,0.8153867470316981,1.5092347147888598,19073.608635984045,11873.621559049889,181555.70287461102,237876.37844095024,0.0,0.0,7199.987076934156,-56320.675566339225,True,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,hot20_traffic80,409600,409852,ideal_max_min,1.0,3200,False,2.4601903729582633,0.8051532129681617,1.5655756918825345,0.15909090909090906,0.5454545454545485,False,0.8153962462462462,1.556945285285285,59022.91729045555,36726.02378403068,562193.6270277892,1232699.9999999998,0.0,0.0,22296.893506424873,-670506.3729722105,True,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,hot20_traffic80,409600,409852,measured_residual_max_min,1.0,3200,False,2.4601903729582633,0.8051532129681617,1.5655756918825345,0.15909090909090906,0.5454545454545485,False,0.8153962462462462,1.556945285285285,59022.91729045555,36726.02378403068,562193.6270277892,1232699.9999999998,0.0,0.0,22296.893506424873,-670506.3729722105,True,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,synchronized_burst,92160,92232,ideal_max_min,1.0,800,False,2.90749771349614,1.5655756918825365,1.5655756918825365,0.5384615384615384,0.5384615384615384,False,1.4535454321595667,1.2936554346220142,54201.00788789923,25579.91007887899,58341.00788789923,203050.0,0.0,0.0,28621.097809020237,-144708.99211210076,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,synchronized_burst,92160,92232,measured_residual_max_min,1.0,800,False,2.90749771349614,1.5655756918825365,1.5655756918825365,0.5384615384615384,0.5384615384615384,False,1.4535454321595667,1.2936554346220142,54201.00788789923,25579.91007887899,58341.00788789923,203050.0,0.0,0.0,28621.097809020237,-144708.99211210076,False,False
A,saturating,True,100,2.2365367026893352,2.2365367026893352,synchronized_burst,132301,132409,ideal_max_min,1.0,800,False,2.90749771349614,1.5655756918825365,1.5655756918825365,0.5384615384615384,0.5384615384615384,False,1.453546483704974,1.326361166380789,77839.65590498797,36873.621559049876,83762.15590498796,291500.0,0.0,0.0,40966.0343459381,-207737.84409501206,False,False
