cell_id,epsilon_m,preferred_core_kib,range_m,range_extrapolative,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct,feasible_pct
eps2.0__core90__range40,2.0,90,40.0,True,clairvoyant,1699,60.80047086521483,39.199529134785166,23.366686286050616,53.03119482048264,0.0,46.96880517951737,59.97645673925839,0.0,0.0,0.0,22.836962919364332,0,543,0.0,0.0,0.7024812692473114,0,798,0.0,0.0,0.47907959590215493,388,1186,32.715008431703204,30.104377022957397,35.437250648483,5.899686354103966,0.0,0.0,17.32282061176675,14.411861530685023,0.40331709788922177,0.40331709788922177,0.40331709788922177,0.3133409424844419,0.3133409424844419,1699,0.22534642673095054,0.0,0.0,0.0,594,34.96174220129488,100.0,0,0.0,0.0,0.6425547716733817,5228,1952,3276,37.33741392501913,46.96880517951736
eps2.0__core90__range40,2.0,90,40.0,True,shielded,1699,6.7098293113596235,93.29017068864037,4.532077692760447,70.51206592113007,0.0,25.426721600941733,54.38493231312537,15.1854031783402,1.0005885815185402,22.954679223072397,26.01530311948205,9,21,42.857142857142854,24.46996892537596,63.45344563069328,390,694,56.195965417867434,52.48058547665897,59.84313059279529,442,930,47.526881720430104,44.334093035877395,50.740017289220894,19.446506286222,6.103286080046476e-17,7.105427357601002e-15,1000000.0,21.97118273862882,0.1831146515912778,0.1831146515912778,-11506.344389782233,-29.04438681939702,0.38729053725444923,1697,0.03245292469503865,0.008574099804157138,48.85226603884638,46.144791053560915,88,5.179517363154797,97.72727272727273,2,2.272727272727273,0.6254928263812166,7.912545355267586,5228,1952,3276,37.33741392501913,29.487934078869927
eps2.0__core129__range25,2.0,129,25.0,False,clairvoyant,1699,45.79164214243673,54.20835785756327,16.597998822836963,38.90523837551501,0.0,61.094761624484995,71.80694526191877,0.0,0.0,0.0,14.596821659799883,0,515,0.0,4.336808689942018e-17,0.7403916466940802,0,1038,0.0,0.0,0.36871817570424203,248,1286,19.2846034214619,17.221042466056414,21.531120088688933,3.0722354857426923,0.0,0.0,11.648193616226802,9.400457268536723,0.45560989556429665,0.45560989556429665,0.45560989556429665,0.3199967011185482,0.3199967011185482,1699,0.15329160971980235,0.0,0.0,0.0,323,19.011183048852264,100.0,0,0.0,0.0,1.1753278897220798,3185,1439,1746,45.18053375196232,61.09476162448499
eps2.0__core129__range25,2.0,129,25.0,False,shielded,1699,6.121247792819305,93.8787522071807,5.414949970570924,56.386109476162446,0.0,47.321954090641555,69.21718658034138,11.88934667451442,0.05885815185403178,24.249558563861097,25.721012360211887,1,20,5.0,0.8881448800795402,23.613119344674203,412,987,41.742654508611956,38.703984941176856,44.845350974378825,437,1178,37.096774193548384,34.384337962755865,39.89309174398774,7.986709464632348,5.136170084493073e-17,1.4210854715202004e-14,1000000.0,12.011484122852105,0.31986543813403523,0.31986543813403523,-6562.20004745181,-28.993407799437588,0.43810046761488536,1697,0.029721426196515993,0.005519589151673652,29.370217775161862,26.486168334314304,81,4.767510300176574,98.76543209876543,1,1.2345679012345678,0.21826500585387723,6.666881598048347,3185,1439,1746,45.18053375196232,43.613890523837554
eps2.0__core129__range40,2.0,129,40.0,True,clairvoyant,1699,58.26957033549146,41.730429664508534,32.31312536786345,53.61977633902295,0.0,46.380223660977045,59.387875220718065,0.0,0.0,0.0,22.895821071218364,0,498,0.0,4.336808689942018e-17,0.7654725916271223,0,788,0.0,0.0,0.48512979181657007,389,1177,33.050127442650805,30.421744236320908,35.788791731946915,5.909440722565824,0.0,0.0,17.32282061176675,14.411861530685023,0.39012822748646053,0.39012822748646053,0.39012822748646053,0.2996292437667113,0.2996292437667113,1699,0.2407706200645752,0.0,0.0,0.0,589,34.66745144202472,100.0,0,0.0,4.336808689942018e-17,0.6479740516690113,5228,1952,3276,37.33741392501913,46.38022366097705
eps2.0__core129__range40,2.0,129,40.0,True,shielded,1699,7.004120070629782,92.99587992937022,6.238964096527369,70.15891701000588,0.0,22.660388463802235,54.38493231312537,17.951736315479693,1.0005885815185402,22.660388463802235,25.721012360211887,9,22,40.90909090909091,23.25581619647187,61.26518152368487,385,695,55.39568345323741,51.68050005040418,59.05154783447141,437,931,46.93877551020408,43.75218722942739,50.15052221267355,18.192175197235652,6.142493485271614e-17,7.105427357601002e-15,1000000.0,22.07726627826824,0.20307441535652432,0.20307441535652432,-12212.65822619357,-43.76784586460255,0.37959772868795955,1696,0.03504079624513834,0.006227836211773134,52.383755150088284,48.85226603884638,89,5.238375515008829,96.62921348314607,3,3.3707865168539324,1.1529221151789801,9.447362440561424,5228,1952,3276,37.33741392501913,29.84108298999412
eps2.5__core90__range25,2.5,90,25.0,False,clairvoyant,1699,51.91288993525603,48.08711006474397,11.124190700412006,33.137139493819895,0.0,66.86286050618011,76.28016480282518,0.0,0.0,0.0,13.360800470865215,0,673,0.0,4.336808689942018e-17,0.5675566664292926,0,1136,0.0,0.0,0.3370169413445082,227,1363,16.65443873807777,14.770805089967718,18.72550539038003,3.0192916964028638,0.0,0.0,11.65823167786675,9.333408746603997,0.49676095786548136,0.49676095786548136,0.49676095786548136,0.35624059166031213,0.35624059166031213,1699,0.13284391582565153,0.0,0.0,0.0,302,17.7751618599176,100.0,0,0.0,0.0,1.2560294590231664,3185,1439,1746,45.18053375196232,66.86286050618011
eps2.5__core90__range25,2.5,90,25.0,False,shielded,1699,6.59211300765156,93.40788699234844,4.120070629782225,53.148911124190704,0.0,50.02942907592701,72.218952324897,12.5956444967628,0.11771630370806356,24.367274867569158,25.48557975279576,0,35,0.0,6.938893903907228e-16,9.890099232440402,414,1047,39.541547277936964,36.623325050306676,42.536233400520665,433,1227,35.28932355338223,32.66517644875461,38.0052947632011,7.931877164870555,5.083893544192889e-17,7.105427357601002e-15,1000000.0,11.844432344326613,0.36375890594555743,0.36375890594555743,-5226.099709056552,0.4571824422942839,0.4571824422942839,1699,0.027627774941284985,0.006722117176955034,29.252501471453797,26.545026486168332,79,4.649793996468511,100.0,0,0.0,0.0,4.637121165392266,3185,1439,1746,45.18053375196232,46.851088875809296
eps2.5__core90__range40,2.5,90,40.0,True,clairvoyant,1699,62.27192466156563,37.72807533843437,20.364920541494996,45.61506768687463,0.0,54.38493231312537,65.62683931724543,0.0,0.0,0.0,21.600941730429664,0,678,0.0,0.0,0.5633947262957979,0,924,0.0,0.0,0.41402103604819507,367,1291,28.427575522850503,26.033869666867094,30.949280957047876,5.874008265380914,0.0,0.0,17.0468849162542,14.069895952272727,0.4621386947322662,0.4621386947322662,0.4621386947322662,0.3567260219503532,0.3567260219503532,1699,0.21129353078126098,0.0,0.0,0.0,538,31.665685697469097,100.0,0,0.0,0.0,0.7089636199221402,5228,1952,3276,37.33741392501913,54.38493231312537
eps2.5__core90__range40,2.5,90,40.0,True,shielded,1699,7.357268981753973,92.64273101824602,4.2377869334902885,66.45085344320188,0.0,24.190700412007065,56.97469099470277,19.305473808122425,1.4714537963507945,22.48381400824014,25.014714537963506,16,49,32.6530612244898,21.207497001811866,46.62079468542984,382,778,49.10025706940874,45.60047878167842,52.60887685659675,425,981,43.323139653414884,40.25430798088696,46.444058662119,18.160436972148315,6.260115700947028e-17,7.105427357601002e-15,1000000.0,21.97118273862882,0.2945408724277703,0.2945408724277703,-9758.234589343974,-34.88280135955229,0.4357060373488795,1696,0.03278145274479719,0.007106297881596244,52.08946439081813,48.85226603884638,81,4.767510300176574,96.29629629629629,3,3.7037037037037033,1.2675114183298106,10.332311306893818,5228,1952,3276,37.33741392501913,33.54914655679812
eps2.5__core129__range25,2.5,129,25.0,False,clairvoyant,1699,46.73337257210123,53.26662742789876,14.302530900529723,33.843437316068275,0.0,66.15656268393172,75.80929958799294,0.0,0.0,0.0,13.596233078281342,0,588,0.0,0.0,0.6490688956378001,0,1124,0.0,0.0,0.3406027319399017,231,1355,17.047970479704798,15.139493498634682,19.142758915490717,3.0591196819427284,0.0,0.0,11.65823167786675,9.333408746603997,0.485980622654517,0.485980622654517,0.485980622654517,0.3448752197944921,0.3448752197944921,1699,0.14736755354328582,0.0,0.0,0.0,292,17.18658034137728,100.0,0,0.0,0.0,1.2984856267296823,3185,1439,1746,45.18053375196232,66.15656268393172
eps2.5__core129__range25,2.5,129,25.0,False,shielded,1699,6.474396703943497,93.5256032960565,5.061801059446734,53.325485579752794,0.0,49.85285462036492,72.0423778693349,12.5956444967628,0.17657445556209533,24.42613301942319,25.54443790464979,1,33,3.0303030303030303,0.536941053687183,15.31872538211892,415,1045,39.71291866028708,36.789132575363226,42.71205912602664,434,1225,35.42857142857143,32.79951468139965,38.148731128714125,7.935661202777636,5.083893544192889e-17,7.105427357601002e-15,1000000.0,11.961074135488978,0.3629625959154819,0.3629625959154819,-5237.872381887182,-11.31585396766137,0.4568891812674254,1698,0.028987688470256838,0.005615829359639505,29.370217775161862,26.545026486168332,78,4.590935844614479,100.0,0,0.0,0.0,4.693780971219429,3185,1439,1746,45.18053375196232,46.674514420247206
eps2.5__core129__range40,2.5,129,40.0,True,clairvoyant,1699,62.03649205414949,37.9635079458505,26.839317245438494,46.20364920541495,0.0,53.796350794585045,64.92054149499705,0.0,0.0,0.0,21.600941730429664,0,669,0.0,4.336808689942018e-17,0.5709307549845614,0,914,0.0,0.0,0.4185318481505397,367,1281,28.649492583918814,26.24032167425524,31.186332311360232,5.879650454923937,0.0,0.0,16.993401744033726,14.033475174983545,0.4392979608002823,0.4392979608002823,0.4392979608002823,0.333286209785181,0.333286209785181,1699,0.23862801611094117,0.0,0.0,0.0,543,31.95997645673926,100.0,0,0.0,0.0,0.7024812692473114,5228,1952,3276,37.33741392501913,53.79635079458505
eps2.5__core129__range40,2.5,129,40.0,True,shielded,1699,7.533843437316068,92.46615656268393,5.768098881695114,66.33313713949383,0.0,24.190700412007065,56.97469099470277,19.305473808122425,1.4714537963507945,22.366097704532077,24.896998234255445,17,52,32.69230769230769,21.522074458569175,46.24381063802606,380,779,48.78048780487805,45.28498433915484,52.287959737079646,423,982,43.075356415478616,40.01114919965772,46.19352917097107,18.10636433323491,6.155562620346659e-17,7.105427357601002e-15,1000000.0,21.960457238203546,0.2940551445771223,0.2940551445771223,-9758.23620664247,-34.8836406992891,0.4348652129309259,1696,0.03509029324451304,0.007017551788614848,52.383755150088284,48.85226603884638,82,4.826368452030606,96.34146341463415,3,3.6585365853658534,1.2519573081569195,10.212734643608476,5228,1952,3276,37.33741392501913,33.66686286050617
