cell_id,epsilon_m,preferred_core_kib,range_m,range_extrapolative,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct,feasible_pct
eps1.5__core90__range25,1.5,90,25.0,False,clairvoyant,1699,50.50029429075927,49.49970570924073,12.536786344908771,44.437904649794,0.0,55.56209535020601,67.9811653914067,0.0,0.0,0.0,13.419658622719247,0,534,0.0,0.0,0.7142362786827844,0,944,0.0,0.0,0.40528495403373416,228,1172,19.453924914675767,17.288961908644048,21.81847518426901,3.0451606980207964,0.0,0.0,11.648193616226802,9.334552944293941,0.43685457498894775,0.43685457498894775,0.43685457498894775,0.30855787125656853,0.30855787125656853,1699,0.14423767149481936,0.0,0.0,0.0,346,20.364920541494996,100.0,0,0.0,0.0,1.0980570552282674,3185,1439,1746,45.18053375196232,55.562095350206
eps1.5__core90__range25,1.5,90,25.0,False,shielded,1699,5.768098881695114,94.23190111830489,4.29664508534432,58.79929370217775,0.0,45.14420247204238,66.62742789876398,11.359623307828134,0.0,23.072395526780458,25.48557975279576,0,8,0.0,0.0,32.440756488388026,392,925,42.37837837837838,39.23182876042597,45.58797028482541,433,1133,38.2171226831421,35.432029574604705,41.081845959370526,8.068680725153618,5.057755274042797e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.2585275157933755,0.2585275157933755,-8730.160699803708,-19.20296092415009,0.4177416649826276,1698,0.027820902070445203,0.008091802640513769,28.251912889935255,26.603884638022368,81,4.767510300176574,98.76543209876543,1,1.2345679012345678,0.21826500585387723,6.666881598048347,3185,1439,1746,45.18053375196232,41.20070629782225
eps1.5__core90__range40,1.5,90,40.0,True,clairvoyant,1699,60.388463802236615,39.61153619776339,23.366686286050616,62.09535020600353,0.0,37.90464979399647,53.03119482048264,0.0,0.0,0.0,18.363743378457915,0,413,0.0,0.0,0.921563519992032,0,644,0.0,0.0,0.5929627948922828,312,956,32.63598326359833,29.73839326770193,35.67256111971215,5.89528743903748,0.0,0.0,17.32282061176675,14.411861530685023,0.3418849965359798,0.3418849965359798,0.3418849965359798,0.27354198842571886,0.27354198842571886,1699,0.23874537205399246,0.0,0.0,0.0,624,36.72748675691583,100.0,0,0.0,0.0,0.6118517289236887,5228,1952,3276,37.33741392501913,37.90464979399647
eps1.5__core90__range40,1.5,90,40.0,True,shielded,1699,6.533254855797528,93.46674514420246,4.649793996468511,72.68981753972925,0.0,23.543260741612713,51.03001765744556,13.655091230135374,0.35314891112419067,20.12948793407887,24.190700412007065,6,12,50.0,25.37815976337061,74.6218402366294,342,625,54.72,50.80057453485052,58.581758511486214,411,869,47.29574223245109,43.995439870927,50.619847988622865,19.46127598076348,6.051009539746291e-17,7.105427357601002e-15,1000000.0,22.38450725543656,0.03311009687489365,0.03311009687489365,-15341.984957467808,-38.9369851734318,0.3042864495476542,1697,0.032551873840311135,0.008436568744814549,48.3225426721601,46.08593290170689,89,5.238375515008829,97.75280898876404,2,2.247191011235955,0.61843987021286,7.827634674822494,5228,1952,3276,37.33741392501913,27.310182460270752
eps1.5__core129__range25,1.5,129,25.0,False,clairvoyant,1699,45.203060623896405,54.796939376103595,19.305473808122425,44.32018834608593,0.0,55.67981165391407,67.92230723955268,0.0,0.0,0.0,13.243084167157152,0,444,0.0,8.673617379884035e-17,0.8577720407596655,0,946,0.0,0.0,0.40443158013586933,225,1171,19.214346712211785,17.059879193151836,21.570138109460228,3.0627180302885515,0.0,0.0,11.648193616226802,9.334552944293941,0.429237871007466,0.429237871007466,0.429237871007466,0.30049729131205405,0.30049729131205405,1699,0.15440022395417938,0.0,0.0,0.0,338,19.894055326662745,100.0,0,0.0,0.0,1.1237545129682716,3185,1439,1746,45.18053375196232,55.67981165391407
eps1.5__core129__range25,1.5,129,25.0,False,shielded,1699,5.768098881695114,94.23190111830489,5.768098881695114,58.79929370217775,0.0,45.14420247204238,66.62742789876398,11.359623307828134,0.0,23.072395526780458,25.48557975279576,0,8,0.0,0.0,32.440756488388026,392,925,42.37837837837838,39.23182876042597,45.58797028482541,433,1133,38.2171226831421,35.432029574604705,41.081845959370526,8.068680725153618,5.057755274042797e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.2585275157933755,0.2585275157933755,-8730.160699803708,-19.20296092415009,0.4177416649826276,1698,0.027820902070445203,0.003601159043025718,29.252501471453797,26.545026486168332,81,4.767510300176574,98.76543209876543,1,1.2345679012345678,0.21826500585387723,6.666881598048347,3185,1439,1746,45.18053375196232,41.20070629782225
eps1.5__core129__range40,1.5,129,40.0,True,clairvoyant,1699,61.33019423190112,38.66980576809888,36.72748675691583,62.03649205414949,0.0,37.9635079458505,53.090052972336665,0.0,0.0,0.0,18.363743378457915,0,429,0.0,0.0,0.8874978915283301,0,645,0.0,4.336808689942018e-17,0.5920489155665535,312,957,32.60188087774295,29.706696162704628,35.63618148448667,5.889369259178789,0.0,0.0,17.32282061176675,14.411861530685023,0.33033215869284466,0.33033215869284466,0.33033215869284466,0.261578782519805,0.261578782519805,1699,0.25196185095051005,0.0,0.0,0.0,623,36.668628605061805,100.0,0,0.0,0.0,0.6128278158118705,5228,1952,3276,37.33741392501913,37.96350794585051
eps1.5__core129__range40,1.5,129,40.0,True,shielded,1699,6.886403766921719,93.11359623307828,6.474396703943497,72.68981753972925,0.0,20.77692760447322,51.03001765744556,16.421424367274867,0.35314891112419067,20.188346085932903,24.249558563861097,6,12,50.0,25.37815976337061,74.6218402366294,343,626,54.79233226837061,50.8761378499337,58.65006896921459,412,870,47.35632183908046,44.05742114448765,50.678466065295225,18.212720008664945,6.116355215121521e-17,7.105427357601002e-15,1000000.0,22.38450725543656,0.06265193929880523,0.06265193929880523,-16283.73021310131,-58.56435642174806,0.29748013635881204,1696,0.03529138422346728,0.006796382720024117,51.91288993525603,48.85226603884638,91,5.356091818716893,96.7032967032967,3,3.296703296703297,1.1274406767682599,9.24930694296231,5228,1952,3276,37.33741392501913,27.310182460270752
eps2.0__core90__range25,2.0,90,25.0,False,clairvoyant,1699,50.618010594467336,49.381989405532664,12.477928193054739,38.84638022366097,0.0,61.15361977633902,71.68922895821072,0.0,0.0,0.0,14.302530900529723,0,597,0.0,0.0,0.6393464971997731,0,1039,0.0,0.0,0.3683646050127573,243,1282,18.954758190327613,16.903214178031842,21.191797882782474,3.0539244450682514,0.0,0.0,11.648193616226802,9.400457268536723,0.46723241223954465,0.46723241223954465,0.46723241223954465,0.33215590603120226,0.33215590603120226,1699,0.13877888376130745,0.0,0.0,0.0,328,19.305473808122425,100.0,0,0.0,0.0,1.1576187117625358,3185,1439,1746,45.18053375196232,61.15361977633903
eps2.0__core90__range25,2.0,90,25.0,False,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,43.43731606827546
