cell_id,epsilon_m,preferred_core_kib,range_m,range_extrapolative,scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct,feasible_pct
eps1.5__core129__range25,1.5,129,25.0,False,ctrl_busylight_200k,clairvoyant,600,75.83333333333333,24.166666666666668,28.999999999999996,36.5,0.0,63.5,81.83333333333334,0.0,0.0,0.0,20.5,0,285,0.0,0.0,1.329954098825824,0,381,0.0,0.0,0.9981925628454557,123,504,24.404761904761905,20.85768772688816,28.339055563995224,2.3636200851617564,0.0,0.0,8.92616608794992,3.0525675649920685,0.5581097995000088,0.5581097995000088,0.5581097995000088,0.2650826865096857,0.2650826865096857,600,0.2501722029541425,0.0,0.0,0.0,168,28.000000000000004,100.0,0,0.0,0.0,2.235466834986805,1590,466,1124,29.30817610062893,63.5
eps1.5__core129__range25,1.5,129,25.0,False,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,5.333333333333334,60.66666666666667,0.0,49.5,79.0,20.5,0.0,37.5,39.83333333333333,0,6,0.0,2.7755575615628914e-15,39.033428790216526,225,364,61.81318681318681,56.72333461880221,66.65630297716577,239,475,50.31578947368421,45.83495147674827,54.79156069022001,10.068703893599407,5.4030853865090954e-17,7.105427357601002e-15,1000000.0,6.380334765727282,0.23320322225374024,0.23320322225374024,-13666.04171884812,-55.068417995171345,0.4909935895971655,599,0.02787590779572718,0.00047217186555990485,45.166666666666664,41.333333333333336,22,3.6666666666666665,95.45454545454545,1,4.545454545454546,0.8069427621263849,21.79804583865733,1590,466,1124,29.30817610062893,39.33333333333333
eps1.5__core129__range25,1.5,129,25.0,False,ctrl_obeylight_200k,clairvoyant,600,42.833333333333336,57.166666666666664,17.0,60.0,0.0,40.0,49.166666666666664,0.0,0.0,0.0,9.166666666666666,0,155,0.0,0.0,2.418423281437185,0,240,0.0,0.0,1.5753919941558816,55,295,18.64406779661017,14.61314534616142,23.4811201784221,4.788106362646711,0.0,0.0,19.088005275301327,19.088005275301327,0.4934945469902387,0.4934945469902387,0.4934945469902387,0.4679544602219223,0.4679544602219223,600,0.14247309885751902,0.0,0.0,0.0,116,19.333333333333332,100.0,0,0.0,0.0,3.2054506499638715,1355,808,547,59.6309963099631,40.0
eps1.5__core129__range25,1.5,129,25.0,False,ctrl_obeylight_200k,shielded,600,7.5,92.5,7.5,83.0,0.0,24.0,48.16666666666667,4.5,0.0,26.666666666666668,31.166666666666664,0,0,,,,160,235,68.08510638297872,61.87532986325732,73.71313137780895,187,289,64.70588235294117,59.036203229300675,69.98974150622436,11.205931651850978,8.548717289613706e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.36593669484009134,0.36593669484009134,-9221.699060009114,0.5441444239722546,0.5441444239722546,600,0.03429157069944862,0.006767706382906372,31.5,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631,17.0
eps1.5__core129__range25,1.5,129,25.0,False,oppwin_fast_test,clairvoyant,499,11.22244488977956,88.77755511022045,10.420841683366733,34.86973947895792,0.0,65.13026052104209,73.74749498997996,0.0,0.0,0.0,9.418837675350701,0,4,0.0,0.0,48.98908364545973,0,325,0.0,0.0,1.1681795946504239,47,372,12.634408602150538,9.635806478811663,16.396834818318943,1.8287015326155676,0.0,0.0,8.911843918880432,5.986949620333136,0.19701910811129503,0.19701910811129503,0.19701910811129503,0.1417286771547397,0.1417286771547397,499,0.05358476835902575,0.0,0.0,0.0,54,10.821643286573146,100.0,0,0.0,0.0,6.64135880908964,240,165,75,68.75,65.13026052104209
eps1.5__core129__range25,1.5,129,25.0,False,oppwin_fast_test,shielded,499,4.208416833667335,95.79158316633266,4.208416833667335,27.45490981963928,0.0,65.33066132264528,73.94789579158316,8.617234468937877,0.0,1.402805611222445,1.402805611222445,0,2,0.0,0.0,65.76197724933469,7,326,2.147239263803681,1.0439317766086043,4.365169579080271,7,369,1.897018970189702,0.9218881471308518,3.86337872665702,1.891597644821172,4.449791681864355e-18,8.881784197001252e-16,1000000.0,7.046809250860501,0.15982825466261738,0.15982825466261738,-2204.205534373064,0.17782271059808968,0.17782271059808968,499,0.01997439984084354,0.003012383771803432,7.414829659318638,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75,72.54509018036072
eps1.5__core129__range40,1.5,129,40.0,True,ctrl_busylight_200k,clairvoyant,600,90.83333333333333,9.166666666666666,39.166666666666664,39.83333333333333,0.0,60.16666666666667,77.33333333333333,0.0,0.0,0.0,21.5,0,321,0.0,0.0,1.1825642067487858,0,361,0.0,0.0,1.0529118135617526,129,490,26.3265306122449,22.622071659737543,30.39928856505567,2.4693988035651304,0.0,0.0,10.164965355885208,2.866197539464231,0.482258288011154,0.482258288011154,0.482258288011154,0.26317290631670887,0.26317290631670887,600,0.3269038324646072,0.0,0.0,0.0,224,37.333333333333336,100.0,0,0.0,1.734723475976807e-16,1.6860227460697845,2605,575,2030,22.072936660268713,60.16666666666667
eps1.5__core129__range40,1.5,129,40.0,True,ctrl_busylight_200k,shielded,600,8.166666666666666,91.83333333333333,7.666666666666666,70.83333333333334,0.0,21.0,74.33333333333333,26.0,0.0,39.33333333333333,45.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,236,348,67.816091954023,62.73611977619951,72.50702650213405,274,449,61.02449888641426,56.43817806692337,65.42377782771123,15.906246673532193,6.402286108671736e-17,7.105427357601002e-15,1000000.0,11.449244099989626,0.08065304331309436,0.08065304331309436,-24499.537434654256,-166.18091002681723,0.49718903806393816,597,0.04625693068688817,0.02667229531226428,77.5,73.16666666666667,28,4.666666666666667,89.28571428571429,3,10.714285714285714,3.711836682929999,27.195851548672156,2605,575,2030,22.072936660268713,29.166666666666657
eps1.5__core129__range40,1.5,129,40.0,True,ctrl_obeylight_200k,clairvoyant,600,50.66666666666667,49.333333333333336,34.833333333333336,76.83333333333333,0.0,23.166666666666664,32.166666666666664,0.0,0.0,0.0,9.0,0,95,0.0,0.0,3.8864853539472963,0,139,0.0,0.0,2.6893164298442427,54,193,27.979274611398964,22.123312616059263,34.69472738971625,5.929022285761781,0.0,0.0,18.65569939715628,17.61068088954601,0.3633708109958262,0.3633708109958262,0.3633708109958262,0.36736125511939677,0.36736125511939677,600,0.2357830994453753,0.0,0.0,0.0,218,36.333333333333336,100.0,0,0.0,0.0,1.7316234941454418,1921,1067,854,55.54398750650703,23.16666666666667
eps1.5__core129__range40,1.5,129,40.0,True,ctrl_obeylight_200k,shielded,600,6.833333333333333,93.16666666666666,6.166666666666667,90.66666666666666,0.0,15.0,28.999999999999996,2.666666666666667,0.6666666666666667,16.0,20.333333333333332,4,4,100.0,51.01091635454027,100.0,96,136,70.58823529411765,62.44961638014902,77.59573245435053,122,174,70.11494252873563,62.93877627283641,76.42212442162788,16.525233828290826,9.251858538542972e-17,7.105427357601002e-15,1000000.0,21.57206270944258,0.29242400221919995,0.29242400221919995,-12610.576768248375,0.544995764702446,0.544995764702446,600,0.03164496053654405,0.0028264077653422544,40.833333333333336,38.166666666666664,36,6.0,100.0,0,0.0,0.0,9.641862859446366,1921,1067,854,55.54398750650703,9.333333333333343
