episode_id,step_index,reward_delta_on_minus_off,offered_mbps_delta_on_minus_off,payload_kib_delta_on_minus_off,action_changed,matched_safe_delta
pcarv5_fast_te01,0,0.0,0.0,0.0,False,0
pcarv5_fast_te01,1,0.0,0.0,0.0,False,0
pcarv5_fast_te01,2,0.0,0.0,0.0,False,0
pcarv5_fast_te01,3,0.0,0.0,0.0,False,0
pcarv5_fast_te01,4,0.0,0.0,0.0,False,0
pcarv5_fast_te01,5,0.0,0.0,0.0,False,0
pcarv5_fast_te01,6,0.0,0.0,0.0,False,0
pcarv5_fast_te01,7,0.0,0.0,0.0,False,0
pcarv5_fast_te01,8,0.0,0.0,0.0,False,0
pcarv5_fast_te01,9,0.0,0.0,0.0,False,0
pcarv5_fast_te01,10,0.0,0.0,0.0,False,0
pcarv5_fast_te01,11,0.0,0.0,0.0,False,0
pcarv5_fast_te01,12,0.0,0.0,0.0,False,0
pcarv5_fast_te01,13,0.0,0.0,0.0,False,0
pcarv5_fast_te01,14,0.0,0.0,0.0,False,0
pcarv5_fast_te01,15,0.0,0.0,0.0,False,0
pcarv5_fast_te01,16,0.0,0.0,0.0,False,0
pcarv5_fast_te01,17,0.0,0.0,0.0,False,0
pcarv5_fast_te01,18,0.0,0.0,0.0,False,0
pcarv5_fast_te01,19,0.0,0.0,0.0,False,0
pcarv5_fast_te01,20,0.0,0.0,0.0,False,0
pcarv5_fast_te01,21,0.0,0.0,0.0,False,0
pcarv5_fast_te01,22,0.0,0.0,0.0,False,0
pcarv5_fast_te01,23,0.0,0.0,0.0,False,0
pcarv5_fast_te01,24,0.0,0.0,0.0,False,0
pcarv5_fast_te01,25,0.0,0.0,0.0,False,0
pcarv5_fast_te01,26,0.0,0.0,0.0,False,0
pcarv5_fast_te01,27,0.0,0.0,0.0,False,0
pcarv5_fast_te01,28,0.0,0.0,0.0,False,0
pcarv5_fast_te01,29,0.0,0.0,0.0,False,0
pcarv5_fast_te01,30,0.0,0.0,0.0,False,0
pcarv5_fast_te01,31,0.0,0.0,0.0,False,0
pcarv5_fast_te01,32,0.0,0.0,0.0,False,0
pcarv5_fast_te01,33,0.0,0.0,0.0,False,0
pcarv5_fast_te01,34,0.0,0.0,0.0,False,0
pcarv5_fast_te01,35,0.0,0.0,0.0,False,0
pcarv5_fast_te01,36,0.0,0.0,0.0,False,0
pcarv5_fast_te01,37,0.0,0.0,0.0,False,0
pcarv5_fast_te01,38,0.0,0.0,0.0,False,0
pcarv5_fast_te01,39,0.0,0.0,0.0,False,0
pcarv5_fast_te01,40,0.0,0.0,0.0,False,0
pcarv5_fast_te01,41,0.0,0.0,0.0,False,0
pcarv5_fast_te01,42,0.0,0.0,0.0,False,0
pcarv5_fast_te01,43,0.0,0.0,0.0,False,0
pcarv5_fast_te01,44,0.0,0.0,0.0,False,0
pcarv5_fast_te01,45,0.0,0.0,0.0,False,0
pcarv5_fast_te01,46,0.0,0.0,0.0,False,0
pcarv5_fast_te01,47,0.0,0.0,0.0,False,0
pcarv5_fast_te01,48,0.0,0.0,0.0,False,0
pcarv5_fast_te01,49,0.0,0.0,0.0,False,0
pcarv5_fast_te01,50,0.0,0.0,0.0,False,0
pcarv5_fast_te01,51,0.0,0.0,0.0,False,0
pcarv5_fast_te01,52,0.0,0.0,0.0,False,0
pcarv5_fast_te01,53,0.0,0.0,0.0,False,0
pcarv5_fast_te01,54,0.0,0.0,0.0,False,0
pcarv5_fast_te01,55,0.0,0.0,0.0,False,0
pcarv5_fast_te01,56,0.0,0.0,0.0,False,0
pcarv5_fast_te01,57,0.0,0.0,0.0,False,0
pcarv5_fast_te01,58,0.0,0.0,0.0,False,0
pcarv5_fast_te01,59,0.0,0.0,0.0,False,0
pcarv5_fast_te01,60,0.0,0.0,0.0,False,0
pcarv5_fast_te01,61,0.0,0.0,0.0,False,0
pcarv5_fast_te01,62,0.0,0.0,0.0,False,0
pcarv5_fast_te01,63,0.0,0.0,0.0,False,0
pcarv5_fast_te01,64,0.0,0.0,0.0,False,0
pcarv5_fast_te01,65,0.0,0.0,0.0,False,0
pcarv5_fast_te01,66,0.0,0.0,0.0,False,0
pcarv5_fast_te01,67,0.0,0.0,0.0,False,0
pcarv5_fast_te01,68,0.0,0.0,0.0,False,0
pcarv5_fast_te01,69,0.0,0.0,0.0,False,0
pcarv5_fast_te01,70,0.0,0.0,0.0,False,0
pcarv5_fast_te01,71,0.0,0.0,0.0,False,0
pcarv5_fast_te01,72,0.0,0.0,0.0,False,0
pcarv5_fast_te01,73,0.0,0.0,0.0,False,0
pcarv5_fast_te01,74,0.0,0.0,0.0,False,0
pcarv5_fast_te01,75,0.0,0.0,0.0,False,0
pcarv5_fast_te01,76,0.0,0.0,0.0,False,0
pcarv5_fast_te01,77,0.0,0.0,0.0,False,0
pcarv5_fast_te01,78,0.0,0.0,0.0,False,0
pcarv5_fast_te01,79,0.0,0.0,0.0,False,0
pcarv5_fast_te01,80,0.0,0.0,0.0,False,0
pcarv5_fast_te01,81,0.0,0.0,0.0,False,0
pcarv5_fast_te01,82,0.0,0.0,0.0,False,0
pcarv5_fast_te01,83,0.0,0.0,0.0,False,0
pcarv5_fast_te01,84,0.0,0.0,0.0,False,0
pcarv5_fast_te01,85,0.0,0.0,0.0,False,0
pcarv5_fast_te01,86,0.0,0.0,0.0,False,0
pcarv5_fast_te01,87,0.0,0.0,0.0,False,0
pcarv5_fast_te01,88,0.0,0.0,0.0,False,0
pcarv5_fast_te01,89,0.10701121129131352,-0.7208959999999998,40.6,True,0
pcarv5_fast_te01,90,0.12374807413114963,-0.7208959999999998,40.6,True,0
pcarv5_fast_te01,91,0.1070090724917625,-0.7208959999999998,40.6,True,0
pcarv5_fast_te01,92,0.12374797445053698,-0.7208959999999998,40.6,True,0
pcarv5_fast_te01,93,0.08369377318941207,-0.7208959999999998,40.6,True,0
pcarv5_fast_te01,94,-0.18240177803158752,7.3728,90.0,True,0
pcarv5_fast_te01,95,-0.6087647244526433,14.7456,90.0,True,0
pcarv5_fast_te01,96,-0.59243712587703,14.7456,90.0,True,0
pcarv5_fast_te01,97,-0.5606536611916357,14.7456,90.0,True,0
pcarv5_fast_te01,98,-0.5608973113395557,14.7456,90.0,True,0
pcarv5_fast_te01,99,0.006247332571526321,0.0,0.0,False,0
pcarv5_fast_te01,100,0.12252080349781391,0.0,0.0,False,0
pcarv5_fast_te01,101,0.12290026360646555,0.0,0.0,False,0
pcarv5_fast_te01,102,0.155336713645143,0.0,0.0,False,0
pcarv5_fast_te01,103,0.1558306545022472,0.0,0.0,False,0
pcarv5_fast_te01,104,0.15616577575222212,0.0,0.0,False,0
pcarv5_fast_te01,105,0.0,0.0,0.0,False,0
pcarv5_fast_te01,106,0.0,0.0,0.0,False,0
pcarv5_fast_te01,107,0.0,0.0,0.0,False,0
pcarv5_fast_te01,108,0.0,0.0,0.0,False,0
pcarv5_fast_te01,109,0.0,0.0,0.0,False,0
pcarv5_fast_te01,110,0.0,0.0,0.0,False,0
pcarv5_fast_te01,111,0.0,0.0,0.0,False,0
pcarv5_fast_te01,112,0.0,0.0,0.0,False,0
pcarv5_fast_te01,113,0.0,0.0,0.0,False,0
pcarv5_fast_te01,114,0.0,0.0,0.0,False,0
pcarv5_fast_te01,115,0.0,0.0,0.0,False,0
pcarv5_fast_te01,116,0.0,0.0,0.0,False,0
pcarv5_fast_te01,117,0.0,0.0,0.0,False,0
pcarv5_fast_te01,118,0.0,0.0,0.0,False,0
pcarv5_fast_te02,0,0.0,0.0,0.0,False,0
pcarv5_fast_te02,1,0.0,0.0,0.0,False,0
pcarv5_fast_te02,2,0.0,0.0,0.0,False,0
pcarv5_fast_te02,3,0.0,0.0,0.0,False,0
pcarv5_fast_te02,4,0.0,0.0,0.0,False,0
pcarv5_fast_te02,5,0.0,0.0,0.0,False,0
pcarv5_fast_te02,6,0.0,0.0,0.0,False,0
pcarv5_fast_te02,7,0.0,0.0,0.0,False,0
pcarv5_fast_te02,8,0.0,0.0,0.0,False,0
pcarv5_fast_te02,9,0.0,0.0,0.0,False,0
pcarv5_fast_te02,10,0.0,0.0,0.0,False,0
pcarv5_fast_te02,11,0.0,0.0,0.0,False,0
pcarv5_fast_te02,12,0.0,0.0,0.0,False,0
pcarv5_fast_te02,13,0.0,0.0,0.0,False,0
pcarv5_fast_te02,14,0.0,0.0,0.0,False,0
pcarv5_fast_te02,15,0.0,0.0,0.0,False,0
pcarv5_fast_te02,16,0.0,0.0,0.0,False,0
pcarv5_fast_te02,17,0.0,0.0,0.0,False,0
pcarv5_fast_te02,18,0.0,0.0,0.0,False,0
pcarv5_fast_te02,19,0.0,0.0,0.0,False,0
pcarv5_fast_te02,20,0.0,0.0,0.0,False,0
pcarv5_fast_te02,21,0.0,0.0,0.0,False,0
pcarv5_fast_te02,22,0.0,0.0,0.0,False,0
pcarv5_fast_te02,23,0.0,0.0,0.0,False,0
pcarv5_fast_te02,24,0.0,0.0,0.0,False,0
