label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,person_radius,9066,2388,0.2634017207147584,2388,0.2634017207147584,0,0,0.8144716523273771,0.8144716523273771,0.0,0.0
vehicle,bbox,5852,3210,0.5485304169514695,3210,0.5485304169514695,0,0,16.840738209159262,16.84688995215311,1.0,1.0
