time,rnti,frame,slot,lcid,data_size
20:25:36.590052,35953,1002,8,4,752
20:25:36.601645,35953,1003,7,4,3712
20:25:36.602326,35953,1003,8,4,7672
20:25:36.602326,35953,1003,8,4,9664
20:25:36.602897,35953,1003,9,4,2432
20:25:36.602897,35953,1003,9,4,12056
20:25:36.602898,35953,1003,9,4,2848
20:25:36.607879,35953,1003,17,4,3712
20:25:36.608317,35953,1003,18,4,5576
20:25:36.608318,35953,1003,18,4,11784
20:25:36.608920,35953,1003,19,4,312
20:25:36.608921,35953,1003,19,4,12056
20:25:36.608921,35953,1003,19,4,2656
20:25:36.613634,35953,1004,7,4,3712
20:25:36.614467,35953,1004,8,4,5768
20:25:36.614467,35953,1004,8,4,10536
20:25:36.615051,35953,1004,9,4,1560
20:25:36.615051,35953,1004,9,4,12056
20:25:36.615052,35953,1004,9,4,3720
20:25:36.619415,35953,1004,17,4,3712
20:25:36.620212,35953,1004,18,4,4704
20:25:36.620212,35953,1004,18,4,12056
20:25:36.620213,35953,1004,18,4,584
20:25:36.620762,35953,1004,19,4,11512
20:25:36.620762,35953,1004,19,4,5848
20:25:36.625497,35953,1005,7,4,3712
20:25:36.626180,35953,1005,8,4,2576
20:25:36.626180,35953,1005,8,4,12056
20:25:36.626180,35953,1005,8,4,2680
20:25:36.626690,35953,1005,9,4,9416
20:25:36.626690,35953,1005,9,4,7944
20:25:36.631114,35953,1005,17,4,3712
20:25:36.631836,35953,1005,18,4,480
20:25:36.631836,35953,1005,18,4,12056
20:25:36.631836,35953,1005,18,4,4800
20:25:36.632486,35953,1005,19,4,7296
20:25:36.632486,35953,1005,19,4,7752
20:25:36.637114,35953,1006,7,4,3712
20:25:36.637866,35953,1006,8,4,672
20:25:36.637866,35953,1006,8,4,12056
20:25:36.637867,35953,1006,8,4,4584
20:25:36.638410,35953,1006,9,4,7512
20:25:36.638410,35953,1006,9,4,9848
20:25:36.642755,35953,1006,17,4,2248
20:25:36.642755,35953,1006,17,4,1448
20:25:36.643438,35953,1006,18,4,10648
20:25:36.643438,35953,1006,18,4,6712
20:25:36.644080,35953,1006,19,4,5384
20:25:36.644080,35953,1006,19,4,11976
20:25:36.648793,35953,1007,7,4,120
20:25:36.648793,35953,1007,7,4,3568
20:25:36.649329,35953,1007,8,4,8528
20:25:36.649329,35953,1007,8,4,8808
20:25:36.649986,35953,1007,9,4,3288
20:25:36.649987,35953,1007,9,4,12056
20:25:36.649987,35953,1007,9,4,2000
20:25:36.654501,35953,1007,17,4,3712
20:25:36.655175,35953,1007,18,4,6424
20:25:36.655175,35953,1007,18,4,10936
20:25:36.655883,35953,1007,19,4,1160
20:25:36.655883,35953,1007,19,4,12056
20:25:36.655884,35953,1007,19,4,1816
20:25:36.660491,35953,1008,7,4,3712
20:25:36.661378,35953,1008,8,4,6608
20:25:36.661378,35953,1008,8,4,8928
20:25:36.662229,35953,1008,9,4,3168
20:25:36.662229,35953,1008,9,4,12056
20:25:36.662229,35953,1008,9,4,320
20:25:36.666075,35953,1008,17,4,3712
20:25:36.666820,35953,1008,18,4,8104
20:25:36.666821,35953,1008,18,4,9256
20:25:36.667397,35953,1008,19,4,2840
20:25:36.667397,35953,1008,19,4,12056
20:25:36.667398,35953,1008,19,4,2440
20:25:36.671828,35953,1009,7,4,3712
20:25:36.672600,35953,1009,8,4,5984
20:25:36.672600,35953,1009,8,4,11352
20:25:36.673206,35953,1009,9,4,744
20:25:36.673206,35953,1009,9,4,12056
20:25:36.673207,35953,1009,9,4,4536
20:25:36.677780,35953,1009,17,4,2184
20:25:36.677780,35953,1009,17,4,1512
20:25:36.678367,35953,1009,18,4,10584
20:25:36.678367,35953,1009,18,4,6776
20:25:36.679011,35953,1009,19,4,5320
20:25:36.679012,35953,1009,19,4,9728
20:25:36.683551,35953,1010,7,4,2368
20:25:36.683552,35953,1010,7,4,1328
20:25:36.684327,35953,1010,8,4,10768
20:25:36.684328,35953,1010,8,4,6568
20:25:36.684899,35953,1010,9,4,5528
20:25:36.684899,35953,1010,9,4,11832
20:25:36.689343,35953,1010,17,4,264
20:25:36.689344,35953,1010,17,4,3424
20:25:36.690041,35953,1010,18,4,8672
20:25:36.690041,35953,1010,18,4,8688
20:25:36.690596,35953,1010,19,4,3408
20:25:36.690596,35953,1010,19,4,12056
20:25:36.690596,35953,1010,19,4,1880
20:25:36.695120,35953,1011,7,4,3712
20:25:36.695891,35953,1011,8,4,6544
20:25:36.695891,35953,1011,8,4,10792
20:25:36.696379,35953,1011,9,4,1304
20:25:36.696379,35953,1011,9,4,12056
20:25:36.696379,35953,1011,9,4,3976
20:25:36.700875,35953,1011,17,4,3712
20:25:36.701557,35953,1011,18,4,4448
20:25:36.701558,35953,1011,18,4,12056
20:25:36.701558,35953,1011,18,4,840
20:25:36.702403,35953,1011,19,4,11256
20:25:36.702403,35953,1011,19,4,3792
20:25:36.706545,35953,1012,7,4,3712
20:25:36.707300,35953,1012,8,4,4632
20:25:36.707300,35953,1012,8,4,12056
20:25:36.707300,35953,1012,8,4,632
20:25:36.707835,35953,1012,9,4,11464
20:25:36.707835,35953,1012,9,4,5896
20:25:36.712878,35953,1012,17,4,3712
20:25:36.713219,35953,1012,18,4,2528
20:25:36.713219,35953,1012,18,4,12056
20:25:36.713219,35953,1012,18,4,2752
20:25:36.713687,35953,1012,19,4,9344
20:25:36.713687,35953,1012,19,4,8016
20:25:36.718218,35953,1013,7,4,3712
20:25:36.718883,35953,1013,8,4,408
20:25:36.718883,35953,1013,8,4,12056
20:25:36.718883,35953,1013,8,4,4848
20:25:36.719459,35953,1013,9,4,7248
20:25:36.719459,35953,1013,9,4,10112
20:25:36.724010,35953,1013,17,4,1984
20:25:36.724011,35953,1013,17,4,1712
20:25:36.724799,35953,1013,18,4,10384
20:25:36.724799,35953,1013,18,4,6976
20:25:36.725561,35953,1013,19,4,5120
20:25:36.725561,35953,1013,19,4,9928
20:25:36.729835,35953,1014,7,4,2168
20:25:36.729835,35953,1014,7,4,1528
20:25:36.730575,35953,1014,8,4,10568
20:25:36.730575,35953,1014,8,4,5736
20:25:36.731064,35953,1014,9,4,6360
20:25:36.731064,35953,1014,9,4,11000
20:25:36.736130,35953,1014,17,4,1096
20:25:36.736130,35953,1014,17,4,2592
20:25:36.736545,35953,1014,18,4,9504
20:25:36.736545,35953,1014,18,4,7856
20:25:36.736945,35953,1014,19,4,4240
20:25:36.736945,35953,1014,19,4,12056
20:25:36.736946,35953,1014,19,4,1048
20:25:36.741392,35953,1015,7,4,3712
20:25:36.742072,35953,1015,8,4,7376
20:25:36.742073,35953,1015,8,4,9960
20:25:36.742608,35953,1015,9,4,2136
20:25:36.742609,35953,1015,9,4,12056
20:25:36.742609,35953,1015,9,4,3144
20:25:36.746986,35953,1015,17,4,3712
20:25:36.747825,35953,1015,18,4,5280
20:25:36.747825,35953,1015,18,4,12056
20:25:36.748462,35953,1015,19,4,12056
20:25:36.748462,35953,1015,19,4,2992
20:25:36.752940,35953,1016,7,4,3712
20:25:36.753513,35953,1016,8,4,56
20:25:36.753513,35953,1016,8,4,12056
20:25:36.753514,35953,1016,8,4,3400
20:25:36.753964,35953,1016,9,4,8696
20:25:36.753964,35953,1016,9,4,6864
20:25:36.758335,35953,1016,17,4,3712
20:25:36.759168,35953,1016,18,4,1560
20:25:36.759168,35953,1016,18,4,12056
20:25:36.759168,35953,1016,18,4,3720
20:25:36.759647,35953,1016,19,4,8376
20:25:36.759647,35953,1016,19,4,8984
20:25:36.764034,35953,1017,7,4,3112
20:25:36.764034,35953,1017,7,4,584
20:25:36.764569,35953,1017,8,4,11512
20:25:36.764570,35953,1017,8,4,5824
20:25:36.765131,35953,1017,9,4,6272
20:25:36.765131,35953,1017,9,4,11088
20:25:36.769661,35953,1017,17,4,1008
20:25:36.769662,35953,1017,17,4,2680
20:25:36.770266,35953,1017,18,4,9416
20:25:36.770267,35953,1017,18,4,7944
20:25:36.771048,35953,1017,19,4,4152
20:25:36.771048,35953,1017,19,4,10896
20:25:36.775338,35953,1018,7,4,1200
20:25:36.775338,35953,1018,7,4,2488
20:25:36.775990,35953,1018,8,4,9608
20:25:36.775990,35953,1018,8,4,7728
20:25:36.776561,35953,1018,9,4,4368
20:25:36.776561,35953,1018,9,4,12056
20:25:36.776561,35953,1018,9,4,920
20:25:36.781197,35953,1018,17,4,3712
20:25:36.781779,35953,1018,18,4,7504
20:25:36.781780,35953,1018,18,4,9856
20:25:36.782638,35953,1018,19,4,2240
20:25:36.782638,35953,1018,19,4,12056
20:25:36.782638,35953,1018,19,4,3040
20:25:36.786887,35953,1019,7,4,3712
20:25:36.787613,35953,1019,8,4,5384
20:25:36.787613,35953,1019,8,4,11952
20:25:36.788009,35953,1019,9,4,144
20:25:36.788009,35953,1019,9,4,12056
20:25:36.788009,35953,1019,9,4,5136
20:25:36.792665,35953,1019,17,4,3712
20:25:36.793124,35953,1019,18,4,3288
20:25:36.793124,35953,1019,18,4,12056
20:25:36.793124,35953,1019,18,4,2000
20:25:36.793817,35953,1019,19,4,10096
20:25:36.793817,35953,1019,19,4,4952
20:25:36.798277,35953,1020,7,4,3712
20:25:36.798885,35953,1020,8,4,3472
