time,rnti,frame,slot,snrx10,tpc,rssi
20:25:29.078136,35953,412,7,100,1,937
20:25:30.324847,35953,510,7,100,1,937
20:25:36.803882,35953,1020,17,100,1,937
20:25:37.463365,7659,47,7,100,1,937
20:25:38.301876,35953,114,7,100,1,937
20:25:38.342763,7659,117,17,110,1,937
20:25:38.812469,35953,158,7,100,1,937
20:25:39.538788,7659,217,7,100,1,937
20:25:40.336102,7659,280,7,100,1,937
20:25:40.770574,35953,317,17,100,1,929
20:25:40.847317,7659,324,7,100,1,937
20:25:40.853260,35953,324,17,100,1,937
20:25:41.109421,7659,347,7,100,1,937
20:25:41.776377,7659,397,17,100,1,937
20:25:41.883110,7659,406,17,100,1,937
20:25:42.140097,35953,429,7,100,1,937
20:25:42.504545,7659,461,7,100,1,937
20:25:42.820645,7659,489,7,100,1,937
20:25:43.047410,35953,508,17,100,1,937
20:25:43.386302,35953,529,7,100,1,937
20:25:43.399106,7659,530,7,100,1,937
20:25:43.723329,35953,558,7,100,1,929
20:25:43.740143,35953,559,17,100,1,929
20:25:43.897718,7659,573,7,100,1,937
20:25:44.115886,7659,592,7,100,1,929
20:25:44.241876,35953,603,7,100,1,937
20:25:44.658514,7659,631,7,100,1,937
20:25:44.892315,7659,651,17,100,1,937
20:25:45.397557,7659,692,7,100,1,937
20:25:45.398858,7659,692,17,100,1,937
20:25:46.475848,7659,775,17,100,1,937
20:25:46.504765,7659,778,7,100,1,937
20:25:47.184834,7659,837,7,100,1,937
20:25:47.590522,35953,866,7,100,1,937
20:25:47.669934,35953,873,7,100,1,937
20:25:47.704121,7659,876,7,100,1,937
20:25:47.826081,35953,886,17,100,1,937
20:25:48.078578,35953,908,7,100,1,937
20:25:48.107042,35953,910,17,100,1,937
20:25:49.049204,35953,986,7,100,1,929
20:25:49.066261,35953,987,17,100,1,937
20:25:49.410333,7659,1017,17,100,1,929
20:25:49.432995,35953,1019,17,100,1,937
20:25:49.796966,7659,26,7,100,1,937
20:25:49.927752,7659,37,17,100,1,937
20:25:50.400783,35953,76,17,100,1,937
20:25:50.690195,35953,101,7,100,1,937
20:25:50.793796,35953,110,7,100,1,937
20:25:51.018321,35953,129,7,100,1,937
20:25:51.409053,35953,163,7,100,1,937
20:25:52.210914,7659,227,17,100,1,937
20:25:52.436659,35953,247,7,100,1,937
20:25:52.688123,35953,260,17,100,1,929
20:25:52.746255,7659,265,17,100,1,937
20:25:53.365373,7659,318,17,100,1,937
20:25:54.785974,35953,439,7,100,1,937
20:25:54.895216,35953,448,17,100,1,937
20:25:55.149249,7659,468,7,100,1,937
20:25:56.117591,35953,552,17,100,1,937
20:25:56.307171,35953,569,7,100,1,937
20:25:57.262283,7659,645,7,100,1,937
20:25:57.325023,7659,650,17,100,1,937
20:25:57.432231,7659,660,7,100,1,937
20:25:57.441297,7659,660,17,100,1,937
20:25:57.616282,35953,676,7,100,1,937
20:25:57.616282,7659,676,7,100,1,937
20:25:57.923863,35953,694,7,100,1,937
20:25:58.481764,7659,742,17,100,1,929
20:25:58.691408,35953,760,17,100,1,937
20:25:58.969697,35953,783,17,100,1,937
20:25:59.345626,35953,816,7,100,1,937
20:25:59.585617,7659,837,7,100,1,937
20:26:00.060402,35953,870,7,100,1,929
20:26:00.099754,35953,873,17,100,1,937
20:26:00.729237,35953,929,7,100,1,937
20:26:01.214964,7659,969,7,100,1,937
20:26:01.443618,7659,989,7,110,1,937
20:26:02.929412,35953,83,17,100,1,937
20:26:03.712855,35953,151,7,100,1,937
20:26:05.091145,35953,266,7,100,1,937
20:26:05.328980,7659,287,7,100,1,937
20:26:05.442482,35953,297,7,100,1,937
20:26:06.052204,35953,347,17,100,1,937
20:26:06.241329,35953,364,7,100,1,937
20:26:06.807682,7659,413,17,100,1,937
20:26:06.848572,7659,417,7,100,1,937
20:26:07.006967,7659,426,17,100,1,937
20:26:07.415796,35953,462,7,100,1,937
20:26:07.573461,35953,475,17,100,1,937
20:26:07.573462,7659,475,17,100,1,937
20:26:07.626284,7659,480,7,100,1,929
20:26:08.161988,35953,522,17,100,1,937
20:26:08.190977,35953,525,7,100,1,929
20:26:08.343326,35953,538,7,100,1,937
20:26:08.408104,35953,543,17,100,1,937
20:26:08.447793,35953,547,7,100,1,929
20:26:08.897984,7659,586,17,100,1,937
20:26:08.909223,35953,587,17,100,1,937
20:26:09.634338,35953,641,7,100,1,937
20:26:09.753342,35953,651,17,100,1,937
20:26:10.614440,7659,722,17,100,1,937
20:26:10.832614,35953,741,17,100,1,937
20:26:11.496451,7659,795,17,100,1,937
20:26:12.313653,35953,867,7,100,1,937
20:26:12.487276,35953,882,7,100,1,937
20:26:12.813156,35953,909,17,100,1,937
20:26:12.951836,7659,921,17,100,1,937
20:26:13.049413,7659,930,7,100,1,937
20:26:13.077945,35953,932,17,100,1,937
20:26:13.192474,35953,939,7,100,1,929
20:26:13.192474,7659,939,7,100,1,937
20:26:14.328667,35953,11,7,100,1,944
20:26:14.339154,7659,12,7,100,1,937
20:26:14.722336,7659,47,17,100,1,937
20:26:14.799265,35953,54,17,100,1,937
20:26:14.940783,7659,67,17,100,1,937
20:26:15.185172,35953,90,17,100,1,937
20:26:15.498691,7659,120,7,100,1,937
20:26:15.553498,7659,125,7,100,1,937
20:26:15.898914,7659,157,7,100,1,937
20:26:16.126133,35953,175,17,100,1,937
20:26:16.299051,7659,191,17,100,1,937
20:26:16.411847,7659,202,7,100,1,929
20:26:16.576525,7659,217,17,100,1,929
20:26:17.151344,35953,269,17,100,1,937
20:26:17.452466,7659,293,7,100,1,929
20:26:17.477749,7659,295,17,100,1,929
20:26:17.771167,35953,324,17,100,1,937
20:26:18.587511,35953,387,17,100,1,937
20:26:18.603593,35953,389,7,100,1,937
20:26:19.146962,35953,438,7,100,1,937
20:26:19.446178,35953,454,7,100,1,944
20:26:19.721453,7659,477,17,100,1,929
20:26:20.204781,7659,519,7,100,1,937
20:26:21.535855,35953,625,17,100,1,937
20:26:22.365426,35953,691,17,110,1,937
20:26:22.497628,7659,703,7,100,1,937
20:26:22.503364,7659,703,17,100,1,937
20:26:22.936557,35953,741,17,100,1,937
