1787375266533740565,1589911597285817,connecting to 127.0.0.1:2031
1787375266533766231,1589911597311226,turning ON GNB_MAC_UL_MCS_DECISION
1787375266533779458,1589911597324425,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787375266636509315,1589911700054628,22:07:46.636025,9050,899,2,899,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375266700811103,1589911764356422,22:07:46.699786,9050,909,2,909,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375266766030892,1589911829576560,22:07:46.764811,9050,919,2,919,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375266834401904,1589911897947539,22:07:46.833925,9050,929,2,929,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375266897142029,1589911960687390,22:07:46.896343,9050,939,2,939,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375266959372826,1589912022918214,22:07:46.958939,9050,949,2,949,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267023376109,1589912086921250,22:07:47.022119,9050,959,2,959,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267087091507,1589912150636784,22:07:47.086664,9050,969,2,969,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267152999275,1589912216544732,22:07:47.152346,9050,979,2,979,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267218406894,1589912281952529,22:07:47.217825,9050,989,2,989,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267284219774,1589912347765097,22:07:47.284035,9050,999,2,999,8,482,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267350135748,1589912413680870,22:07:47.349244,9050,1009,2,1009,8,483,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267413668906,1589912477214355,22:07:47.413569,9050,1019,2,1019,8,483,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267480385494,1589912543930823,22:07:47.479903,9050,5,2,5,8,484,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267545970782,1589912609517156,22:07:47.545717,9050,15,2,15,8,485,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375267610125161,1589912673670527,22:07:47.609924,9050,25,2,25,8,485,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
