1787375266529236683,1589911592787865,connecting to 127.0.0.1:2031
1787375266529284151,1589911592829170,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787375266529286183,1589911592831110,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787375266578150038,1589911641695684,22:07:46.577142,9050,889,8,510,48,0,480,0,5,28,860
1787375266641042681,1589911704587946,22:07:46.639961,9050,899,8,510,48,0,480,0,5,28,860
1787375266704289248,1589911767834514,22:07:46.703717,9050,909,8,510,48,0,480,0,5,28,860
1787375266770378299,1589911833923684,22:07:46.769880,9050,919,8,510,48,0,480,0,5,28,860
1787375266838375696,1589911901920699,22:07:46.838182,9050,929,8,510,48,0,480,0,5,28,860
1787375266900898287,1589911964443264,22:07:46.900707,9050,939,8,510,48,1,480,0,5,28,860
1787375266963923198,1589912027468288,22:07:46.963712,9050,949,8,510,48,0,480,0,5,28,860
1787375267027016214,1589912090561256,22:07:47.026187,9050,959,8,510,48,0,480,0,5,28,860
1787375267091248691,1589912154793638,22:07:47.090999,9050,969,8,510,48,0,480,0,5,28,860
1787375267157725772,1589912221271464,22:07:47.156449,9050,979,8,510,48,0,480,0,5,28,860
1787375267223365946,1589912286911616,22:07:47.222204,9050,989,8,510,48,0,480,0,5,28,860
1787375267289728086,1589912353273492,22:07:47.289036,9050,999,8,510,48,0,480,0,5,28,860
1787375267354351479,1589912417896712,22:07:47.353345,9050,1009,8,510,48,0,480,0,5,28,860
1787375267419053543,1589912482599375,22:07:47.417982,9050,1019,8,510,48,1,480,0,5,28,860
1787375267484907799,1589912548453677,22:07:47.484317,9050,5,8,510,48,0,480,0,5,28,860
1787375267550143951,1589912613690294,22:07:47.549824,9050,15,8,510,48,0,480,0,5,28,860
1787375267615524234,1589912679069609,22:07:47.614301,9050,25,8,510,48,0,480,0,5,28,860
1787375267679684965,1589912743230468,22:07:47.679249,9050,35,8,510,48,0,480,0,5,28,860
1787375267743945519,1589912807491383,22:07:47.743561,9050,45,8,510,48,0,480,0,5,28,860
1787375267814494750,1589912878040420,22:07:47.813476,9050,55,8,510,48,0,480,0,5,28,860
1787375267878663299,1589912942209173,22:07:47.877727,9050,65,8,510,48,1,480,0,5,28,860
1787375267940697455,1589913004242919,22:07:47.940627,9050,75,8,510,48,0,480,0,5,28,860
1787375268006219204,1589913069764724,22:07:48.005587,9050,85,8,510,48,0,480,0,5,28,860
1787375268070668693,1589913134214431,22:07:48.070165,9050,95,8,510,48,0,480,0,5,28,860
1787375268164281766,1589913227827097,22:07:48.163384,9050,105,8,510,48,0,480,0,5,28,860
1787375268228811834,1589913292357035,22:07:48.227799,9050,115,8,510,48,0,480,0,5,28,860
1787375268291221278,1589913354766449,22:07:48.291112,9050,125,8,510,48,0,480,0,5,28,860
1787375268355505285,1589913419050417,22:07:48.354482,9050,135,8,510,48,1,480,0,5,28,860
1787375268418776453,1589913482321529,22:07:48.418681,9050,145,8,510,48,0,480,0,5,28,860
1787375268484322256,1589913547867354,22:07:48.483720,9050,155,8,510,48,0,480,0,5,28,860
1787375268549010258,1589913612555617,22:07:48.548234,9050,165,8,510,48,0,480,0,5,28,860
1787375268613330643,1589913676875863,22:07:48.612998,9050,175,8,510,48,0,480,0,5,28,860
1787375268638589184,1589913702134188,22:07:48.638186,9050,179,7,505,48,0,106,0,5,28,860
1787375268641800934,1589913705345911,22:07:48.641272,9050,179,17,505,48,1,106,0,5,28,860
1787375268644976093,1589913708521043,22:07:48.644509,9050,180,7,500,48,0,2178,0,106,28,860
1787375268646009242,1589913709554174,22:07:48.645142,9050,180,8,505,61,1,672,0,7,28,860
1787375268648203579,1589913711748540,22:07:48.648050,9050,180,17,500,61,1,2178,0,106,28,860
1787375268649245344,1589913712790466,22:07:48.648225,9050,180,18,505,61,1,672,0,7,28,860
1787375268661896038,1589913725441036,22:07:48.661158,9050,182,17,505,61,0,106,0,5,28,860
1787375268665049032,1589913728594213,22:07:48.664130,9050,183,7,505,48,0,106,0,5,28,860
1787375268729269819,1589913792814830,22:07:48.728182,9050,193,8,510,48,0,480,0,5,28,860
1787375268741471401,1589913805016636,22:07:48.740560,9050,195,7,505,48,0,106,0,5,28,860
1787375268744125367,1589913807670470,22:07:48.744011,9050,195,17,505,48,0,106,0,5,28,860
1787375268748333863,1589913811879130,22:07:48.747735,9050,196,7,500,48,0,2178,0,106,28,860
1787375268748368821,1589913811913792,22:07:48.748241,9050,196,8,505,61,0,672,0,7,28,860
1787375268752580228,1589913816125359,22:07:48.751720,9050,196,17,500,61,0,2178,0,106,28,860
1787375268752584566,1589913816129496,22:07:48.752132,9050,196,18,505,61,1,672,0,7,28,860
1787375268766304349,1589913829849709,22:07:48.765781,9050,198,17,505,61,0,106,0,5,28,860
1787375268769446611,1589913832991653,22:07:48.768801,9050,199,7,505,48,0,106,0,5,28,860
1787375268834769955,1589913898315132,22:07:48.834640,9050,209,8,505,48,0,480,0,5,28,860
1787375268841077653,1589913904622762,22:07:48.840554,9050,210,7,500,48,0,2178,0,106,28,860
1787375268841099584,1589913904644546,22:07:48.840943,9050,210,8,505,48,0,672,0,7,28,860
1787375268844273865,1589913907819126,22:07:48.843690,9050,210,17,505,49,1,106,0,5,28,860
1787375268856931547,1589913920476783,22:07:48.856264,9050,212,17,505,49,0,106,0,5,28,860
1787375268860247479,1589913923792573,22:07:48.859445,9050,213,7,505,48,0,106,0,5,28,860
1787375268924359457,1589913987904452,22:07:48.924052,9050,223,8,510,48,0,480,0,5,28,860
1787375268940123136,1589914003668139,22:07:48.939223,9050,225,17,505,48,0,106,0,5,28,860
1787375268943308782,1589914006854000,22:07:48.942457,9050,226,7,505,48,0,106,0,5,28,860
1787375268946493972,1589914010039391,22:07:48.945755,9050,226,17,500,48,0,2178,0,106,28,860
1787375268946532973,1589914010077903,22:07:48.946221,9050,226,18,505,61,1,672,0,7,28,860
1787375268949748974,1589914013294007,22:07:48.948924,9050,227,7,500,61,0,2178,0,106,28,860
1787375268949755493,1589914013300409,22:07:48.949411,9050,227,8,505,61,1,672,0,7,28,860
1787375268962381292,1589914025926393,22:07:48.962285,9050,229,7,505,61,0,106,0,5,28,860
1787375268966566842,1589914030111845,22:07:48.965586,9050,229,17,505,48,0,106,0,5,28,860
1787375269028795048,1589914092340497,22:07:49.027780,9050,239,8,510,48,0,480,0,5,28,860
1787375269040308295,1589914103853846,22:07:49.039891,9050,241,7,505,48,0,106,0,5,28,860
1787375269043501454,1589914107046452,22:07:49.043220,9050,241,17,505,48,0,106,0,5,28,860
1787375269046629045,1589914110174114,22:07:49.046445,9050,242,7,500,48,0,2178,0,106,28,860
1787375269047698673,1589914111243734,22:07:49.046742,9050,242,8,505,61,0,672,0,7,28,860
1787375269049889964,1589914113434956,22:07:49.049552,9050,242,17,500,61,1,2178,0,106,28,860
1787375269050983185,1589914114528156,22:07:49.050099,9050,242,18,505,61,1,672,0,7,28,860
1787375269062813900,1589914126358982,22:07:49.062415,9050,244,17,505,61,0,106,0,5,28,860
1787375269066787289,1589914130332401,22:07:49.065920,9050,245,7,505,48,0,106,0,5,28,860
1787375269163415224,1589914226960486,22:07:49.162630,9050,254,7,505,48,0,106,0,5,28,860
1787375269166573558,1589914230118660,22:07:49.165944,9050,254,17,505,48,0,106,0,5,28,860
1787375269169747973,1589914233293046,22:07:49.169507,9050,255,7,500,48,0,2178,0,106,28,860
1787375269170821809,1589914234366913,22:07:49.169847,9050,255,8,505,61,0,672,0,7,28,860
