cell_id,epsilon_m,preferred_core_kib,range_m,range_extrapolative,scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct,feasible_pct
eps1.5__core90__range25,1.5,90,25.0,False,ctrl_busylight_200k,clairvoyant,600,77.16666666666666,22.833333333333332,15.833333333333332,36.833333333333336,0.0,63.16666666666667,81.66666666666667,0.0,0.0,0.0,20.666666666666668,0,293,0.0,0.0,1.2941112861915096,0,379,0.0,0.0,1.0034072152288223,124,503,24.652087475149106,21.087188732207107,28.601220619046924,2.37706544990952,0.0,0.0,8.92616608794992,3.2257928242446243,0.5829305295912546,0.5829305295912546,0.5829305295912546,0.291601634063861,0.291601634063861,600,0.21973877665476405,0.0,0.0,0.0,168,28.000000000000004,100.0,0,0.0,0.0,2.235466834986805,1590,466,1124,29.30817610062893,63.166666666666664
eps1.5__core90__range25,1.5,90,25.0,False,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,60.66666666666667,0.0,49.5,79.0,20.5,0.0,37.5,39.83333333333333,0,6,0.0,2.7755575615628914e-15,39.033428790216526,225,364,61.81318681318681,56.72333461880221,66.65630297716577,239,475,50.31578947368421,45.83495147674827,54.79156069022001,10.068703893599407,5.4030853865090954e-17,7.105427357601002e-15,1000000.0,6.380334765727282,0.23320322225374024,0.23320322225374024,-13666.04171884812,-55.068417995171345,0.4909935895971655,599,0.02787590779572718,0.007165385118218516,43.833333333333336,41.5,22,3.6666666666666665,95.45454545454545,1,4.545454545454546,0.8069427621263849,21.79804583865733,1590,466,1124,29.30817610062893,39.33333333333333
eps1.5__core90__range25,1.5,90,25.0,False,ctrl_obeylight_200k,clairvoyant,600,44.0,56.00000000000001,12.666666666666668,60.0,0.0,40.0,49.5,0.0,0.0,0.0,9.5,0,162,0.0,0.0,2.3163440842904466,0,240,0.0,0.0,1.5753919941558816,57,297,19.19191919191919,15.117895036219133,24.05272303039825,4.725133760146327,0.0,0.0,19.088005275301327,19.088005275301327,0.4967168397002079,0.4967168397002079,0.4967168397002079,0.47073544423761593,0.47073544423761593,600,0.1380063725645079,0.0,0.0,0.0,117,19.5,100.0,0,0.0,0.0,3.1789245662733383,1355,808,547,59.6309963099631,40.0
eps1.5__core90__range25,1.5,90,25.0,False,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,83.0,0.0,24.0,48.16666666666667,4.5,0.0,26.666666666666668,31.166666666666664,0,0,,,,160,235,68.08510638297872,61.87532986325732,73.71313137780895,187,289,64.70588235294117,59.036203229300675,69.98974150622436,11.205931651850978,8.548717289613706e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.36593669484009134,0.36593669484009134,-9221.699060009114,0.5441444239722546,0.5441444239722546,600,0.03429157069944862,0.012806091176974859,30.333333333333336,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631,17.0
eps1.5__core90__range25,1.5,90,25.0,False,oppwin_fast_test,clairvoyant,499,26.252505010020037,73.74749498997996,8.41683366733467,34.86973947895792,0.0,65.13026052104209,73.74749498997996,0.0,0.0,0.0,9.418837675350701,0,79,0.0,0.0,4.637121165392266,0,325,0.0,0.0,1.1681795946504239,47,372,12.634408602150538,9.635806478811663,16.396834818318943,1.8284739477030567,0.0,0.0,8.911843918880432,5.986949620333136,0.18923346960189336,0.18923346960189336,0.18923346960189336,0.13394303864533796,0.13394303864533796,499,0.06094732332291574,0.0,0.0,0.0,61,12.224448897795591,100.0,0,0.0,0.0,5.924386789811283,240,165,75,68.75,65.13026052104209
eps1.5__core90__range25,1.5,90,25.0,False,oppwin_fast_test,shielded,499,4.208416833667335,95.79158316633266,3.6072144288577155,27.45490981963928,0.0,65.33066132264528,73.94789579158316,8.617234468937877,0.0,1.402805611222445,1.402805611222445,0,2,0.0,0.0,65.76197724933469,7,326,2.147239263803681,1.0439317766086043,4.365169579080271,7,369,1.897018970189702,0.9218881471308518,3.86337872665702,1.891597644821172,4.449791681864355e-18,8.881784197001252e-16,1000000.0,7.046809250860501,0.15982825466261738,0.15982825466261738,-2204.205534373064,0.17782271059808968,0.17782271059808968,499,0.01997439984084354,0.004517729573213691,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75,72.54509018036072
eps2.5__core129__range40,2.5,129,40.0,True,ctrl_busylight_200k,clairvoyant,600,90.83333333333333,9.166666666666666,23.5,22.333333333333332,0.0,77.66666666666666,91.33333333333333,0.0,0.0,0.0,19.166666666666668,0,423,0.0,0.0,0.8999732198712754,0,466,0.0,0.0,0.8176074606817836,115,581,19.793459552495698,16.75657930338112,23.227155654845788,2.5379570683084216,0.0,0.0,10.164965355885208,2.86586107296923,0.5613698431193266,0.5613698431193266,0.5613698431193266,0.32529542628818564,0.32529542628818564,600,0.28669549726074695,0.0,0.0,0.0,177,29.5,100.0,0,0.0,0.0,2.124213576767795,2605,575,2030,22.072936660268713,77.66666666666667
eps2.5__core129__range40,2.5,129,40.0,True,ctrl_busylight_200k,shielded,600,8.333333333333332,91.66666666666666,7.333333333333333,65.33333333333333,0.0,22.666666666666664,79.0,28.666666666666668,0.16666666666666669,42.833333333333336,44.83333333333333,1,16,6.25,1.1119344764642518,28.328737570298944,257,392,65.56122448979592,60.72681571269033,70.09360425126874,269,476,56.51260504201681,52.02454860155202,60.896385773809655,15.886125108985665,6.069219201284189e-17,7.105427357601002e-15,1000000.0,11.327624714304784,0.28079569473475385,0.28079569473475385,-14632.853483528983,-66.14354537071817,0.5307993736545812,598,0.042869910005730746,0.0052353950754108316,78.16666666666666,73.0,27,4.5,92.5925925925926,2,7.4074074074074066,2.0554654060988624,23.369592683023143,2605,575,2030,22.072936660268713,34.66666666666667
eps2.5__core129__range40,2.5,129,40.0,True,ctrl_obeylight_200k,clairvoyant,600,52.5,47.5,28.833333333333332,66.16666666666666,0.0,33.83333333333333,39.5,0.0,0.0,0.0,28.333333333333332,0,145,0.0,1.734723475976807e-16,2.580906456528246,0,203,0.0,1.734723475976807e-16,1.8571996361832828,170,373,45.57640750670241,40.59286877507974,50.65013296276732,5.831577245995954,0.0,0.0,18.110038980468754,17.307719241119916,0.4510667498552061,0.4510667498552061,0.4510667498552061,0.4458524989321548,0.4458524989321548,600,0.23148132140226488,0.0,0.0,0.0,204,34.0,100.0,0,0.0,0.0,1.8482639808683075,1921,1067,854,55.54398750650703,33.83333333333334
eps2.5__core129__range40,2.5,129,40.0,True,ctrl_obeylight_200k,shielded,600,7.666666666666666,92.33333333333333,4.833333333333333,83.5,0.0,20.166666666666664,36.833333333333336,5.0,1.0,16.666666666666664,21.333333333333336,4,18,22.22222222222222,9.000928108601695,45.21458431621262,100,177,56.49717514124294,49.13228871007572,63.586033819496826,128,225,56.888888888888886,50.35584106001389,63.19065534835312,16.311741587773998,9.992007221626409e-17,7.105427357601002e-15,1000000.0,21.166250427282776,0.5078410613290861,0.5078410613290861,-7566.0557394766465,0.6590301983383209,0.6590301983383209,600,0.035496396327660024,0.007377399956697108,40.33333333333333,38.166666666666664,34,5.666666666666666,100.0,0,0.0,0.0,10.151455415332377,1921,1067,854,55.54398750650703,16.5
