tick,tick_raw_ns,observation_available_raw_ns,ue0_c_hat_mbps,ue1_c_hat_mbps,ue0_source_event_raw_ns,ue1_source_event_raw_ns
0,893332344056240,893332344300537,5.2,5.2,0,0
1,893332394056240,893332394133405,5.2,5.2,893332329529267,893332269704326
2,893332444056240,893332444152233,5.2,5.2,893332329529267,893332385322786
3,893332494056240,893332494141910,5.2,5.2,893332442284212,893332385322786
4,893332544056240,893332544272371,5.2,5.2,893332442284212,893332385322786
5,893332594056240,893332594163555,4.1609696000000005,5.2,893332442284212,893332500056760
6,893332644056240,893332644148039,3.3680444800000005,5.2,893332593749622,893332500056760
7,893332694056240,893332694143536,2.7936131840000007,5.2,893332641735632,893332616094606
8,893332744056240,893332744145506,2.4026233472000005,5.2,893332694014127,893332616094606
9,893332794056240,893332794488608,2.1497930777600005,5.2,893332739827566,893332732474174
10,893332844056240,893332844154257,2.0125992622080005,5.2,893332793527403,893332732474174
11,893332894056240,893332894137008,1.9664442097664003,5.2,893332841019214,893332732474174
12,893332944056240,893332944151107,1.9974065678131203,5.2,893332892819314,893332851536515
13,893332994056240,893332994227687,2.0821300542504964,5.2,893332940132649,893332851536515
14,893333044056240,893333044528122,2.218096043400397,5.2,893332991759540,893332967545075
15,893333094056240,893333094386917,2.3947040347203177,5.2,893333044447441,893332967545075
16,893333144056240,893333144281330,2.3947040347203177,5.2,893333090998550,893333083601138
17,893333194056240,893333194152872,2.3947040347203177,5.2,893333095273697,893333083601138
18,893333244056240,893333244257139,2.3947040347203177,5.2,893333095273697,893333083601138
19,893333294056240,893333294291330,2.3947040347203177,5.2,893333210990016,893333199120557
20,893333344056240,893333344135412,2.3947040347203177,5.2,893333210990016,893333199120557
21,893333394056240,893333394128650,2.3947040347203177,4.1916368,893333324400483,893333342041067
22,893333444056240,893333444144024,2.3947040347203177,3.41520224,893333324400483,893333393309740
23,893333494056240,893333494137029,2.3947040347203177,2.8541697920000004,893333324400483,893333441482714
24,893333544056240,893333544136444,2.3947040347203177,2.4736926336000002,893333469188435,893333492623383
25,893333594056240,893333594136714,2.3947040347203177,2.2365221068800003,893333469188435,893333543638650
26,893333644056240,893333644149886,2.3947040347203177,2.1081648855040003,893333583530744,893333593447832
27,893333694056240,893333694141827,2.3947040347203177,2.0724023084032,893333583530744,893333641845064
28,893333744056240,893333744387866,2.3947040347203177,2.11162744672256,893333583530744,893333692974939
29,893333794056240,893333794184015,2.3947040347203177,2.2077243573780483,893333698233534,893333743814153
30,893333844056240,893333844278787,2.3947040347203177,2.3482018859024385,893333698233534,893333789049977
31,893333894056240,893333894133859,2.3947040347203177,2.528470308721951,893333812225860,893333840787249
32,893333944056240,893333944336065,2.3947040347203177,2.528470308721951,893333812225860,893333870277984
33,893333994056240,893333994129122,2.3947040347203177,2.528470308721951,893333927220419,893333870277984
34,893334044056240,893334044130697,2.3947040347203177,2.528470308721951,893333927220419,893333983210523
35,893334094056240,893334094523445,2.3947040347203177,2.528470308721951,893334040366503,893333983210523
36,893334144056240,893334144134304,2.3947040347203177,2.528470308721951,893334040366503,893333983210523
37,893334194056240,893334194137509,2.3947040347203177,2.528470308721951,893334040366503,893334097484723
38,893334244056240,893334244139418,2.3947040347203177,2.528470308721951,893334154100287,893334097484723
39,893334294056240,893334294143094,2.3947040347203177,2.528470308721951,893334154100287,893334209538638
40,893334344056240,893334344166562,2.3947040347203177,2.528470308721951,893334267809895,893334209538638
41,893334394056240,893334394143152,2.3947040347203177,2.528470308721951,893334267809895,893334323445603
42,893334444056240,893334444145695,2.3947040347203177,2.528470308721951,893334267809895,893334323445603
43,893334494056240,893334494130308,1.9546352277762542,2.528470308721951,893334440507928,893334323445603
44,893334544056240,893334544149666,1.6707673822210034,2.528470308721951,893334492788525,893334462728655
