frame_id,result_received,target_gt_present,target_visible,target_forward_m,target_lateral_m,target_radar_points,target_pixel_x,candidate_vehicle_predictions,matched_prediction_score,nearest_error_m,forward_error_m,lateral_error_m,radar_support_score
8888,1,1,1,9.999926484184147,-0.00015292465530691857,3311.0,639.9981001071513,1,0.24534767866134644,2.668360092908666,2.00122089202581,-1.7650100642055744,0.9999995231628418
8889,1,1,1,9.999926484184147,-0.00015292465530691857,3277.0,639.9981001071513,1,0.24809952080249786,2.64540548704919,1.8949266939067664,-1.8459206417475087,0.9999995231628418
8890,1,1,1,9.999926484184147,-0.00015292465530691857,3315.0,639.9981001071513,1,0.2598516643047333,2.667413973719186,2.0181533446203894,-1.7441772802068924,0.9999995231628418
8891,1,1,1,9.999926484184147,-0.00015292465530691857,3329.0,639.9981001071513,1,0.2446080446243286,2.728808780299518,2.1601095820807927,-1.667430344225055,0.9999995231628418
8892,1,1,1,9.999926484184147,-0.00015292465530691857,3349.0,639.9981001071513,1,0.2340935915708542,2.6183967809264135,1.9920012174437458,-1.6993919065561185,0.9999995231628418
8893,1,1,1,9.999926484184147,-0.00015292465530691857,3351.0,639.9981001071513,1,0.2387363165616989,2.5852551778886537,1.92421509275512,-1.7265400695070763,0.9999995231628418
8894,1,1,1,9.999926484184147,-0.00015292465530691857,3246.0,639.9981001071513,1,0.23805347084999084,2.7179964347619308,2.032129749059117,-1.8049801390507039,0.9999995231628418
8895,1,1,1,9.999926484184147,-0.00015292465530691857,3390.0,639.9981001071513,1,0.22470901906490326,2.829522424634186,2.146854320577824,-1.8431531888923536,0.9999997615814209
8896,1,1,1,9.999926484184147,-0.00015292465530691857,3338.0,639.9981001071513,1,0.22072695195674896,2.619106880183863,1.9883172379451581,-1.7047918967183608,0.9999996423721313
8897,1,1,1,9.999926484184147,-0.00015292465530691857,3407.0,639.9981001071513,1,0.24299660325050354,2.6769746186118843,1.9489879214228338,-1.8351128550691773,0.9999996423721313
8898,1,1,1,9.999926484184147,-0.00015292465530691857,3341.0,639.9981001071513,1,0.2803258001804352,2.805275939876313,2.0109179103282186,-1.9559606991885403,0.9999997615814209
8899,1,1,1,9.999926484184147,-0.00015292465530691857,3391.0,639.9981001071513,1,0.2793456017971039,2.9143470575418258,2.120646241458648,-1.9990693560729722,0.9999996423721313
8900,1,1,1,9.999926484184147,-0.00015292465530691857,3271.0,639.9981001071513,1,0.26448681950569153,2.807809836948413,2.0485432160252564,-1.9202257087491499,0.9999996423721313
8901,1,1,1,9.999926484184147,-0.00015292465530691857,3383.0,639.9981001071513,1,0.29652082920074463,2.7944696752687737,2.0490307522918814,-1.900140453271529,0.9999996423721313
8902,1,1,1,9.999926484184147,-0.00015292465530691857,3363.0,639.9981001071513,1,0.3102400302886963,2.6925572985858164,1.9937099407610313,-1.8096920948819981,0.9999996423721313
8903,1,1,1,9.999926484184147,-0.00015292465530691857,3454.0,639.9981001071513,1,0.27506762742996216,2.753522490159297,1.9894860825250906,-1.9036363180114064,0.9999996423721313
8904,1,1,1,9.999926484184147,-0.00015292465530691857,3394.0,639.9981001071513,1,0.2700440287590027,2.783107045665701,2.003168624160127,-1.932097381296939,0.9999996423721313
8905,1,1,1,9.999926484184147,-0.00015292465530691857,3394.0,639.9981001071513,1,0.3227008581161499,2.9181082317793274,2.0212122567628357,-2.104769979235251,0.9999996423721313
8906,1,1,1,9.999926484184147,-0.00015292465530691857,3374.0,639.9981001071513,1,0.2629537880420685,2.8596061247890248,2.060014201803271,-1.9833528877382702,0.9999996423721313
8907,1,1,1,9.999926484184147,-0.00015292465530691857,3310.0,639.9981001071513,1,0.33317336440086365,3.0226053738610688,2.243508224607181,-2.0255404444774108,0.9999997615814209
8908,1,1,1,9.999926484184147,-0.00015292465530691857,3382.0,639.9981001071513,1,0.36052048206329346,3.0190508519600168,2.2553473298923534,-2.007006843104411,0.9999997615814209
8909,1,1,1,9.999926484184147,-0.00015292465530691857,3290.0,639.9981001071513,1,0.3622688353061676,3.0241743876172498,2.1846651358987295,-2.0911405908519765,0.9999997615814209
8910,1,1,1,9.999926484184147,-0.00015292465530691857,3434.0,639.9981001071513,1,0.37857502698898315,3.0795053978424676,2.2623677496482064,-2.089269169037969,0.9999997615814209
8911,1,1,1,9.999926484184147,-0.00015292465530691857,3391.0,639.9981001071513,2,0.20811760425567627,1.2517073089040816,1.0622883902279783,-0.6620532932859319,0.9999982118606567
8912,1,1,1,9.999926484184147,-0.00015292465530691857,3202.0,639.9981001071513,2,0.2126348316669464,1.256735168087536,1.0640985513498846,-0.6686385837828122,0.9999979734420776
8913,1,1,1,9.999926484184147,-0.00015292465530691857,3386.0,639.9981001071513,2,0.229416623711586,1.282453544502865,1.0404627890271108,-0.7497494771307871,0.9999978542327881
8914,1,1,1,9.999926484184147,-0.00015292465530691857,3321.0,639.9981001071513,2,0.21560326218605042,1.249608688461619,1.021668803511266,-0.7195239608314834,0.9999974966049194
8915,1,1,1,9.999926484184147,-0.00015292465530691857,3329.0,639.9981001071513,1,0.3818349242210388,2.9618929213635607,2.1813781987775407,-2.0035964742236945,0.9999997615814209
8916,1,1,1,9.999926484184147,-0.00015292465530691857,3300.0,639.9981001071513,2,0.20801760256290436,1.2389325752101734,1.053624602586625,-0.6517891704693236,0.9999979734420776
8917,1,1,1,9.999926484184147,-0.00015292465530691857,3331.0,639.9981001071513,2,0.200149804353714,1.320321324289146,1.0999932509864774,-0.730248757038891,0.9999983310699463
8918,1,1,1,9.999926484184147,-0.00015292465530691857,3318.0,639.9981001071513,1,0.38536137342453003,3.153677502335347,2.3894347322940885,-2.0582233719503797,0.9999997615814209
8919,1,1,1,9.999926484184147,-0.00015292465530691857,3300.0,639.9981001071513,2,0.20131470263004303,1.1941999365329086,0.9880113680036833,-0.6707809069366044,0.9999979734420776
8920,1,1,1,9.999926484184147,-0.00015292465530691857,3277.0,639.9981001071513,2,0.20961713790893555,1.1317395386512805,0.8959717040082898,-0.6914254037588546,0.9999978542327881
8921,1,1,1,9.999926484184147,-0.00015292465530691857,3330.0,639.9981001071513,2,0.21076706051826477,1.2838609174200373,1.0885434994928924,-0.6807142608983502,0.999997615814209
8922,1,1,1,9.999926484184147,-0.00015292465530691857,3485.0,639.9981001071513,1,0.3616276979446411,2.9922714171340354,2.187388634619563,-2.0418176203898555,0.9999996423721313
8923,1,1,1,9.999926484184147,-0.00015292465530691857,3343.0,639.9981001071513,1,0.3302898705005646,2.944770590921861,2.1561971925663093,-2.005613995744807,0.9999995231628418
8924,1,1,1,9.999926484184147,-0.00015292465530691857,3314.0,639.9981001071513,2,0.21551471948623657,1.0931886089726934,0.868609583207498,-0.6637610464223922,0.9999973773956299
8925,1,1,1,9.999926484184147,-0.00015292465530691857,3352.0,639.9981001071513,2,0.21447645127773285,1.1071954510096669,0.8414587018387326,-0.7196033767544278,0.999997615814209
8926,1,1,1,9.999926484184147,-0.00015292465530691857,3347.0,639.9981001071513,2,0.21378493309020996,1.2269763258209132,0.9887961307395743,-0.7264661836310309,0.9999973773956299
8927,1,1,1,9.999926484184147,-0.00015292465530691857,3372.0,639.9981001071513,2,0.22033751010894775,1.1709940757413897,0.9527720646645936,-0.6807734705584514,0.9999977350234985
8928,1,1,1,9.999926484184147,-0.00015292465530691857,3333.0,639.9981001071513,2,0.21989506483078003,1.2382606313403022,1.0402159134881388,-0.6717441808109101,0.9999978542327881
8929,1,1,1,9.999926484184147,-0.00015292465530691857,3365.0,639.9981001071513,2,0.2235582321882248,1.283127849327181,1.137484978340838,-0.5937550014677265,0.9999982118606567
8930,1,1,1,9.999926484184147,-0.00015292465530691857,3337.0,639.9981001071513,2,0.22049999237060547,1.2883395106891293,1.1255269815691087,-0.6269032689040923,0.9999978542327881
8931,1,1,1,9.999926484184147,-0.00015292465530691857,3353.0,639.9981001071513,2,0.22791028022766113,1.1317942794850775,0.928999516612944,-0.646465922696674,0.9999977350234985
8932,1,1,1,9.999926484184147,-0.00015292465530691857,3348.0,639.9981001071513,2,0.2436036616563797,1.3351502895458132,1.1822673607708483,-0.6203790642262207,0.9999978542327881
8933,1,1,1,9.999926484184147,-0.00015292465530691857,3384.0,639.9981001071513,2,0.2157842218875885,1.3417402656500939,1.1889174281250408,-0.6218860744278837,0.9999978542327881
8934,1,1,1,9.999926484184147,-0.00015292465530691857,3369.0,639.9981001071513,2,0.23094260692596436,1.3577067898127615,1.1951233173510456,-0.6442421776222869,0.9999979734420776
