frame_id,result_received,target_gt_present,target_visible,target_forward_m,target_lateral_m,target_radar_points,target_pixel_x,candidate_vehicle_predictions,matched_prediction_score,nearest_error_m,forward_error_m,lateral_error_m,radar_support_score
8875,1,1,1,9.999926484184147,-0.00015292465530691857,3449.0,639.9981001071513,0,nan,nan,nan,nan,nan
8876,1,1,1,9.999926484184147,-0.00015292465530691857,3355.0,639.9981001071513,0,nan,nan,nan,nan,nan
8877,1,1,1,9.999926484184147,-0.00015292465530691857,3316.0,639.9981001071513,0,nan,nan,nan,nan,nan
8878,1,1,1,9.999926484184147,-0.00015292465530691857,3410.0,639.9981001071513,0,nan,nan,nan,nan,nan
8879,1,1,1,9.999926484184147,-0.00015292465530691857,3332.0,639.9981001071513,0,nan,nan,nan,nan,nan
8880,1,1,1,9.999926484184147,-0.00015292465530691857,3367.0,639.9981001071513,1,0.22934499382972717,3.1580084186627877,2.673018609199985,-1.681662477197972,0.9999995231628418
8881,1,1,1,9.999926484184147,-0.00015292465530691857,3383.0,639.9981001071513,1,0.2075505554676056,2.9265255006530015,2.4250587544311264,-1.6381823901901933,0.9999995231628418
8882,1,1,1,9.999926484184147,-0.00015292465530691857,3364.0,639.9981001071513,0,nan,nan,nan,nan,nan
8883,1,1,1,9.999926484184147,-0.00015292465530691857,3516.0,639.9981001071513,0,nan,nan,nan,nan,nan
8884,1,1,1,9.999926484184147,-0.00015292465530691857,3355.0,639.9981001071513,1,0.23056292533874512,2.779580034476158,2.153959359119089,-1.7568506616447979,0.9999994039535522
8885,1,1,1,9.999926484184147,-0.00015292465530691857,3324.0,639.9981001071513,1,0.21158839762210846,2.6466681298495818,2.0256601838683426,-1.7033945547206482,0.9999994039535522
8886,1,1,1,9.999926484184147,-0.00015292465530691857,3401.0,639.9981001071513,0,nan,nan,nan,nan,nan
8887,1,1,1,9.999926484184147,-0.00015292465530691857,3388.0,639.9981001071513,1,0.21831920742988586,2.6147731710638946,1.945733917285735,-1.7467564968361913,0.9999994039535522
