walker_motion_mode,walker_physics,radar_pps,target_distance_m,frames,radius_support_rate,radius_support_rate_ge5,radius_support_rate_ge10,bbox_support_rate,bbox_support_rate_ge5,bbox_support_rate_ge10,depth_window_support_rate,mean_radius_points,median_radius_points,mean_bbox_points,median_bbox_points,mean_depth_window_points,mean_total_radar_points,median_nearest_depth_m
cross,default,48000,40.0,1200,0.9375,0.145,0.0008333333333333334,0.9908333333333333,0.5691666666666667,0.035833333333333335,1.0,2.7508333333333335,3.0,5.029166666666667,5.0,43.065,4773.366666666667,0.013170242309570312
