time,eNB_ID,frame,subframe,rsrp,rssi,snr,rx_power,noise_power,w_cqi,freq_offset
20:02:25.782531,0,950,0,-2147483648,-183,-95,-90,5,-95,6
20:02:25.802738,0,952,0,-2147483648,-183,-90,-90,0,-90,6
20:02:26.826999,0,26,0,-2147483648,-183,-93,-90,3,-93,6
20:02:26.847168,0,28,0,-2147483648,-183,-93,-90,3,-93,6
20:02:27.872704,0,126,0,-2147483648,-183,-93,-90,3,-93,6
20:02:27.892973,0,128,0,-2147483648,-183,-90,-90,0,-90,6
20:02:28.971898,0,226,0,-2147483648,-183,-90,-90,0,-90,6
20:02:28.992108,0,228,0,-2147483648,-183,-93,-90,3,-93,6
20:02:30.076966,0,326,0,-2147483648,-183,-93,-90,3,-93,6
20:02:30.097354,0,328,0,-2147483648,-183,-90,-90,0,-90,6
20:02:31.241269,0,426,0,-2147483648,-183,-93,-90,3,-93,6
20:02:31.264041,0,428,0,-2147483648,-183,-90,-90,0,-90,6
20:02:32.401941,0,526,0,-2147483648,-183,-93,-90,3,-93,6
20:02:32.424753,0,528,0,-2147483648,-183,-95,-90,5,-95,6
20:02:33.618686,0,626,0,-2147483648,-183,-96,-90,6,-96,6
20:02:33.642282,0,628,0,-2147483648,-183,-93,-90,3,-93,6
20:02:34.859161,0,726,0,-2147483648,-183,-95,-90,5,-95,6
20:02:34.882080,0,728,0,-2147483648,-183,-93,-90,3,-93,6
20:02:35.601748,0,787,0,-2147483648,-183,-96,-90,6,-96,6
20:02:36.050911,0,826,0,-2147483648,-183,-93,-90,3,-93,6
20:02:36.074045,0,828,0,-2147483648,-183,-93,-90,3,-93,6
20:02:37.262578,0,926,0,-2147483648,-183,-93,-90,3,-93,6
20:02:37.285909,0,928,0,-2147483648,-183,-96,-90,6,-96,6
20:02:38.514082,0,2,0,-2147483648,-183,-93,-90,3,-93,6
20:02:38.537884,0,4,0,-2147483648,-183,-95,-90,5,-95,6
20:02:39.802731,0,102,0,-2147483648,-183,-95,-90,5,-95,6
20:02:39.825594,0,104,0,-2147483648,-183,-95,-90,5,-95,6
20:02:40.987379,0,202,0,-2147483648,-183,-90,-90,0,-90,6
20:02:41.010221,0,204,0,-2147483648,-183,0,-90,-90,0,6
20:02:42.154570,0,302,0,-2147483648,-183,-95,-90,5,-95,6
20:02:42.177562,0,304,0,-2147483648,-183,-93,-90,3,-93,6
20:02:43.327045,0,402,0,-2147483648,-183,-93,-90,3,-93,6
20:02:43.349689,0,404,0,-2147483648,-183,-93,-90,3,-93,6
20:02:44.493832,0,502,0,-2147483648,-183,-93,-90,3,-93,6
20:02:44.516506,0,504,0,-2147483648,-183,-93,-90,3,-93,6
20:02:44.720068,0,515,0,-2147483648,-183,-93,-90,3,-93,6
20:02:45.775553,0,602,0,-2147483648,-183,-95,-90,5,-95,6
20:02:45.798425,0,604,0,-2147483648,-183,-93,-90,3,-93,6
20:02:46.138278,0,634,0,-2147483648,-183,-95,-90,5,-95,6
20:02:47.018988,0,702,0,-2147483648,-183,-93,-90,3,-93,6
20:02:47.042515,0,704,0,-2147483648,-183,-93,-90,3,-93,6
20:02:47.223275,0,719,0,-2147483648,-183,-95,-90,5,-95,6
20:02:47.730824,0,763,0,-2147483648,-183,-95,-90,5,-95,6
