time,mono_sec,mono_nsec,rnti,frame,slot,sdu_bytes
21:21:00.641251,895905,704795933,960,38,8,101
21:21:00.699545,895905,763089969,3836,43,8,101
21:21:00.757544,895905,821089729,960,48,8,92
21:21:00.815893,895905,879438304,3836,53,8,101
21:21:00.873310,895905,936855681,960,58,8,101
21:21:00.930506,895905,994051452,3836,63,8,101
21:21:01.019118,895906,82663033,960,68,8,101
21:21:01.076912,895906,140457073,3836,73,8,101
21:21:01.134298,895906,197843240,960,78,8,101
21:21:01.191475,895906,255020655,3836,83,8,101
21:21:01.248454,895906,311999341,960,88,8,92
21:21:01.305368,895906,368912896,3836,93,8,101
21:21:01.362313,895906,425857825,960,98,8,101
21:21:01.419725,895906,483270510,3836,103,8,101
21:21:01.477123,895906,540668197,960,108,8,101
21:21:01.534150,895906,597695393,3836,113,8,101
21:21:01.591544,895906,655089655,960,118,8,101
21:21:01.650005,895906,713550671,3836,123,8,101
21:21:01.708920,895906,772465674,960,128,8,92
21:21:01.767471,895906,831016505,3836,133,8,101
21:21:01.825183,895906,888728379,960,138,8,101
21:21:01.882441,895906,945986271,3836,143,8,101
21:21:01.940149,895907,3694195,960,148,8,101
21:21:01.998770,895907,62315359,3836,153,8,101
21:21:02.057203,895907,120748024,960,158,8,101
21:21:02.116132,895907,179676923,3836,163,8,101
21:21:02.174093,895907,237638598,960,168,8,92
21:21:02.231259,895907,294804629,3836,173,8,101
21:21:02.290060,895907,353605026,960,178,8,101
21:21:02.347108,895907,410652957,3836,183,8,101
21:21:02.403514,895907,467059430,960,188,8,101
21:21:02.459946,895907,523491060,3836,193,8,101
21:21:02.516993,895907,580537948,960,198,8,101
21:21:02.574138,895907,637683234,3836,203,8,101
21:21:02.630742,895907,694287049,960,208,8,92
21:21:02.688223,895907,751768704,3836,213,8,101
21:21:02.746325,895907,809870680,960,218,8,101
21:21:02.803404,895907,866949219,3836,223,8,101
21:21:02.861087,895907,924631927,960,228,8,101
21:21:02.918152,895907,981697689,3836,233,8,101
21:21:02.975972,895908,39516949,960,238,8,101
21:21:03.032367,895908,95912479,3836,243,8,101
21:21:03.093921,895908,157465895,960,248,8,92
21:21:03.150668,895908,214212926,3836,253,8,101
21:21:03.207954,895908,271499072,960,258,8,101
21:21:03.265022,895908,328566954,3836,263,8,101
21:21:03.322123,895908,385667534,960,268,8,101
21:21:03.379439,895908,442983940,3836,273,8,101
21:21:03.436194,895908,499739705,960,278,8,101
