time,rnti,frame,slot,snrx10,tpc,rssi
21:21:05.926569,3836,490,7,100,1,937
21:21:08.144857,3836,690,7,100,1,937
21:21:14.307779,3836,227,17,100,1,937
21:21:14.917675,3836,285,7,100,1,937
21:21:17.741447,3836,529,17,100,1,937
21:21:18.816583,960,620,7,100,1,937
21:21:19.335517,960,666,7,100,1,937
21:21:19.346542,3836,667,7,100,1,937
21:21:21.535891,960,867,7,100,1,937
21:21:22.651219,960,966,7,100,1,929
21:21:22.727580,3836,973,7,100,1,937
21:21:23.811944,960,43,7,100,1,937
21:21:24.465106,960,105,7,100,1,937
21:21:25.612370,3836,207,7,100,1,937
21:21:26.002961,3836,241,7,100,1,937
21:21:27.173187,3836,341,7,100,1,937
21:21:27.410949,960,362,7,100,1,937
21:21:28.448724,3836,449,7,100,1,937
21:21:30.784043,960,645,7,100,1,937
21:21:36.528502,960,120,7,100,1,937
21:21:41.144021,960,520,7,100,1,937
