wall_time,stream_id,frame_id,carla_timestamp,object_count,packet_bytes,t_capture_perf,t_front_start_perf,t_backbone_input_perf,t_front_model_done_perf,t_front_payload_ready_perf,t_front_send_perf,t_edge_recv_perf,t_tail_done_perf,t_map_publish_perf,t_map_ingest_perf,t_map_update_start_perf,t_map_update_done_perf,front_to_edge_ms,tail_ms,edge_to_map_publish_ms,capture_to_backbone_input_ms,sync_world_tick_ms,camera_frame_wait_ms,radar_wait_ms,rgb_convert_ms,camera_inverse_matrix_ms,radar_tensor_build_ms,camera_matrix_ms,camera_transform_payload_ms,pre_model_other_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,model_preprocess_ms,front_backbone_ms,feature_serialize_ms,backbone_input_to_front_send_ms,backbone_input_to_edge_recv_ms,backbone_input_to_tail_done_ms,backbone_input_to_map_publish_ms,backbone_input_to_map_ingest_ms,backbone_input_to_map_update_done_ms,map_queue_ms,map_service_ms,capture_to_map_ingest_ms,capture_to_map_update_done_ms,map_update_delay_ms_config
2026-07-30T00:03:11.873,Lsweep_normal,16051582,192000.49858576892,1,1547,212001.521755443,212001.55947629,212001.617397427,212002.247657898,212002.270548322,212002.270548322,212002.279343861,212002.497326292,212002.497483315,212002.528853511,212002.5345952,212002.534598492,8.795539004495367,217.9522160149645,218.13945399480872,95.64198399311863,30.5777849862352,35.6989559950307,0.012354983482509851,1.043810014380142,0.02908398164436221,36.59009299008176,0.023994012735784054,0.010937976185232401,0.0021720188669860363,,,57.921137020457536,630.2604709926527,22.89042400661856,653.1508949992713,661.9464340037666,879.9288650043309,880.0858879985753,911.4560839952901,917.201064992696,31.370195996714756,0.0032919924706220627,1007.0980679884087,1012.8430489858147,0.0
2026-07-30T00:03:11.891,Lsweep_normal,16051583,192000.5985857704,1,1537,212002.349112052,212002.388343539,212002.410775794,212002.41404208,212002.414773563,212002.414773563,212002.423489165,212002.536770894,212002.536792468,212002.552701676,212002.55277603,212002.552780813,8.715601987205446,37.17296797549352,113.30330299097113,61.663742002565414,41.508021007757634,31.14408499095589,0.010379997547715902,2.063994004856795,0.023876986233517528,37.07270399900153,0.030825991416350007,0.015709985746070743,0.00440803705714643,,,22.43225500569679,3.2662859885022044,0.7314830145332962,3.9977690030355006,12.713370990240946,125.9950999810826,126.01667398121208,141.92588199512102,142.00501900631934,15.909208013908938,0.004783010808750987,203.58962399768643,203.66876100888476,0.0
2026-07-30T00:03:11.912,Lsweep_normal,16051584,192000.6985857719,0,1246,212002.495265271,212002.539051471,212002.553605076,212002.555745186,212002.557549399,212002.557549399,212002.564265796,212002.569373985,212002.569395038,212002.573328977,212002.573386638,212002.573391911,6.716397008858621,5.075987981399521,5.12924199574627,58.33980502211489,29.56610600813292,44.85407899483107,0.01140800304710865,2.0611140062101185,0.023633998353034258,41.64358499110676,0.023997999960556626,0.011575990356504917,0.003514025593176484,,,14.553605025867,2.140109980246052,1.8042130104731768,3.944322990719229,10.66071999957785,15.76890898286365,15.78996199532412,19.72390100127086,19.78683497873135,3.9339390059467405,0.005273002898320556,78.06370602338575,78.12664000084624,0.0
2026-07-30T00:03:12.045,Lsweep_normal,16051585,192000.7985857734,2,1744,212002.626855934,212002.669853728,212002.684879339,212002.686860882,212002.689865471,212002.689865471,212002.698613803,212002.704087358,212002.704103096,212002.706464413,212002.706601813,212002.706610784,8.748331980314106,5.433062004158273,5.489293020218611,58.02340499940328,35.82653900957666,28.435209998860955,0.010424992069602013,1.0362050088588148,0.020984007278457284,41.86900399508886,0.03016801201738417,0.01627698657102883,0.00357598764821887,,,15.025611006421968,1.9815429986920208,3.004589001648128,4.986132000340149,13.734463980654255,19.208018988138065,19.223757000872865,21.585073991445825,21.73144498374313,2.361316990572959,0.008970993803814054,79.60847899084911,79.75484998314641,0.0
2026-07-30T00:03:12.150,Lsweep_normal,16051586,192000.89858577488,0,1249,212002.75905479,212002.781518746,212002.792838312,212002.794830556,212002.797523532,212002.797523532,212002.804144061,212002.809674401,212002.809695393,212002.811896661,212002.812007685,212002.812020361,6.62052899133414,5.495609017089009,5.551331996684894,33.783521997975186,28.78099199733697,34.8598989949096,0.010487012332305312,1.059093017829582,0.0204840034712106,21.32768600131385,0.022643973352387547,0.012461008736863732,0.0029520015232264996,,,11.319565994199365,1.9922440114896744,2.692976006073877,4.685220017563552,11.305749008897692,16.836089023854584,16.857081005582586,19.058349018450826,19.18204899993725,2.2012680128682405,0.012675998732447624,52.84187101642601,52.96557099791244,0.0
2026-07-30T00:03:12.317,Lsweep_normal,16051587,192000.99858577637,2,1738,212002.869083496,212002.913852419,212002.933874184,212002.935889969,212002.939646124,212002.939646124,212002.951979218,212002.969155397,212002.969172229,212002.973591396,212002.978124495,212002.978132421,12.333093996858224,17.135336995124817,17.19301100820303,64.79068798944354,35.579596005845815,30.984654993517324,0.009332987247034907,1.107140997191891,0.022563996026292443,43.58599602710456,0.020904990378767252,0.01197800156660378,0.0026779889594763517,,,20.021764998091385,2.015784994000569,3.7561549979727715,5.7719399919733405,18.105033988831565,35.281213000416756,35.298044997034594,39.71721199923195,44.25823700148612,4.419167002197355,0.007925991667434573,104.50789998867549,109.04892499092966,0.0
2026-07-30T00:03:12.428,Lsweep_normal,16051588,192001.09858577786,3,1964,212003.008379504,212003.038534187,212003.061281297,212003.069154841,212003.069888876,212003.069888876,212003.078310898,212003.08372888,212003.083744804,212003.088900035,212003.089845769,212003.089855803,8.422022016020492,5.347776022972539,5.433905986137688,52.9017930093687,29.874026018660516,28.15995502169244,0.00927300425246358,2.4028519983403385,0.023580010747537017,27.66816600342281,0.025577988708391786,0.014115998055785894,0.0029660004656761885,,,22.747109993360937,7.873544003814459,0.7340349839068949,8.607578987721354,17.029601003741845,22.447583003668115,22.463506989879534,27.618738007731736,28.574505995493382,5.155231017852202,0.010034011211246252,80.52053101710044,81.47629900486208,0.0
2026-07-30T00:03:12.551,Lsweep_normal,16051589,192001.19858577935,2,1755,212003.13324656,212003.164538046,212003.183713031,212003.192556571,212003.1946496,212003.1946496,212003.203063973,212003.20977664,212003.209792043,212003.212190932,212003.212335644,212003.212345757,8.414373005507514,6.675877986708656,6.728070002282038,50.466471002437174,30.34226200543344,25.939129991456866,0.00990901025943458,2.423038997221738,0.024569977540522814,28.78054400207475,0.026399007765576243,0.014998979168012738,0.003308028681203723,,,19.174985005520284,8.84354001027532,2.093028975650668,10.936568985925987,19.3509419914335,26.063608995173126,26.07901199371554,28.477901010774076,28.632725996430963,2.3988890170585364,0.010112999007105827,78.94437201321125,79.09919699886814,0.0
2026-07-30T00:03:12.675,Lsweep_normal,16051590,192001.29858578084,1,1524,212003.260119178,212003.292967577,212003.312767578,212003.318598547,212003.321449924,212003.321449924,212003.329123769,212003.334246775,212003.334262595,212003.336701318,212003.336826995,212003.336837181,7.673845015233383,5.084693984827027,5.138825974427164,52.6483999856282,30.316807999042794,27.895073988474905,0.013398996088653803,1.700491993688047,0.031150004360824823,31.04957300820388,0.02643602783791721,0.015017023542895913,0.0036559358704835176,,,19.800000998657197,5.830968992086127,2.851377008482814,8.682346000568941,16.356191015802324,21.47919699200429,21.495016990229487,23.93374001258053,24.06960300868377,2.4387230223510414,0.010186020517721772,76.58213999820873,76.71800299431197,0.0
2026-07-30T00:03:12.782,Lsweep_normal,16051591,192001.39858578233,0,1237,212003.38057232,212003.407263002,212003.426741661,212003.42874064,212003.42937152,212003.42937152,212003.435694077,212003.44071334,212003.440730791,212003.443131427,212003.443366279,212003.443374572,6.322556990198791,4.858626023633406,5.036713992012665,46.16934101795778,27.43663699948229,25.58262602542527,0.01017499016597867,2.5132360169664025,0.03310097963549197,24.092006991850212,0.018229009583592415,0.012904987670481205,0.003541033947840333,,,19.478659000014886,1.998978987103328,0.630880007520318,2.629858994623646,8.952415984822437,13.97167899995111,13.989129976835102,16.389765980420634,16.63291099248454,2.4006360035855323,0.008292990969493985,62.55910699837841,62.80225201044232,0.0
