wall_s,src,size,seq,trace_time,declared_size
0.5260843920987099,192.168.70.134:43906,25000,6004215662435849216,0.0,1
0.6154997569974512,192.168.70.134:43906,25000,6004215662435849216,2.121995791e-314,1
0.725575938122347,192.168.70.134:43906,25000,6004215662435849216,4.243991582e-314,1
0.8151778890751302,192.168.70.134:43906,25000,6004215662435849216,6.365987373e-314,1
0.9244297940749675,192.168.70.134:43906,25000,6004215662435849216,8.487983164e-314,1
1.0256919669918716,192.168.70.134:43906,25000,6004215662435849216,1.0609978955e-313,1
1.1133042320143431,192.168.70.134:43906,25000,6004215662435849216,1.2731974746e-313,1
1.2261654590256512,192.168.70.134:43906,25000,6004215662435849216,1.4853970537e-313,1
1.32299238210544,192.168.70.134:43906,25000,6004215662435849216,1.69759663277e-313,1
1.425234877038747,192.168.70.134:43906,25000,6004215662435849216,1.90979621187e-313,1
1.5262994770891964,192.168.70.134:43906,25000,6004215662435849216,2.12199579097e-313,1
1.6230879400391132,192.168.70.134:43906,25000,6004215662435849216,2.33419537006e-313,1
1.722738984040916,192.168.70.134:43906,25000,6004215662435849216,2.54639494916e-313,1
1.8258779209572822,192.168.70.134:43906,25000,6004215662435849216,2.75859452825e-313,1
1.9262774060480297,192.168.70.134:43906,25000,6004215662435849216,2.97079410735e-313,1
2.02597415400669,192.168.70.134:43906,25000,6004215662435849216,3.18299368645e-313,1
2.1255381719674915,192.168.70.134:43906,25000,6004215662435849216,3.39519326554e-313,1
2.226282806135714,192.168.70.134:43906,25000,6004215662435849216,3.60739284464e-313,1
2.3243367220275104,192.168.70.134:43906,25000,6004215662435849216,3.81959242374e-313,1
2.425946944160387,192.168.70.134:43906,25000,6004215662435849216,4.03179200283e-313,1
2.5203928570263088,192.168.70.134:43906,25000,6004215662435849216,4.24399158193e-313,1
2.6160519311670214,192.168.70.134:43906,25000,6004215662435849216,4.45619116103e-313,1
2.7269266250077635,192.168.70.134:43906,25000,6004215662435849216,4.6683907401e-313,1
2.821086337091401,192.168.70.134:43906,25000,6004215662435849216,4.8805903192e-313,1
2.9273107680492103,192.168.70.134:43906,25000,6004215662435849216,5.0927898983e-313,1
3.017448095139116,192.168.70.134:43906,25000,6004215662435849216,5.3049894774e-313,1
3.127629201160744,192.168.70.134:43906,25000,6004215662435849216,5.5171890565e-313,1
3.215307299979031,192.168.70.134:43906,25000,6004215662435849216,5.7293886356e-313,1
3.3261790690012276,192.168.70.134:43906,25000,6004215662435849216,5.9415882147e-313,1
3.4438726941589266,192.168.70.134:43906,25000,6004215662435849216,6.1537877938e-313,1
3.5261558250058442,192.168.70.134:43906,25000,6004215662435849216,6.3659873729e-313,1
3.6162663330323994,192.168.70.134:43906,25000,6004215662435849216,6.578186952e-313,1
3.724063629982993,192.168.70.134:43906,25000,6004215662435849216,6.7903865311e-313,1
3.8243533971253783,192.168.70.134:43906,25000,6004215662435849216,7.0025861102e-313,1
