time,mono_sec,mono_nsec,ue_id,rb_id,sdu_bytes
20:18:51.437127,892176,500671827,1,1,1501
20:18:51.437171,892176,500716643,1,1,1501
20:18:51.437178,892176,500723015,1,1,1501
20:18:51.437182,892176,500727077,1,1,1501
20:18:51.437186,892176,500730974,1,1,1501
20:18:51.437190,892176,500735406,1,1,1501
20:18:51.437194,892176,500739657,1,1,1501
20:18:51.437843,892176,501388273,1,1,1501
20:18:51.442776,892176,506321724,1,1,1501
20:18:51.443009,892176,506554000,1,1,1501
20:18:51.443414,892176,506959645,1,1,1501
20:18:51.443420,892176,506965451,1,1,1501
20:18:51.448551,892176,512096800,1,1,1501
20:18:51.449142,892176,512687388,1,1,1501
20:18:51.449149,892176,512694343,1,1,1501
20:18:51.454601,892176,518146804,1,1,1501
20:18:51.454616,892176,518161572,1,1,1501
20:18:51.465121,892176,528666201,1,1,1501
20:18:51.465144,892176,528689038,1,1,1501
20:18:51.465149,892176,528693874,1,1,1501
20:18:51.465152,892176,528697713,1,1,1501
20:18:51.465156,892176,528701529,1,1,1501
20:18:51.465801,892176,529346801,1,1,1501
20:18:51.465807,892176,529352287,1,1,1501
20:18:51.470961,892176,534506149,1,1,1501
20:18:51.471404,892176,534949384,1,1,1501
20:18:51.471431,892176,534976395,1,1,1501
20:18:51.476643,892176,540188432,1,1,1501
20:18:51.476650,892176,540194992,1,1,1501
20:18:51.477198,892176,540743168,1,1,1501
20:18:51.477203,892176,540748691,1,1,1501
20:18:51.482418,892176,545963231,1,1,1501
20:18:51.482895,892176,546439887,1,1,1501
20:18:51.482899,892176,546444353,1,1,1501
20:18:51.487995,892176,551540526,1,1,1501
20:18:51.488542,892176,552086868,1,1,1501
20:18:51.488548,892176,552093640,1,1,1501
20:18:51.493604,892176,557149730,1,1,1501
20:18:51.494136,892176,557681078,1,1,1501
20:18:51.494140,892176,557685654,1,1,1501
20:18:51.498540,892176,562085526,1,1,829
20:18:51.499133,892176,562678777,1,1,1501
20:18:51.499845,892176,563390682,1,1,1501
20:18:51.504079,892176,567624067,1,1,1501
20:18:51.504704,892176,568249765,1,1,1501
20:18:51.505406,892176,568951635,1,1,1501
20:18:51.505410,892176,568955514,1,1,1501
20:18:51.510431,892176,573976658,1,1,1501
20:18:51.511410,892176,574955721,1,1,1501
20:18:51.511416,892176,574961217,1,1,1501
20:18:51.516002,892176,579547181,1,1,1501
20:18:51.516552,892176,580097156,1,1,1501
20:18:51.516557,892176,580102156,1,1,1501
20:18:51.521625,892176,585170302,1,1,1501
20:18:51.521632,892176,585177731,1,1,1501
20:18:51.522347,892176,585892154,1,1,1501
20:18:51.527347,892176,590892640,1,1,1501
20:18:51.527354,892176,590899756,1,1,1501
20:18:51.527740,892176,591285755,1,1,1501
20:18:51.532915,892176,596459882,1,1,1501
20:18:51.532921,892176,596466358,1,1,1501
20:18:51.533574,892176,597119093,1,1,1501
20:18:51.538588,892176,602133545,1,1,1501
20:18:51.538597,892176,602141978,1,1,1501
