time,rnti,frame,slot,snrx10,tpc,rssi
20:18:41.141797,7659,435,7,100,1,937
20:18:42.207370,7659,534,7,100,1,937
20:18:43.245184,7659,632,7,100,1,937
20:18:47.517348,7659,11,7,100,1,937
20:18:50.114894,7659,211,7,100,1,937
20:18:51.241407,7659,310,7,100,1,937
20:18:51.560753,35953,338,7,100,1,937
20:18:51.866415,35953,365,7,100,1,944
20:18:52.280516,7659,399,7,100,1,929
20:18:52.524318,7659,420,17,100,1,937
20:18:53.844389,7659,532,7,100,1,937
20:18:54.663025,35953,600,7,100,1,937
20:18:54.908485,35953,621,17,100,1,937
20:18:55.041820,35953,633,7,100,1,937
20:18:55.490558,7659,671,17,100,1,937
20:18:56.574620,35953,761,7,100,1,937
20:18:56.685816,35953,770,17,100,1,937
20:18:57.076687,7659,804,17,100,1,937
20:18:57.383742,7659,823,7,100,1,937
20:18:58.641458,7659,933,7,100,1,929
20:18:58.929952,7659,958,7,100,1,937
20:18:59.657413,35953,1010,17,100,1,937
20:19:01.110535,35953,106,7,100,1,937
20:19:02.564203,35953,217,7,100,1,937
20:19:02.813806,35953,239,7,100,1,937
20:19:03.387548,7659,287,7,100,1,937
20:19:03.507028,7659,297,17,100,1,944
20:19:04.247659,35953,357,17,100,1,937
20:19:05.210419,7659,441,17,100,1,937
20:19:05.861446,35953,494,17,100,1,937
20:19:12.032011,7659,62,7,100,1,937
