label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,bbox,4107,276,0.06720233747260775,276,0.06720233747260775,0,0,0.11736060384709034,0.11736060384709034,0.0,0.0
vehicle,bbox,2053,1119,0.5450560155869459,1119,0.5450560155869459,0,0,5.052605942523137,5.054554310764734,1.0,1.0
