wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,role,frame_id,carla_timestamp,result_received,front_ms,back_ms,round_trip_ms,transport_round_trip_ms_estimate,total_pipeline_ms_estimate,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,result_payload_bytes_estimate,result_payload_chunks_estimate,mask_present,segmentation_class_count,gt_camera_available,miou_binary,miou_3class_macro,miou_vehicle_iou,miou_person_iou,gt_vehicle_pixels,gt_person_pixels,object_count,radar_projected_points,ego_speed_mps,tracked_target_actor_id,tracked_target_speed_mps,tracked_gap_m,diagnostic_target_actor_id,diagnostic_target_forward_m,diagnostic_target_lateral_m,diagnostic_target_radar_points,spatial_map_enabled,spatial_map_dropped_packets,bind_host,remote_host,camera_source_port,remote_port,remote_source_port,camera_result_port,camera_width,camera_height,model_input_width,model_input_height,quantization_mode,entropy_coder
2026-07-16T21:19:04.291,6.218680131947622,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8875,81.21381071186624,True,845.1132840709761,180.9979350073263,217.99245302099735,36.99451801367104,1063.1057370919734,1138634,2903040,19,5846,1,True,2,0,nan,nan,nan,nan,0,0,2,19129,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3449,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:04.550,6.4778520099353045,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8876,81.31381071335636,True,38.66023593582213,14.164369902573526,49.561726045794785,35.39735614322126,88.22196198161691,1137099,2903040,19,6007,1,True,2,0,nan,nan,nan,nan,0,0,3,19095,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3355,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:04.777,6.705121956998482,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8877,81.41381071484648,True,40.71213002316654,7.929690997116268,41.29968793131411,33.36999693419784,82.01181795448065,1127861,2903040,19,6241,1,True,2,0,nan,nan,nan,nan,0,0,4,19092,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3316,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:04.998,6.925749527988955,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8878,81.5138107163366,True,38.116183946840465,6.274958956055343,41.06042499188334,34.785466035827994,79.1766089387238,1126085,2903040,19,6321,1,True,3,0,nan,nan,nan,nan,0,0,4,19134,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3410,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:05.226,7.156466423999518,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8879,81.61381071782671,True,39.065795950591564,6.163976970128715,40.54620198439807,34.38222501426935,79.61199793498963,1125083,2903040,19,6268,1,True,3,0,nan,nan,nan,nan,0,0,4,19126,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3332,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:05.459,7.387529582018033,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8880,81.71381071931683,True,40.52172100637108,6.433353992179036,43.7681779731065,37.33482398092747,84.28989897947758,1124487,2903040,19,6675,1,True,3,0,nan,nan,nan,nan,0,0,6,19140,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3367,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:05.681,7.609520621947013,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8881,81.81381072080694,True,43.250696966424584,6.942652049474418,40.47022107988596,33.52756903041154,83.72091804631054,1124130,2903040,19,6641,1,True,3,0,nan,nan,nan,nan,0,0,6,19075,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3383,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:05.906,7.836529477033764,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8882,81.91381072229706,True,41.45503498148173,6.378461956046522,39.88244489300996,33.50398293696344,81.33747987449169,1124390,2903040,19,6668,1,True,3,0,nan,nan,nan,nan,0,0,6,19090,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3364,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:06.137,8.067512113950215,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8883,82.01381072378717,True,47.79096809215844,6.53782906010747,41.504380060359836,34.966551000252366,89.29534815251827,1123680,2903040,19,6670,1,True,3,0,nan,nan,nan,nan,0,0,6,19073,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3516,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
2026-07-16T21:19:06.377,8.30662263801787,experiment3_centered_200k_10m_v1,experiment3_vehicle_lateral,fusion_ego_25,loopback_u8_zlib_roi0,loopback,8884,82.11381072527729,True,39.787914021871984,16.43104595132172,50.70368607994169,34.27264012861997,90.49160010181367,1123051,2903040,19,6714,1,True,3,0,nan,nan,nan,nan,0,0,6,19079,0.0,,nan,nan,26,9.999926484184147,-0.00015292465530691857,3355,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,1280,720,768,432,per_channel_uint8,zlib
