condition,L_p50,L_p95,Sensor prep_p50,Sensor prep_p95,Front encode_p50,Front encode_p95,Loopback uplink_p50,Loopback uplink_p95,Edge tail_p50,Edge tail_p95,Map insert/update_p50,Map insert/update_p95,map_insert_mean,map_insert_p95
"Optimized Track-1
L = 93 ms run",93.28413949697278,136.06888270296605,53.60509650199674,82.14630709844641,5.96617249539122,12.607700895750888,7.776935992296785,13.361265289131545,10.32028951158281,21.483226252894344,8.977532997960218,60.88879533490391,17.06326324638212,60.88879533490391
"Optimized speed-sweep
L = 67 ms run",67.5229295011377,101.8460645354935,43.79389499081299,68.1696123559959,3.7979874905431643,8.656665799207985,6.343405009829439,12.179199649835937,6.373918004101141,16.06470769038424,3.2248214847641004,23.876992761506695,6.029947185551895,23.876992761506695
