radar_pps,support_mode,support_tag,experiment_dir,status,samples,miou,vehicle_iou,person_iou,pixel_accuracy,learned_object_f1,learned_object_precision,learned_object_recall,learned_global_xy_mae_m,learned_vehicle_object_f1,learned_person_object_f1,learned_vehicle_global_xy_mae_m,learned_person_global_xy_mae_m,device,device_name,best_epoch,best_val_miou,best_val_vehicle_iou,best_val_person_iou,best_selection_score
5000,bbox,bboxsupport,/home/shr_aisvcs/workarea/carla_0_10_env/Carla-0.10.0-Linux-Shipping/PythonAPI/neu_collab/abiodun/experiments/moving_ego_radarpps5000_bboxsupport_2loops_cap2200_fusion_train_20260622,ok,601,0.7968822982833967,0.8331219199861272,0.5919025881967908,0.9676230985105843,0.16419825072886296,0.2231378763866878,0.12988929889298892,1.5281997083248193,0.19346266276906726,0.14131338320864503,1.3106620290870648,1.7610929884499449,cuda,NVIDIA GeForce RTX 5090,20,0.7972412203236217,0.8136963464212507,0.6105528525628745,0.3849823892246584
5000,radius,classaware,/home/shr_aisvcs/workarea/carla_0_10_env/Carla-0.10.0-Linux-Shipping/PythonAPI/neu_collab/abiodun/experiments/moving_ego_radarpps5000_classaware_2loops_cap2200_fusion_train_20260622,ok,564,0.7887826379012997,0.7843958982237729,0.6159203182876033,0.9680404550057871,0.1880869995056846,0.2597269624573379,0.14742347927160016,1.5510839017830542,0.2045137921426581,0.17499444814568066,1.433442053628455,1.6606639989219831,cuda,NVIDIA GeForce RTX 5090,26,0.8041156693185808,0.8129019725353641,0.6304605906893803,0.42717081945297164
12000,bbox,bboxsupport,/home/shr_aisvcs/workarea/carla_0_10_env/Carla-0.10.0-Linux-Shipping/PythonAPI/neu_collab/abiodun/experiments/moving_ego_radarpps12000_bboxsupport_2loops_cap2200_fusion_train_20260622,ok,540,0.8117390683246791,0.8408502731389116,0.6263743087556494,0.9699401142136059,0.14310930074677528,0.21563011456628478,0.10709205446047551,1.6424244748882983,0.13284582571602682,0.15135929463629685,1.500588352935426,1.7424900884343382,cuda,NVIDIA GeForce RTX 5090,27,0.8082286020442258,0.8274463516284332,0.6281979604615797,0.41027919230872717
12000,radius,classaware,/home/shr_aisvcs/workarea/carla_0_10_env/Carla-0.10.0-Linux-Shipping/PythonAPI/neu_collab/abiodun/experiments/moving_ego_radarpps12000_classaware_2loops_cap2200_fusion_train_20260622,ok,561,0.8053976685416434,0.8264934480382158,0.6198198359581898,0.9715222731295801,0.17213007705367636,0.23435277382645803,0.13601651186790506,1.495271090897328,0.1902283897080081,0.1572177227251072,1.3692033446342846,1.620956813686847,cuda,NVIDIA GeForce RTX 5090,24,0.8041566551036258,0.8209857825866699,0.621590020490509,0.42926773676702273
