label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,bbox,8331,1264,0.15172248229504262,1264,0.15172248229504262,0,0,0.40955467530908657,0.40955467530908657,0.0,0.0
vehicle,bbox,5289,2723,0.5148421251654377,2723,0.5148421251654377,0,0,9.840801663830591,9.842881452070335,1.0,1.0
