tick,tick_raw_ns,observation_available_raw_ns,ue0_c_hat_mbps,ue1_c_hat_mbps,ue0_source_event_raw_ns,ue1_source_event_raw_ns
0,897284626233012,897284626284550,3.038704,3.038704,0,0
1,897284676233012,897284676266804,3.038704,3.038704,897284551169960,897284572922768
2,897284726233012,897284726268695,2.446205805354503,3.038704,897284674398670,897284572922768
3,897284776233012,897284776308472,2.0363552777065834,3.038704,897284726213742,897284678309038
4,897284826233012,897284826269005,1.7716502388246507,3.038704,897284772818687,897284678309038
5,897284876233012,897284876293931,1.6305725704920837,3.038704,897284825836262,897284787703834
6,897284926233012,897284926273025,1.5813481255566912,3.038704,897284872751353,897284787703834
7,897284976233012,897284976312855,1.6128965925942644,3.038704,897284923558221,897284892821627
8,897285026233012,897285026261564,1.709015357366651,3.038704,897284975515139,897284892821627
9,897285076233012,897285076266683,1.853231500918171,3.038704,897285026184085,897284994758656
10,897285126233012,897285126694778,2.0358489967423252,3.038704,897285073899126,897284994758656
11,897285176233012,897285176268226,2.2521955685874846,3.038704,897285125768582,897285099030304
12,897285226233012,897285226410501,2.442816456923625,3.038704,897285140303614,897285099030304
13,897285276233012,897285276308304,2.595313167592537,3.038704,897285140303614,897285202719968
14,897285326233012,897285326323294,2.717310536127667,3.038704,897285248198061,897285202719968
15,897285376233012,897285376320255,2.814908430955771,3.038704,897285248198061,897285316578539
16,897285426233012,897285426316764,2.892986746818254,3.038704,897285363570130,897285316578539
17,897285476233012,897285476321441,2.9554493995082405,3.038704,897285363570130,897285316578539
18,897285526233012,897285526313395,3.0052679211539957,3.038704,897285363570130,897285432211207
19,897285576233012,897285576311871,3.0452743389768338,3.038704,897285477324253,897285432211207
20,897285626233012,897285626309416,3.0771278727288705,2.460187574815576,897285477324253,897285573287018
21,897285676233012,897285676313234,3.102762300236734,2.061493943829401,897285589172748,897285624579023
22,897285726233012,897285726308855,3.108633638913457,1.802907561418871,897285589172748,897285675480213
23,897285776233012,897285776312757,3.049334282292591,1.6560332300861615,897285704375379,897285722373969
24,897285826233012,897285826306251,2.938719413759494,1.6021714547506551,897285704375379,897285773708768
25,897285876233012,897285876311322,2.7796927566662704,1.61978077578513,897285820178875,897285825503358
26,897285926233012,897285926305451,2.58883374126103,1.6930990006968105,897285820178875,897285873256025
27,897285976233012,897285976304836,2.3652185059509505,1.8152396698505824,897285820178875,897285924353763
28,897286026233012,897286026301007,2.115597927066793,1.977071714334965,897285935430476,897285974850558
29,897286076233012,897286076309727,1.848580332225857,2.163485104442397,897285935430476,897286025974198
30,897286126233012,897286126304184,1.5678732758764045,2.371848085607555,897286052679807,897286076162993
31,897286176233012,897286176312899,1.2730550556110074,2.538386870033447,897286052679807,897286076162993
32,897286226233012,897286226308888,1.0198084490449106,2.671617897574161,897286170898421,897286076162993
33,897286276233012,897286276312280,0.8172111637920332,2.7782027196067323,897286170898421,897286193473574
34,897286326233012,897286326323868,0.6549817350834973,2.863470577232789,897286170898421,897286193473574
35,897286376233012,897286376327222,0.5253497926229025,2.9316848633336345,897286287293403,897286310410024
36,897286426233012,897286426332132,0.4214926381481929,2.986256292214311,897286287293403,897286310410024
37,897286476233012,897286476321085,0.33840691456842514,3.029913435318852,897286287293403,897286310410024
