frame_id,result_received,target_gt_present,target_visible,target_forward_m,target_lateral_m,target_radar_points,target_pixel_x,candidate_vehicle_predictions,matched_prediction_score,nearest_error_m,forward_error_m,lateral_error_m,radar_support_score
56556,1,1,1,14.999889728998124,-0.00022843332694755247,1852.0,639.9971276573854,3,0.3142506182193756,1.5021887257459976,1.4729118421207172,-0.2951299257936058,1.0
56557,1,1,1,14.999889728998124,-0.00022843332694755247,1809.0,639.9971276573854,3,0.2926574945449829,1.505353318864008,1.4613546652553038,-0.36129095885649165,0.9999998807907104
56558,1,1,1,14.999889728998124,-0.00022843332694755247,1866.0,639.9971276573854,3,0.21290861070156097,1.5057140566467342,-1.4796415738984237,-0.27899038186819364,0.9999988079071045
56559,1,1,1,14.999889728998124,-0.00022843332694755247,1814.0,639.9971276573854,3,0.21311229467391968,1.587047991474912,-1.550131696917856,-0.340313163799347,0.9999986886978149
56560,1,1,1,14.999889728998124,-0.00022843332694755247,1863.0,639.9971276573854,3,0.24241779744625092,1.5908557732893869,-1.5218869294583501,-0.46333817601403,0.9999986886978149
56561,1,1,1,14.999889728998124,-0.00022843332694755247,1827.0,639.9971276573854,3,0.22679409384727478,1.5370026884518058,-1.506648426342435,-0.3039535880820346,0.9999986886978149
56562,1,1,1,14.999889728998124,-0.00022843332694755247,1849.0,639.9971276573854,3,0.22265274822711945,1.520248636431142,-1.4724465260369506,-0.3782289578184919,0.9999986886978149
56563,1,1,1,14.999889728998124,-0.00022843332694755247,1898.0,639.9971276573854,3,0.21478168666362762,1.5638417524593737,-1.5191179315276446,-0.37132430144871414,0.9999986886978149
56564,1,1,1,14.999889728998124,-0.00022843332694755247,1856.0,639.9971276573854,3,0.21700671315193176,1.5786531594720667,-1.5418747103438963,-0.3387745201650574,0.9999985694885254
56565,1,1,1,14.999889728998124,-0.00022843332694755247,1890.0,639.9971276573854,3,0.22211958467960358,1.526149844253733,-1.4883122963141613,-0.337727487415167,0.9999983310699463
56566,1,1,1,14.999889728998124,-0.00022843332694755247,1859.0,639.9971276573854,3,0.2366030514240265,1.5115565003362466,-1.4579959385760182,-0.3988118563992266,0.9999984502792358
56567,1,1,1,14.999889728998124,-0.00022843332694755247,1870.0,639.9971276573854,3,0.22146853804588318,1.5303583068795836,-1.4762663611415678,-0.4032792808925108,0.9999986886978149
56568,1,1,1,14.999889728998124,-0.00022843332694755247,1786.0,639.9971276573854,3,0.21213118731975555,1.5765650901027228,-1.513932316181187,-0.4399618453376078,0.9999985694885254
56569,1,1,1,14.999889728998124,-0.00022843332694755247,1847.0,639.9971276573854,3,0.22072607278823853,1.548298661016208,-1.4703941150523923,-0.4849431823666301,0.999998927116394
56570,1,1,1,14.999889728998124,-0.00022843332694755247,1814.0,639.9971276573854,3,0.22425197064876556,1.495155619227141,-1.4228260216600979,-0.4594087915934936,0.999998927116394
56571,1,1,1,14.999889728998124,-0.00022843332694755247,1917.0,639.9971276573854,3,0.24167369306087494,1.4949502976967575,-1.4136512746156036,-0.48627817796123995,0.9999988079071045
56572,1,1,1,14.999889728998124,-0.00022843332694755247,1866.0,639.9971276573854,3,0.2328978031873703,1.556076117783901,-1.5037645666332404,-0.4000812573412553,0.9999990463256836
56573,1,1,1,14.999889728998124,-0.00022843332694755247,1928.0,639.9971276573854,3,0.23198650777339935,1.4968530646265175,-1.4090071820277468,-0.50524039632241,0.9999990463256836
56574,1,1,1,14.999889728998124,-0.00022843332694755247,1867.0,639.9971276573854,3,0.2153821587562561,1.5009586920409452,-1.4462460543424707,-0.4015586451716619,0.9999988079071045
56575,1,1,1,14.999889728998124,-0.00022843332694755247,1835.0,639.9971276573854,3,0.2197006791830063,1.5572939861548072,-1.5002799333262848,-0.4175220724373834,0.9999988079071045
56576,1,1,1,14.999889728998124,-0.00022843332694755247,1906.0,639.9971276573854,3,0.2307332158088684,1.478163124478895,-1.401016075539498,-0.47129627480928976,0.9999988079071045
56577,1,1,1,14.999889728998124,-0.00022843332694755247,1864.0,639.9971276573854,3,0.23553867638111115,1.5204220861046518,-1.4355995581859289,-0.5007366857453004,0.9999988079071045
56578,1,1,1,14.999889728998124,-0.00022843332694755247,1861.0,639.9971276573854,3,0.22297902405261993,1.567257320989656,-1.49533902277889,-0.46931515759705467,0.999998927116394
56579,1,1,1,14.999889728998124,-0.00022843332694755247,1881.0,639.9971276573854,3,0.22334714233875275,1.5781857423104546,-1.473592720051282,-0.564973214094142,0.9999988079071045
56580,1,1,1,14.999889728998124,-0.00022843332694755247,1742.0,639.9971276573854,3,0.23498277366161346,1.5079071560825803,-1.3937454599706323,-0.5755498103346971,0.9999988079071045
56581,1,1,1,14.999889728998124,-0.00022843332694755247,1906.0,639.9971276573854,3,0.24278448522090912,1.4973607902157453,-1.3880156209093168,-0.5616956223678847,0.999998927116394
56582,1,1,1,14.999889728998124,-0.00022843332694755247,1839.0,639.9971276573854,4,0.20911921560764313,1.391282389292108,0.22582081025166303,-1.3728334379711324,0.9999992847442627
56583,1,1,1,14.999889728998124,-0.00022843332694755247,1852.0,639.9971276573854,3,0.24465644359588623,1.4325521280222986,-1.30901290606774,-0.5819714866291185,0.9999991655349731
56584,1,1,1,14.999889728998124,-0.00022843332694755247,1839.0,639.9971276573854,3,0.23699545860290527,1.4666982532209019,-1.3441401673744076,-0.5869335366563614,0.9999990463256836
56585,1,1,1,14.999889728998124,-0.00022843332694755247,1804.0,639.9971276573854,3,0.24015887081623077,1.4189734604660247,-1.3013474389862374,-0.5656682106596462,0.999998927116394
56586,1,1,1,14.999889728998124,-0.00022843332694755247,1855.0,639.9971276573854,3,0.24278216063976288,1.4910863343864487,-1.393764889184792,-0.5298659172561686,0.9999990463256836
56587,1,1,1,14.999889728998124,-0.00022843332694755247,1864.0,639.9971276573854,3,0.2545757293701172,1.3720594238037274,-1.268545457417492,-0.5228187878357689,0.9999988079071045
56588,1,1,1,14.999889728998124,-0.00022843332694755247,1843.0,639.9971276573854,3,0.2629874050617218,1.4105076920731185,-1.259849196652156,-0.6342806564072038,0.999998927116394
56589,1,1,1,14.999889728998124,-0.00022843332694755247,1814.0,639.9971276573854,3,0.2460508644580841,1.4717175727222451,-1.332335637689113,-0.625167467486115,0.999998927116394
56590,1,1,1,14.999889728998124,-0.00022843332694755247,1934.0,639.9971276573854,3,0.24115149676799774,1.482653645093219,-1.3587373930345978,-0.5933755371413233,0.9999985694885254
56591,1,1,1,14.999889728998124,-0.00022843332694755247,1870.0,639.9971276573854,3,0.249515101313591,1.5097623732735164,-1.385460689030963,-0.5999009109030674,0.9999986886978149
56592,1,1,1,14.999889728998124,-0.00022843332694755247,1896.0,639.9971276573854,3,0.25351426005363464,1.4003102701986088,-1.2795469136748885,-0.5688835984002069,0.9999986886978149
56593,1,1,1,14.999889728998124,-0.00022843332694755247,1852.0,639.9971276573854,3,0.269787073135376,1.3588561863553836,-1.1740402677449147,-0.6841926518969244,0.9999990463256836
56594,1,1,1,14.999889728998124,-0.00022843332694755247,1851.0,639.9971276573854,3,0.24532736837863922,1.4045962786841002,-1.298882158660317,-0.5345987691784728,0.999998927116394
56595,1,1,1,14.999889728998124,-0.00022843332694755247,1878.0,639.9971276573854,3,0.2481408566236496,1.4277407260784485,-1.3233632218395552,-0.5358669274973474,0.9999986886978149
56596,1,1,1,14.999889728998124,-0.00022843332694755247,1842.0,639.9971276573854,3,0.24078327417373657,1.4447588873049269,-1.339618014261076,-0.5410654473478992,0.9999985694885254
56597,1,1,1,14.999889728998124,-0.00022843332694755247,1882.0,639.9971276573854,3,0.2471238076686859,1.4553500297317639,-1.3627933707306783,-0.5107229559484887,0.9999985694885254
56598,1,1,1,14.999889728998124,-0.00022843332694755247,1848.0,639.9971276573854,3,0.24420323967933655,1.4302849289061346,-1.3329405625313457,-0.5186370933655307,0.9999984502792358
56599,1,1,1,14.999889728998124,-0.00022843332694755247,1891.0,639.9971276573854,3,0.25181296467781067,1.400122249582263,-1.2464323553569425,-0.6377685295580531,0.9999986886978149
56600,1,1,1,14.999889728998124,-0.00022843332694755247,1824.0,639.9971276573854,3,0.2395080327987671,1.4305033710133215,-1.3022608201588026,-0.5919937928389113,0.9999988079071045
56601,1,1,1,14.999889728998124,-0.00022843332694755247,1839.0,639.9971276573854,3,0.22842106223106384,1.4472821997280485,-1.3023563505989426,-0.6312635754613627,0.9999984502792358
56602,1,1,1,14.999889728998124,-0.00022843332694755247,1828.0,639.9971276573854,3,0.23551633954048157,1.4698274303913947,-1.3464091775728675,-0.5895549182888096,0.9999983310699463
