1787375483474360757,1590128537906609,connecting to 127.0.0.1:2031
1787375483474407824,1590128537953044,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787375483474414151,1590128537959291,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787375483533028138,1590128596573431,22:11:23.532228,58627,889,8,510,48,0,480,0,5,28,860
1787375483599109550,1590128662655203,22:11:23.598560,58627,899,8,510,48,0,480,0,5,28,860
1787375483661999924,1590128725545377,22:11:23.661799,58627,909,8,510,48,0,480,0,5,28,860
1787375483727302961,1590128790848240,22:11:23.726158,58627,919,8,510,48,1,480,0,5,28,860
1787375483792400879,1590128855946081,22:11:23.791111,58627,929,8,510,48,0,480,0,5,28,860
1787375483856431516,1590128919977194,22:11:23.856087,58627,939,8,510,48,0,480,0,5,28,860
1787375483921544873,1590128985090436,22:11:23.920757,58627,949,8,510,48,0,480,0,5,28,860
1787375483985798729,1590129049343995,22:11:23.984689,58627,959,8,510,48,0,480,0,5,28,860
1787375484049724837,1590129113270121,22:11:24.049001,58627,969,8,510,48,0,480,0,5,28,860
1787375484113718937,1590129177264105,22:11:24.113430,58627,979,8,510,48,0,480,0,5,28,860
1787375484179220209,1590129242765420,22:11:24.178396,58627,989,8,510,48,0,480,0,5,28,860
1787375484244529039,1590129308074401,22:11:24.243236,58627,999,8,510,48,1,480,0,5,28,860
1787375484310098888,1590129373644154,22:11:24.309189,58627,1009,8,510,48,0,480,0,5,28,860
1787375484376490052,1590129440035349,22:11:24.375471,58627,1019,8,510,48,0,480,0,5,28,860
1787375484452240060,1590129515785552,22:11:24.451339,58627,5,8,510,48,0,480,0,5,28,860
1787375484519482111,1590129583027402,22:11:24.518333,58627,15,8,510,48,0,480,0,5,28,860
1787375484585861841,1590129649407074,22:11:24.585331,58627,25,8,510,48,0,480,0,5,28,860
1787375484653041909,1590129716587230,22:11:24.652186,58627,35,8,510,48,0,480,0,5,28,860
1787375484719747313,1590129783292531,22:11:24.718813,58627,45,8,510,48,1,480,0,5,28,860
1787375484785842135,1590129849387461,22:11:24.784908,58627,55,8,510,48,0,480,0,5,28,860
1787375484852683425,1590129916228664,22:11:24.851452,58627,65,8,510,48,0,480,0,5,28,860
1787375484920493593,1590129984039166,22:11:24.918177,58627,75,8,510,48,0,480,0,5,28,860
1787375484986135220,1590130049680682,22:11:24.984491,58627,85,8,510,48,0,480,0,5,28,860
1787375485051951300,1590130115496536,22:11:25.051131,58627,95,8,510,48,0,480,0,5,28,860
1787375485118361449,1590130181906696,22:11:25.117752,58627,105,8,510,48,0,480,0,5,28,860
1787375485194113589,1590130257658877,22:11:25.192856,58627,115,8,510,48,1,480,0,5,28,860
1787375485260644891,1590130324190227,22:11:25.259261,58627,125,8,510,48,0,480,0,5,28,860
1787375485325493780,1590130389039120,22:11:25.324743,58627,135,8,510,48,0,480,0,5,28,860
1787375485390823337,1590130454368540,22:11:25.389898,58627,145,8,510,48,0,480,0,5,28,860
1787375485457058724,1590130520604102,22:11:25.456327,58627,155,8,510,48,0,480,0,5,28,860
1787375485531891570,1590130595436947,22:11:25.531135,58627,165,8,510,48,0,480,0,5,28,860
1787375485587239869,1590130650785125,22:11:25.585997,58627,173,17,510,48,0,106,0,5,28,890
1787375485590263395,1590130653808393,22:11:25.589505,58627,174,7,505,48,1,106,0,5,28,860
1787375485593468369,1590130657013402,22:11:25.592746,58627,174,17,500,48,1,2178,0,106,28,860
