tick,tick_raw_ns,observation_available_raw_ns,ue0_c_hat_mbps,ue1_c_hat_mbps,ue0_source_event_raw_ns,ue1_source_event_raw_ns
0,894336035722046,894336035828523,2.939336,2.939336,0,0
1,894336085722046,894336085821431,2.939336,2.939336,894335970662417,894335946220560
2,894336135722046,894336135821877,2.939336,2.939336,894335970662417,894336064991780
3,894336185722046,894336185807860,2.939336,2.939336,894336088997762,894336064991780
4,894336235722046,894336235813227,2.939336,2.939336,894336088997762,894336179872303
5,894336285722046,894336285797810,2.3808332008808413,2.939336,894336232625637,894336179872303
6,894336335722046,894336335835948,1.9974944118656293,2.939336,894336284463042,894336179872303
7,894336385722046,894336385811126,1.754093732717047,2.939336,894336335236077,894336294902708
8,894336435722046,894336435813136,1.6169898053080782,2.939336,894336385551799,894336294902708
9,894336485722046,894336485800581,1.5698749761921527,2.939336,894336433080945,894336409169124
10,894336535722046,894336535807070,1.5958875617288373,2.939336,894336483748601,894336409169124
11,894336585722046,894336585802149,1.6799679822217723,2.939336,894336535531716,894336523130573
12,894336635722046,894336635804625,1.8081091509260014,2.939336,894336585762123,894336523130573
13,894336685722046,894336685800407,1.9699720950918356,2.939336,894336633254009,894336523130573
14,894336735722046,894336735799319,2.1634064009178395,2.939336,894336682945194,894336637102224
15,894336785722046,894336785794594,2.369359301322733,2.939336,894336727220561,894336637102224
16,894336835722046,894336835844911,2.5339704362213045,2.939336,894336727220561,894336749272935
17,894336885722046,894336885801828,2.6656593441401615,2.939336,894336727220561,894336749272935
18,894336935722046,894336935806180,2.7710104704752467,2.939336,894336839961840,894336862075522
19,894336985722046,894336985802656,2.855291371543315,2.939336,894336839961840,894336862075522
20,894337035722046,894337035806972,2.9227160923977697,2.939336,894336952637126,894336974727507
21,894337085722046,894337085852251,2.976655869081333,2.939336,894336952637126,894336974727507
22,894337135722046,894337135821410,3.019958875853528,2.939336,894337064201650,894336974727507
23,894337185722046,894337185800231,3.0544500958459397,2.939336,894337064201650,894337086845436
24,894337235722046,894337235803354,3.082194257265213,2.939336,894337176439766,894337086845436
25,894337285722046,894337285799804,3.139051464710096,2.939336,894337232299768,894337197466935
26,894337335722046,894337335800337,3.1852108290957513,2.939336,894337283139770,894337197466935
27,894337385722046,894337385795448,3.218878104204292,2.939336,894337332620110,894337310417888
28,894337435722046,894337435791526,3.2199128131099903,2.939336,894337384152477,894337310417888
29,894337485722046,894337485796510,3.221876716252725,2.939336,894337434862000,894337310417888
30,894337535722046,894337535872188,3.2230137420010747,2.939336,894337485647786,894337450660284
31,894337585722046,894337585846335,3.217596028016316,2.939336,894337535152416,894337450660284
32,894337635722046,894337635830361,3.1943921194831506,2.939336,894337564870419,894337450660284
33,894337685722046,894337685793023,3.131042181505333,2.939336,894337628840486,894337614308154
34,894337735722046,894337735800485,3.030161185482013,2.939336,894337681762786,894337614308154
35,894337785722046,894337785800178,2.961281783318944,2.939336,894337732576029,894337614308154
36,894337835722046,894337835797299,2.9701222120818254,2.939336,894337782352996,894337770692316
37,894337885722046,894337885802464,3.01438766661205,2.939336,894337816189578,894337770692316
38,894337935722046,894337935787208,3.0496488448108865,2.939336,894337816189578,894337883356651
39,894337985722046,894337985800107,3.078008972795299,2.939336,894337928072406,894337883356651
40,894338035722046,894338035800037,3.1005458897574854,2.939336,894337928072406,894337883356651
41,894338085722046,894338085796141,3.143805426734819,2.939336,894338034832724,894337995265657
42,894338135722046,894338135832494,3.241725321171458,2.939336,894338085038803,894337995265657
43,894338185722046,894338185812970,3.380042931561784,2.939336,894338130837970,894338107175753
44,894338235722046,894338235807231,3.5467868126765123,2.939336,894338182440079,894338107175753
45,894338285722046,894338285799777,3.680422916117605,2.939336,894338233955889,894338227780829
46,894338335722046,894338335837536,3.7833979840407475,2.939336,894338285067998,894338227780829
47,894338385722046,894338385803943,3.8659426957732004,2.939336,894338332259601,894338227780829
48,894338435722046,894338435934986,3.9635313124939873,2.939336,894338382738385,894338342835812
49,894338485722046,894338485986845,4.042034805751055,2.939336,894338433208286,894338342835812
50,894338535722046,894338535826277,4.104405000476271,2.939336,894338485079326,894338455496686
51,894338585722046,894338585795591,4.155836960676271,2.939336,894338535293573,894338455496686
52,894338635722046,894338635834111,4.154975433871748,2.939336,894338535293573,894338455496686
53,894338685722046,894338685781829,4.13957182895162,2.939336,894338535293573,894338617302983
54,894338735722046,894338735810589,4.113506040163247,2.939336,894338535293573,894338617302983
55,894338785722046,894338785803418,4.029622558732871,2.352678283402749,894338535293573,894338617302983
56,894338835722046,894338835812265,3.8987230085205775,1.9116911445071716,894338742885542,894338782862513
57,894338885722046,894338885801609,3.756810256830823,1.6223648836708247,894338742885542,894338834578470
