seq,send_monotonic_ns,send_wall_ns,send_ok,acked,ack_monotonic_ns,ack_source_expected,ack_latency_ms
49,1590135538753066,1787375490475208557,1,1,1590135560147069,1,21.3940
50,1590135638758463,1787375490575213984,1,1,1590135659676738,1,20.9183
51,1590135738752465,1787375490675207922,1,1,1590137160484666,1,1421.7322
52,1590135838752848,1787375490775208520,1,1,1590137160500028,1,1321.7472
53,1590135938752480,1787375490875207911,1,1,1590137160502214,1,1221.7497
54,1590136038752358,1787375490975207709,1,1,1590137160503881,1,1121.7515
55,1590136138752332,1787375491075207683,1,1,1590137160505355,1,1021.7530
56,1590136238753031,1787375491175208378,1,1,1590137160506800,1,921.7538
57,1590136338754763,1787375491275210070,1,1,1590137160508238,1,821.7535
58,1590136438752576,1787375491375208032,1,1,1590137160509826,1,721.7572
59,1590136538751726,1787375491475207422,1,1,1590137160733600,1,621.9819
60,1590136638766657,1787375491575222138,1,1,1590137160736173,1,521.9695
61,1590136738758830,1787375491675214423,1,1,1590137164170585,1,425.4118
62,1590136838783414,1787375491775238744,1,1,1590137164175980,1,325.3926
63,1590136938758880,1787375491875214377,1,1,1590137176392632,1,237.6338
64,1590137038753417,1787375491975209020,1,1,1590137190045121,1,151.2917
65,1590137138752537,1787375492075208073,1,1,1590137190051136,1,51.2986
66,1590137238752044,1787375492175207682,1,1,1590137294475123,1,55.7231
67,1590137338761113,1787375492275216684,1,1,1590137382597112,1,43.8360
68,1590137438759842,1787375492375215355,1,1,1590137472448515,1,33.6887
69,1590137538762553,1787375492475217984,1,1,1590137606952461,1,68.1899
70,1590137638759537,1787375492575215013,1,1,1590137698947158,1,60.1876
71,1590137738768994,1787375492675224438,1,1,1590137774809576,1,36.0406
72,1590137838754076,1787375492775209607,1,1,1590137917939740,1,79.1857
73,1590137938753966,1787375492875209390,1,1,1590137993951098,1,55.1971
74,1590138038761067,1787375492975216567,1,1,1590138070142902,1,31.3818
75,1590138138857340,1787375493075313182,1,1,1590138235450433,1,96.5931
76,1590138238765434,1787375493175220845,1,1,1590138311843551,1,73.0781
77,1590138338751421,1787375493275206930,1,1,1590138389294787,1,50.5434
78,1590138438757927,1787375493375213854,1,1,1590138464609731,1,25.8518
79,1590138538763982,1787375493475219604,1,1,1590138607252044,1,68.4881
80,1590138638761897,1787375493575217390,1,1,1590138682485115,1,43.7232
81,1590138738773899,1787375493675229880,1,1,1590138758935148,1,20.1612
82,1590138838759295,1787375493775215138,1,1,1590138898844754,1,60.0855
83,1590138938855263,1787375493875310949,1,1,1590138974379527,1,35.5243
84,1590139038759594,1787375493975215066,1,1,1590139049826771,1,11.0672
85,1590139138852392,1787375494075307819,1,1,1590139179852066,1,40.9997
86,1590139238844745,1787375494175300531,1,1,1590139278097929,1,39.2532
87,1590139338757330,1787375494275212737,1,1,1590139354136480,1,15.3791
88,1590139438765227,1787375494375220866,1,1,1590139497499666,1,58.7344
89,1590139538780526,1787375494475236308,1,1,1590139573282555,1,34.5020
90,1590139638756439,1787375494575211956,1,1,1590139713957966,1,75.2015
91,1590139738767935,1787375494675223456,1,1,1590139785446940,1,46.6790
92,1590139838836761,1787375494775292196,1,1,1590139860917646,1,22.0809
93,1590139938860885,1787375494875316495,1,1,1590140003350910,1,64.4900
94,1590140038760195,1787375494975215939,1,1,1590140099131755,1,60.3716
95,1590140138889147,1787375495075344926,1,1,1590140174278378,1,35.3892
96,1590140238833150,1787375495175288788,1,1,1590140272530631,1,33.6975
97,1590140338896341,1787375495275352022,1,1,1590140416215498,1,77.3192
98,1590140438872710,1787375495375328536,1,1,1590140491798736,1,52.9260
99,1590140538757353,1787375495475212778,1,1,1590140567033662,1,28.2763
100,1590140638759386,1787375495575214930,1,1,1590140710619578,1,71.8602
101,1590140738736115,1787375495675192163,1,1,1590140786319646,1,47.5835
102,1590140838757896,1787375495775213525,1,1,1590140880529963,1,41.7721
103,1590140938754199,1787375495875210261,1,1,1590140956947924,1,18.1937
104,1590141038752481,1787375495975208038,1,1,1590141099822896,1,61.0704
105,1590141138756585,1787375496075212178,1,1,1590141175151090,1,36.3945
106,1590141238752215,1787375496175207827,1,1,1590141308750471,1,69.9983
107,1590141338751865,1787375496275207257,1,1,1590141382596160,1,43.8443
108,1590141438757163,1787375496375212836,1,1,1590141457868304,1,19.1111
109,1590141538751480,1787375496475206958,1,1,1590141601924562,1,63.1731
110,1590141638751182,1787375496575206647,1,1,1590141676991289,1,38.2401
111,1590141738751864,1787375496675207406,1,1,1590141786610472,1,47.8586
112,1590141838859568,1787375496775315056,1,1,1590141862242894,1,23.3833
113,1590141938905899,1787375496875361556,1,1,1590142009747279,1,70.8414
114,1590142038758998,1787375496975215006,1,1,1590142084781118,1,46.0221
115,1590142138752727,1787375497075208376,1,1,1590142164028524,1,25.2758
116,1590142238757895,1787375497175213780,1,1,1590142311528628,1,72.7707
117,1590142338760514,1787375497275215972,1,1,1590142384941718,1,46.1812
118,1590142438752853,1787375497375208361,1,1,1590142517388356,1,78.6355
119,1590142538766280,1787375497475221711,1,1,1590142593454770,1,54.6885
120,1590142638753319,1787375497575208705,1,1,1590142667231738,1,28.4784
121,1590142738750666,1787375497675206074,1,1,1590142784887114,1,46.1364
122,1590142838760994,1787375497775216495,1,1,1590142861042631,1,22.2816
123,1590142938755645,1787375497875211045,1,1,1590143005472343,1,66.7167
124,1590143038753651,1787375497975209148,1,1,1590143068196440,1,29.4428
125,1590143138761266,1787375498075217012,1,1,1590143224023657,1,85.2624
126,1590143238753850,1787375498175209282,1,1,1590143299813175,1,61.0593
127,1590143338755940,1787375498275211346,1,1,1590143376993539,1,38.2376
128,1590143438751917,1787375498375207452,1,1,1590143452370556,1,13.6186
129,1590143538757274,1787375498475212945,1,1,1590143600494262,1,61.7370
130,1590143638764393,1787375498575220051,1,1,1590143672087923,1,33.3235
131,1590143738879343,1787375498675335267,1,1,1590143817989582,1,79.1102
132,1590143838755597,1787375498775211094,1,1,1590143895557038,1,56.8014
133,1590143938755516,1787375498875211236,1,1,1590143970437821,1,31.6823
134,1590144038838734,1787375498975294252,1,1,1590144117078427,1,78.2397
135,1590144138752414,1787375499075207792,1,1,1590144193358723,1,54.6063
136,1590144238752276,1787375499175207687,1,1,1590144279457220,1,40.7049
137,1590144338752628,1787375499275208033,1,1,1590144356069219,1,17.3166
138,1590144438752962,1787375499375208559,1,1,1590144501566333,1,62.8134
139,1590144538751741,1787375499475207566,1,1,1590144578017714,1,39.2660
140,1590144638757215,1787375499575212889,1,1,1590144654374634,1,15.6174
141,1590144738751541,1787375499675207155,1,1,1590144757986738,1,19.2352
142,1590144838759089,1787375499775215065,1,1,1590144903828879,1,65.0698
143,1590144938751684,1787375499875207255,1,1,1590144978836957,1,40.0853
144,1590145038750959,1787375499975206559,1,1,1590145054261265,1,15.5103
145,1590145138751821,1787375500075207339,1,1,1590145218858117,1,80.1063
146,1590145238752031,1787375500175207679,1,1,1590145294274195,1,55.5222
147,1590145338750656,1787375500275206319,1,1,1590145374418878,1,35.6682
148,1590145438751458,1787375500375206817,1,1,1590145515392423,1,76.6410
149,1590145538760238,1787375500475216120,1,1,1590145590725885,1,51.9656
150,1590145638751417,1787375500575207251,1,1,1590145665583850,1,26.8324
151,1590145738755344,1787375500675210935,1,1,1590145808276568,1,69.5212
152,1590145838757687,1787375500775213353,1,1,1590145882698785,1,43.9411
153,1590145938752201,1787375500875207693,1,1,1590145956885621,1,18.1334
154,1590146038751876,1787375500975207611,1,1,1590146097643312,1,58.8914
155,1590146138752053,1787375501075207430,1,1,1590146171825005,1,33.0730
156,1590146238754254,1787375501175209680,1,1,1590146301517109,1,62.7629
157,1590146338763508,1787375501275219277,1,1,1590146377261065,1,38.4976
158,1590146438768835,1787375501375224597,1,1,1590146451879696,1,13.1109
159,1590146538752081,1787375501475207638,1,1,1590146594925340,1,56.1733
160,1590146638759337,1787375501575214841,1,1,1590146669815878,1,31.0565
161,1590146738751421,1787375501675206840,1,1,1590146805765104,1,67.0137
162,1590146838751726,1787375501775207239,1,1,1590146875836820,1,37.0851
163,1590146938752554,1787375501875208139,1,1,1590147011737813,1,72.9853
164,1590147038753965,1787375501975209954,1,1,1590147084095732,1,45.3418
165,1590147138759066,1787375502075214772,1,1,1590147154595723,1,15.8367
166,1590147238761810,1787375502175217350,1,1,1590147291013545,1,52.2517
167,1590147338750982,1787375502275206399,1,1,1590147361613762,1,22.8628
168,1590147438776877,1787375502375232278,1,1,1590147498365240,1,59.5884
169,1590147538760978,1787375502475216396,1,1,1590147595510043,1,56.7491
170,1590147638751108,1787375502575206735,1,1,1590147666687317,1,27.9362
171,1590147738750721,1787375502675206125,1,1,1590147769784056,1,31.0333
172,1590147838751517,1787375502775206931,1,1,1590147865518225,1,26.7667
173,1590147938760273,1787375502875215744,1,1,1590148000585825,1,61.8256
174,1590148038929470,1787375502975385179,1,1,1590148072839314,1,33.9098
175,1590148138758238,1787375503075213729,1,1,1590148189063386,1,50.3051
176,1590148238757184,1787375503175212709,1,1,1590148280345328,1,41.5881
177,1590148338790658,1787375503275246715,1,1,1590148350689156,1,11.8985
178,1590148438759311,1787375503375214983,1,1,1590148506455126,1,67.6958
179,1590148538764472,1787375503475219899,1,1,1590148596424040,1,57.6596
180,1590148638762204,1787375503575217721,1,1,1590148666757225,1,27.9950
181,1590148738753356,1787375503675208792,1,1,1590148777315536,1,38.5622
182,1590148838767188,1787375503775222816,1,1,1590148909038925,1,70.2717
183,1590148938840945,1787375503875296551,1,1,1590148972723810,1,33.8829
184,1590149038761346,1787375503975217030,1,1,1590149105668460,1,66.9071
185,1590149138758627,1787375504075214136,1,1,1590149177090802,1,38.3322
186,1590149238764563,1787375504175219957,1,1,1590149278466956,1,39.7024
187,1590149338754290,1787375504275209748,1,1,1590149410434193,1,71.6799
188,1590149438758608,1787375504375214549,1,1,1590149481949917,1,43.1913
189,1590149538754274,1787375504475209870,1,1,1590149550562332,1,11.8081
190,1590149638754617,1787375504575210196,1,1,1590149662091518,1,23.3369
191,1590149738752866,1787375504675208339,1,1,1590149779618973,1,40.8661
192,1590149838752386,1787375504775207940,1,1,1590149849569808,1,10.8174
193,1590149938763218,1787375504875218919,1,1,1590149984225107,1,45.4619
194,1590150038798090,1787375504975253649,1,1,1590150055597627,1,16.7995
195,1590150138753144,1787375505075208764,1,1,1590150239912322,1,101.1592
196,1590150238754139,1787375505175209657,1,1,1590150314538138,1,75.7840
197,1590150338766674,1787375505275222080,1,1,1590150385930009,1,47.1633
198,1590150438762053,1787375505375217742,1,1,1590150456319374,1,17.5573
199,1590150538763213,1787375505475218870,1,1,1590150589711316,1,50.9481
200,1590150638762710,1787375505575218492,1,1,1590150659716337,1,20.9536
201,1590150738769330,1787375505675224965,1,1,1590150794475144,1,55.7058
202,1590150838758050,1787375505775213754,1,1,1590150863959863,1,25.2018
203,1590150938754720,1787375505875210180,1,1,1590150997665009,1,58.9103
204,1590151038762485,1787375505975218180,1,1,1590151068938282,1,30.1758
205,1590151138787349,1787375506075243222,1,1,1590151231244360,1,92.4570
206,1590151238751971,1787375506175207552,1,1,1590151302461248,1,63.7093
207,1590151338760851,1787375506275216952,1,1,1590151377072950,1,38.3121
208,1590151438752534,1787375506375207846,1,1,1590151451328786,1,12.5763
209,1590151538751564,1787375506475206980,1,1,1590151596347447,1,57.5959
210,1590151638751617,1787375506575207071,1,1,1590151671371850,1,32.6202
211,1590151738896390,1787375506675352123,1,1,1590151813998761,1,75.1024
212,1590151839142775,1787375506775598567,1,1,1590151884494170,1,45.3514
213,1590151938757923,1787375506875213251,1,1,1590151967748477,1,28.9906
214,1590152038928009,1787375506975383819,1,1,1590152102990557,1,64.0625
215,1590152138762396,1787375507075218021,1,1,1590152172420122,1,33.6577
216,1590152238751634,1787375507175207066,1,1,1590152308230241,1,69.4786
217,1590152338763452,1787375507275218937,1,1,1590152415479373,1,76.7159
218,1590152438751086,1787375507375206469,1,1,1590152451793854,1,13.0428
219,1590152538751782,1787375507475207192,1,1,1590152583479569,1,44.7278
220,1590152638757201,1787375507575212978,1,1,1590152654559289,1,15.8021
221,1590152738751180,1787375507675206602,1,1,1590152789600879,1,50.8497
222,1590152838752381,1787375507775207896,1,1,1590152860381426,1,21.6290
223,1590152938752193,1787375507875207706,1,1,1590152993432709,1,54.6805
224,1590153038751416,1787375507975206893,1,1,1590153065477927,1,26.7265
225,1590153138751483,1787375508075206873,1,1,1590153224719563,1,85.9681
226,1590153238753396,1787375508175209178,1,1,1590153297044805,1,58.2914
227,1590153338752959,1787375508275208275,1,1,1590153367138759,1,28.3858
228,1590153438753167,1787375508375208600,1,1,1590153503295649,1,64.5425
229,1590153539116209,1787375508475571826,1,1,1590153574900441,1,35.7842
230,1590153638842495,1787375508575298106,1,1,1590153709461360,1,70.6189
231,1590153738758471,1787375508675214035,1,1,1590153780045339,1,41.2869
232,1590153838752120,1787375508775208080,1,1,1590153853364445,1,14.6123
233,1590153938750566,1787375508875205884,1,1,1590153998131875,1,59.3813
234,1590154038751788,1787375508975207176,1,1,1590154074385246,1,35.6335
235,1590154138751090,1787375509075206403,1,1,1590154220065862,1,81.3148
236,1590154238751860,1787375509175207315,1,1,1590154292825184,1,54.0733
237,1590154338751594,1787375509275206976,1,1,1590154369134346,1,30.3828
238,1590154438754013,1787375509375209606,1,1,1590154513012594,1,74.2586
239,1590154538758497,1787375509475214200,1,1,1590154589353365,1,50.5949
240,1590154638751870,1787375509575207206,1,1,1590154664870446,1,26.1186
241,1590154738757688,1787375509675213385,1,1,1590154808694302,1,69.9366
242,1590154838846700,1787375509775302280,1,1,1590154885271967,1,46.4253
243,1590154938753048,1787375509875208780,1,1,1590154959876650,1,21.1236
244,1590155038758461,1787375509975214160,1,1,1590155105039453,1,66.2810
245,1590155138751078,1787375510075206467,1,1,1590155180321002,1,41.5699
246,1590155238757452,1787375510175213407,1,1,1590155277936159,1,39.1787
247,1590155338750942,1787375510275206378,1,1,1590155352559217,1,13.8083
248,1590155438751079,1787375510375206766,1,1,1590155498508140,1,59.7571
249,1590155538758964,1787375510475214535,1,1,1590155567544163,1,28.7852
250,1590155638751046,1787375510575206698,1,1,1590155670359051,1,31.6080
251,1590155738764954,1787375510675220844,1,1,1590155812710374,1,73.9454
252,1590155838763695,1787375510775219303,1,1,1590155887023787,1,48.2601
253,1590155938773338,1787375510875229240,1,1,1590155961490312,1,22.7170
254,1590156038760377,1787375510975215907,1,1,1590156102853986,1,64.0936
255,1590156138757598,1787375511075213086,1,1,1590156177170030,1,38.4124
256,1590156238944240,1787375511175400004,1,1,1590156272395876,1,33.4516
257,1590156338756258,1787375511275211768,1,1,1590156415008562,1,76.2523
258,1590156438764707,1787375511375220729,1,1,1590156487797778,1,49.0331
259,1590156538756449,1787375511475211865,1,1,1590156563079587,1,24.3231
260,1590156638879107,1787375511575334772,1,1,1590156661210226,1,22.3311
261,1590156738836440,1787375511675291870,1,1,1590156799621966,1,60.7855
262,1590156838844075,1787375511775299684,1,1,1590156872671170,1,33.8271
263,1590156938881770,1787375511875337389,1,1,1590156971369323,1,32.4876
264,1590157038849738,1787375511975305367,1,1,1590157109413453,1,70.5637
265,1590157138852107,1787375512075308173,1,1,1590157157390487,1,18.5384
266,1590157238873267,1787375512175329122,1,1,1590157259517917,1,20.6446
267,1590157338839565,1787375512275295585,1,1,1590157400786827,1,61.9473
268,1590157439009059,1787375512375464506,1,1,1590157474474933,1,35.4659
269,1590157538765594,1787375512475221028,1,1,1590157615223655,1,76.4581
270,1590157638752952,1787375512575208537,1,1,1590157690740588,1,51.9876
271,1590157738751418,1787375512675206851,1,1,1590157764330667,1,25.5792
272,1590157838751179,1787375512775206632,1,1,1590157905204264,1,66.4531
273,1590157938750912,1787375512875206219,1,1,1590158012272381,1,73.5215
274,1590158038751256,1787375512975206628,1,1,1590158063697761,1,24.9465
275,1590158138751269,1787375513075206662,1,1,1590158181820016,1,43.0687
276,1590158238753574,1787375513175209088,1,1,1590158276839180,1,38.0856
277,1590158338752063,1787375513275207540,1,1,1590158351601899,1,12.8498
278,1590158438753228,1787375513375208634,1,1,1590158495634313,1,56.8811
279,1590158538752567,1787375513475207970,1,1,1590158569564544,1,30.8120
280,1590158638752957,1787375513575208530,1,1,1590158711622303,1,72.8693
281,1590158738751970,1787375513675207381,1,1,1590158805388561,1,66.6366
282,1590158838753597,1787375513775209110,1,1,1590158906987310,1,68.2337
283,1590158938752105,1787375513875207517,1,1,1590158981046598,1,42.2945
284,1590159038752287,1787375513975207643,1,1,1590159055695716,1,16.9434
285,1590159138751738,1787375514075207198,1,1,1590159216378240,1,77.6265
286,1590159238812256,1787375514175267797,1,1,1590159291513520,1,52.7013
287,1590159338751814,1787375514275207396,1,1,1590159366162721,1,27.4109
288,1590159438766678,1787375514375223275,1,1,1590159506813081,1,68.0464
289,1590159538753057,1787375514475208526,1,1,1590159582048451,1,43.2954
290,1590159638753186,1787375514575208593,1,1,1590159710218701,1,71.4655
291,1590159738752621,1787375514675208120,1,1,1590159783827871,1,45.0752
292,1590159838754046,1787375514775209543,1,1,1590159859155265,1,20.4012
293,1590159938753107,1787375514875208610,1,1,1590160001432886,1,62.6798
294,1590160038752875,1787375514975208539,1,1,1590160075288566,1,36.5357
295,1590160138754058,1787375515075209637,1,1,1590160149678487,1,10.9244
296,1590160238753916,1787375515175209414,1,1,1590160312060056,1,73.3061
297,1590160338753439,1787375515275208938,1,1,1590160386337998,1,47.5846
298,1590160438752076,1787375515375207716,1,1,1590160461201466,1,22.4494
299,1590160538752842,1787375515475208392,1,1,1590160603910337,1,65.1575
300,1590160638753626,1787375515575209149,1,1,1590160719563808,1,80.8102
301,1590160738753556,1787375515675208926,1,1,1590160794337630,1,55.5841
302,1590160838753396,1787375515775208742,1,1,1590160868895232,1,30.1418
303,1590160938752946,1787375515875208469,1,1,1590161011260858,1,72.5079
304,1590161038752930,1787375515975208406,1,1,1590161084964050,1,46.2111
305,1590161138752647,1787375516075208209,1,1,1590161160705412,1,21.9528
306,1590161238752640,1787375516175208168,1,1,1590161251330350,1,12.5777
307,1590161338752690,1787375516275208155,1,1,1590161394818182,1,56.0655
308,1590161438755213,1787375516375210538,1,1,1590161468933111,1,30.1779
309,1590161538860953,1787375516475316958,1,1,1590161611453155,1,72.5922
310,1590161638752947,1787375516575208395,1,1,1590161684563861,1,45.8109
311,1590161738752350,1787375516675207708,1,1,1590161799800957,1,61.0486
312,1590161838752689,1787375516775208040,1,1,1590161875200827,1,36.4481
313,1590161938753071,1787375516875208534,1,1,1590162017156737,1,78.4037
314,1590162038752596,1787375516975207891,1,1,1590162091620019,1,52.8674
315,1590162138752676,1787375517075207994,1,1,1590162188076479,1,49.3238
316,1590162238752386,1787375517175207686,1,1,1590162278389715,1,39.6373
317,1590162338768703,1787375517275224282,1,1,1590162351164867,1,12.3962
318,1590162438756222,1787375517375211733,1,1,1590162494737464,1,55.9812
319,1590162538764495,1787375517475219902,1,1,1590162569399973,1,30.6355
320,1590162638751766,1787375517575207236,1,1,1590162712059909,1,73.3081
321,1590162738752253,1787375517675207827,1,1,1590162805795066,1,67.0428
322,1590162838752787,1787375517775208427,1,1,1590162881102447,1,42.3497
323,1590162938751686,1787375517875206993,1,1,1590162954868353,1,16.1167
324,1590163038752758,1787375517975208131,1,1,1590163096899717,1,58.1470
325,1590163138755263,1787375518075210743,1,1,1590163171485330,1,32.7301
326,1590163238778730,1787375518175234125,1,1,1590163262328631,1,23.5499
327,1590163338710152,1787375518275165556,1,1,1590163404643166,1,65.9330
328,1590163438758407,1787375518375214085,1,1,1590163514277614,1,75.5192
329,1590163538753785,1787375518475209179,1,1,1590163560498264,1,21.7445
330,1590163638755023,1787375518575210420,1,1,1590163703059150,1,64.3041
331,1590163738753644,1787375518675209108,1,1,1590163776866926,1,38.1133
332,1590163838756495,1787375518775212204,1,1,1590163851688494,1,12.9320
333,1590163938751391,1787375518875206998,1,1,1590163993793164,1,55.0418
334,1590164038752957,1787375518975208486,1,1,1590164068523632,1,29.7707
335,1590164138755376,1787375519075210901,1,1,1590164227336789,1,88.5814
336,1590164238751752,1787375519175207254,1,1,1590164302753403,1,64.0017
337,1590164338766059,1787375519275222000,1,1,1590164376877321,1,38.1113
338,1590164438751909,1787375519375207490,1,1,1590164511840647,1,73.0887
339,1590164538757552,1787375519475213500,1,1,1590164586500016,1,47.7425
340,1590164638751659,1787375519575207372,1,1,1590164659941111,1,21.1895
341,1590164738758836,1787375519675214725,1,1,1590164803103432,1,64.3446
342,1590164838761817,1787375519775217659,1,1,1590164877319341,1,38.5575
343,1590164938751376,1787375519875206847,1,1,1590164952079897,1,13.3285
344,1590165038751929,1787375519975207436,1,1,1590165094051370,1,55.2994
345,1590165138760045,1787375520075215970,1,1,1590165169307236,1,30.5472
346,1590165238752633,1787375520175208029,1,1,1590165305314904,1,66.5623
347,1590165338753587,1787375520275209001,1,1,1590165378518161,1,39.7646
348,1590165438751929,1787375520375207411,1,1,1590165454137126,1,15.3852
349,1590165538750955,1787375520475206352,1,1,1590165597269336,1,58.5184
350,1590165638752446,1787375520575207861,1,1,1590165674667656,1,35.9152
351,1590165738752844,1787375520675208146,1,1,1590165782962414,1,44.2096
352,1590165838752609,1787375520775207913,1,1,1590165857621407,1,18.8688
353,1590165938755203,1787375520875210960,1,1,1590166002107709,1,63.3525
354,1590166038753098,1787375520975208546,1,1,1590166075528682,1,36.7756
355,1590166138754506,1787375521075210091,1,1,1590166216295035,1,77.5405
356,1590166238752854,1787375521175208420,1,1,1590166292076358,1,53.3235
357,1590166338752830,1787375521275208206,1,1,1590166365264272,1,26.5114
358,1590166438756003,1787375521375211526,1,1,1590166507992092,1,69.2361
359,1590166538753480,1787375521475208900,1,1,1590166580929338,1,42.1759
360,1590166638753314,1787375521575209018,1,1,1590166656820678,1,18.0674
361,1590166738751776,1787375521675207390,1,1,1590166799088169,1,60.3364
362,1590166838761676,1787375521775217636,1,1,1590166873915678,1,35.1540
363,1590166938753284,1787375521875208795,1,1,1590167017048951,1,78.2957
364,1590167038760357,1787375521975216298,1,1,1590167090517680,1,51.7573
365,1590167138757018,1787375522075212758,1,1,1590167166559077,1,27.8021
366,1590167238752591,1787375522175208354,1,1,1590167256355267,1,17.6027
367,1590167338751245,1787375522275206833,1,1,1590167353265803,1,14.5146
368,1590167438751559,1787375522375207063,1,1,1590167464068018,1,25.3165
369,1590167538761599,1787375522475217718,1,1,1590167603857953,1,65.0964
370,1590167638755849,1787375522575211547,1,1,1590167667629711,1,28.8739
371,1590167738754566,1787375522675210283,1,1,1590167811397937,1,72.6434
372,1590167838752278,1787375522775207791,1,1,1590167886302167,1,47.5499
373,1590167938753140,1787375522875208721,1,1,1590167961048086,1,22.2949
374,1590168038754325,1787375522975209909,1,1,1590168107708550,1,68.9542
375,1590168138828633,1787375523075283999,1,1,1590168180616220,1,41.7876
376,1590168238751168,1787375523175206683,1,1,1590168259526185,1,20.7750
377,1590168338756343,1787375523275211769,1,1,1590168361947140,1,23.1908
378,1590168438751505,1787375523375207127,1,1,1590168503535251,1,64.7837
379,1590168538753581,1787375523475209205,1,1,1590168579908779,1,41.1552
380,1590168638751037,1787375523575206627,1,1,1590168657645124,1,18.8941
381,1590168738751860,1787375523675207394,1,1,1590168802406044,1,63.6542
382,1590168838751372,1787375523775206832,1,1,1590168860871439,1,22.1201
383,1590168938751228,1787375523875206994,1,1,1590169002122855,1,63.3716
384,1590169038753386,1787375523975208988,1,1,1590169078437303,1,39.6839
385,1590169138751836,1787375524075207482,1,1,1590169153618532,1,14.8667
386,1590169238751282,1787375524175206810,1,1,1590169293768055,1,55.0168
387,1590169338758537,1787375524275214317,1,1,1590169359756707,1,20.9982
388,1590169438751605,1787375524375207029,1,1,1590169500980294,1,62.2287
389,1590169538756223,1787375524475211741,1,1,1590169599291142,1,60.5349
390,1590169638750901,1787375524575206405,1,1,1590169673659757,1,34.9089
391,1590169738750546,1787375524675206070,1,1,1590169815848253,1,77.0977
392,1590169838751553,1787375524775206945,1,1,1590169885121513,1,46.3700
393,1590169938752244,1787375524875207540,1,1,1590169957757568,1,19.0053
394,1590170038796346,1787375524975251851,1,1,1590170103000034,1,64.2037
395,1590170138758387,1787375525075214326,1,1,1590170174802557,1,36.0442
