1787367988005073139,1582633068619970,connecting to 127.0.0.1:2031
1787367988005137471,1582633068682482,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787367988005146588,1582633068691545,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787367988053478186,1582633117023942,20:06:28.052779,13,864,8,510,48,0,437,0,5,28,860
1787367988117554419,1582633181099583,20:06:28.117399,13,874,8,510,48,0,480,0,5,28,860
1787367988193425603,1582633256970750,20:06:28.192765,13,884,8,510,48,0,480,0,5,28,860
1787367988258418231,1582633321963988,20:06:28.257854,13,894,8,510,48,0,480,0,5,28,860
1787367988325452080,1582633388997657,20:06:28.325279,13,904,8,510,48,0,437,0,5,28,860
1787367988392846514,1582633456392004,20:06:28.391769,13,914,8,510,48,0,480,0,5,28,860
1787367988458063660,1582633521609114,20:06:28.457777,13,924,8,510,48,0,480,0,5,28,860
1787367988522345373,1582633585891135,20:06:28.521459,13,934,8,510,48,1,480,0,5,28,860
1787367988594911842,1582633658457035,20:06:28.594014,13,944,8,510,48,0,437,0,5,28,860
1787367988659086877,1582633722632297,20:06:28.658677,13,954,8,510,48,0,480,0,5,28,860
1787367988722818647,1582633786364219,20:06:28.722567,13,964,8,510,48,0,480,0,5,28,860
1787367988788777049,1582633852322516,20:06:28.788040,13,974,8,510,48,0,480,0,5,28,860
1787367988854438160,1582633917983588,20:06:28.853863,13,984,8,510,48,0,437,0,5,28,860
1787367988869269302,1582633932814583,20:06:28.868740,13,986,17,510,48,0,106,0,5,28,860
1787367988872430212,1582633935975252,20:06:28.872191,13,987,7,510,48,1,106,0,5,28,890
1787367988876841735,1582633940386952,20:06:28.875608,13,987,17,500,48,1,2178,0,106,28,860
1787367988876848662,1582633940393632,20:06:28.876382,13,987,18,505,61,1,10247,0,106,28,860
1787367988876850764,1582633940395701,20:06:28.876594,13,987,19,505,61,1,8197,0,85,28,860
1787367988879121628,1582633942666767,20:06:28.878672,13,988,7,500,61,0,2178,0,106,28,860
1787367988879962404,1582633943507398,20:06:28.879313,13,988,8,505,61,1,10247,0,106,28,860
1787367988879989319,1582633943534254,20:06:28.879611,13,988,9,505,61,1,8197,0,85,28,860
1787367988943874263,1582634007420401,20:06:28.943046,13,998,8,510,61,0,480,0,5,28,860
1787367988968959947,1582634032505321,20:06:28.968238,13,1002,7,510,48,0,106,0,5,28,860
1787367988972227532,1582634035772664,20:06:28.971820,13,1002,17,510,48,0,106,0,5,28,890
1787367988975997550,1582634039542775,20:06:28.974794,13,1003,7,500,48,0,2178,0,106,28,860
1787367988976032426,1582634039577412,20:06:28.975347,13,1003,8,505,61,0,10247,0,106,28,860
1787367988976069561,1582634039614526,20:06:28.975604,13,1003,9,505,61,0,8197,0,85,28,860
1787367988978931404,1582634042476694,20:06:28.978321,13,1003,17,500,61,0,2178,0,106,28,860
1787367988979187459,1582634042732506,20:06:28.978663,13,1003,18,505,61,1,10247,0,106,28,860
1787367988979977483,1582634043522778,20:06:28.979038,13,1003,19,505,61,1,8197,0,85,28,860
1787367989040478241,1582634104023652,20:06:29.039945,13,1013,8,510,61,0,480,0,5,28,860
1787367989069003644,1582634132549037,20:06:29.067867,13,1017,17,510,48,0,106,0,5,28,860
1787367989072267577,1582634135812778,20:06:29.071271,13,1018,7,510,48,0,106,0,5,28,890
1787367989075640324,1582634139185527,20:06:29.074418,13,1018,17,500,48,0,2178,0,106,28,860
1787367989075650754,1582634139195764,20:06:29.074912,13,1018,18,505,61,0,10247,0,106,28,860
1787367989076640156,1582634140185287,20:06:29.075405,13,1018,19,505,61,0,8197,0,85,28,860
