wall_time_s,elapsed_s,frame_index,chunk_index,chunk_bytes,frame_bytes,period_s,scheduled_frame_time_s,send_lag_ms
1787367988.855649,0.000046,0,0,12500,12500,0.100000,0.000000,0.001
1787367988.955801,0.100198,1,0,12500,12500,0.100000,0.100000,0.116
1787367989.055774,0.200171,2,0,12500,12500,0.100000,0.200000,0.113
1787367989.155792,0.300189,3,0,12500,12500,0.100000,0.300000,0.120
1787367989.255804,0.400200,4,0,12500,12500,0.100000,0.400000,0.121
1787367989.355807,0.500204,5,0,12500,12500,0.100000,0.500000,0.119
1787367989.455818,0.600214,6,0,12500,12500,0.100000,0.600000,0.120
1787367989.555826,0.700223,7,0,12500,12500,0.100000,0.700000,0.119
1787367989.655865,0.800262,8,0,12500,12500,0.100000,0.800000,0.182
1787367989.755774,0.900171,9,0,12500,12500,0.100000,0.900000,0.114
1787367989.855819,1.000215,10,0,12500,12500,0.100000,1.000000,0.121
1787367989.955821,1.100217,11,0,12500,12500,0.100000,1.100000,0.121
1787367990.055835,1.200229,12,0,12500,12500,0.100000,1.200000,0.120
1787367990.155771,1.300168,13,0,12500,12500,0.100000,1.300000,0.113
1787367990.255765,1.400162,14,0,12500,12500,0.100000,1.400000,0.109
1787367990.355946,1.500343,15,0,12500,12500,0.100000,1.500000,0.249
1787367990.455770,1.600167,16,0,12500,12500,0.100000,1.600000,0.112
1787367990.555793,1.700190,17,0,12500,12500,0.100000,1.700000,0.123
1787367990.655823,1.800220,18,0,12500,12500,0.100000,1.800000,0.125
1787367990.755820,1.900216,19,0,12500,12500,0.100000,1.900000,0.121
1787367990.855822,2.000219,20,0,12500,12500,0.100000,2.000000,0.125
1787367990.955759,2.100155,21,0,12500,12500,0.100000,2.100000,0.084
1787367991.055786,2.200183,22,0,12500,12500,0.100000,2.200000,0.115
1787367991.155789,2.300185,23,0,12500,12500,0.100000,2.300000,0.118
1787367991.255781,2.400178,24,0,12500,12500,0.100000,2.400000,0.114
1787367991.355819,2.500215,25,0,12500,12500,0.100000,2.500000,0.120
1787367991.455784,2.600181,26,0,12500,12500,0.100000,2.600000,0.120
1787367991.555828,2.700225,27,0,12500,12500,0.100000,2.700000,0.121
1787367991.655805,2.800203,28,0,12500,12500,0.100000,2.800000,0.119
1787367991.755778,2.900174,29,0,12500,12500,0.100000,2.900000,0.114
1787367991.855770,3.000167,30,0,12500,12500,0.100000,3.000000,0.113
1787367991.955827,3.100223,31,0,12500,12500,0.100000,3.100000,0.120
1787367992.055986,3.200384,32,0,12500,12500,0.100000,3.200000,0.323
1787367992.155784,3.300181,33,0,12500,12500,0.100000,3.300000,0.115
1787367992.255768,3.400165,34,0,12500,12500,0.100000,3.400000,0.112
1787367992.355763,3.500161,35,0,12500,12500,0.100000,3.500000,0.110
1787367992.455806,3.600202,36,0,12500,12500,0.100000,3.600000,0.114
1787367992.555774,3.700171,37,0,12500,12500,0.100000,3.700000,0.113
1787367992.655809,3.800205,38,0,12500,12500,0.100000,3.800000,0.115
1787367992.755796,3.900193,39,0,12500,12500,0.100000,3.900000,0.116
1787367992.855829,4.000226,40,0,12500,12500,0.100000,4.000000,0.120
