ego_x,ego_y,ego_z
-50.767075,22.622723,0.000000
-54.047752,19.635450,0.000000
-57.979305,17.578861,0.000000
-62.304142,16.587694,0.000000
-66.803925,16.498377,0.000000
-70.803909,16.487263,0.000000
-74.803894,16.476149,0.000000
-78.043877,16.467146,0.000000
-82.043861,16.456032,0.000000
-86.043846,16.444918,0.000000
-90.653831,16.432108,0.000000
-94.741234,16.440281,0.000000
-99.149742,17.298029,0.000000
-104.247009,20.269281,0.000000
-108.676819,21.491970,0.000000
-111.423798,24.946493,0.000000
-113.262482,28.957815,0.000000
-114.086472,33.292854,0.000000
-114.160683,37.389133,0.000000
-114.205521,41.388882,0.000000
-114.255196,45.820892,0.000000
-114.308434,50.570580,0.000000
-114.344864,53.820389,0.000000
-114.389702,57.820137,0.000000
-114.434532,61.819885,0.000000
-114.479370,65.819633,0.000000
-114.524208,69.819382,0.000000
-114.569046,73.819130,0.000000
-114.582703,77.972603,0.000000
-114.464775,81.059647,0.000000
-114.196655,84.399399,0.000000
-113.640648,88.656204,0.000000
-112.847649,92.875275,0.000000
-111.820129,97.043457,0.000000
-110.561317,101.147697,0.000000
-109.075127,105.175186,0.000000
-107.366203,109.113342,0.000000
-105.439903,112.949860,0.000000
-103.302216,116.672729,0.000000
-100.372383,121.078491,0.000000
-98.161758,123.855942,0.000000
-95.071678,127.124298,0.000000
-91.685059,130.084274,0.000000
-88.032539,132.709106,0.000000
-84.147163,134.975052,0.000000
-80.064072,136.861603,0.000000
-75.820213,138.351669,0.000000
-72.829201,139.138977,0.000000
-68.401711,139.931366,0.000000
-63.918945,140.299545,0.000000
-59.771141,140.343872,0.000000
-55.771214,140.368439,0.000000
-51.771290,140.393036,0.000000
-47.771366,140.417603,0.000000
-43.771442,140.442200,0.000000
-40.433498,140.462708,0.000000
-35.771591,140.491364,0.000000
-31.771667,140.515930,0.000000
-28.581730,140.535553,0.000000
-24.581804,140.560120,0.000000
-20.581881,140.584717,0.000000
-16.581955,140.609283,0.000000
-12.582031,140.633881,0.000000
-8.582107,140.658447,0.000000
-4.582181,140.683044,0.000000
-0.212264,140.709900,0.000000
3.761892,140.740250,0.000000
7.719433,140.799805,0.000000
11.725129,140.879654,0.000000
15.766733,140.935471,0.000000
19.330637,140.959915,0.000000
23.330574,140.982285,0.000000
27.330513,141.004654,0.000000
31.330448,141.027023,0.000000
35.330387,141.049408,0.000000
39.330318,141.071777,0.000000
43.330261,141.094147,0.000000
47.330196,141.116516,0.000000
51.330135,141.138885,0.000000
55.330074,141.161255,0.000000
59.330013,141.183624,0.000000
63.329952,141.205994,0.000000
67.715408,141.117340,0.000000
72.257065,140.554169,0.000000
76.709198,139.494766,0.000000
81.017746,137.951981,0.000000
85.130417,135.944550,0.000000
88.997269,133.496826,0.000000
92.571358,130.638565,0.000000
95.809288,127.404434,0.000000
98.635368,123.919685,0.000000
101.187927,120.153748,0.000000
103.305534,116.398827,0.000000
105.162109,112.376434,0.000000
106.682243,108.215218,0.000000
107.855667,103.943268,0.000000
108.674469,99.589409,0.000000
109.133125,95.183029,0.000000
109.246338,90.892273,0.000000
109.273621,86.892372,0.000000
109.300423,82.962463,0.000000
109.327698,78.962555,0.000000
109.354980,74.962646,0.000000
109.382256,70.962738,0.000000
109.409538,66.962837,0.000000
109.436821,62.962929,0.000000
109.464096,58.963020,0.000000
109.502762,53.293152,0.000000
109.530045,49.293243,0.000000
109.557320,45.293339,0.000000
109.578323,42.213409,0.000000
109.605606,38.213501,0.000000
109.632881,34.213596,0.000000
109.660164,30.213686,0.000000
109.687439,26.213779,0.000000
109.714722,22.213873,0.000000
109.741997,18.213966,0.000000
109.769279,14.214059,0.000000
109.796555,10.214152,0.000000
109.823837,6.214244,0.000000
109.851112,2.214339,0.000000
109.878395,-1.785569,0.000000
109.910042,-6.425461,0.000000
109.942146,-11.346803,0.000000
109.943802,-15.388577,0.000000
109.945251,-19.339298,0.000000
109.979424,-22.602591,0.000000
109.816353,-27.130535,0.000000
109.195366,-31.618658,0.000000
108.122841,-36.020771,0.000000
106.609840,-40.291565,0.000000
104.671921,-44.387089,0.000000
102.329018,-48.265202,0.000000
99.605270,-51.885979,0.000000
96.528687,-55.212166,0.000000
93.130943,-58.209534,0.000000
89.446991,-60.847221,0.000000
85.514763,-63.098099,0.000000
81.374710,-64.938988,0.000000
77.069458,-66.350952,0.000000
72.643303,-67.319458,0.000000
68.141792,-67.834534,0.000000
63.809814,-67.923042,0.000000
59.809814,-67.921410,0.000000
55.809814,-67.919769,0.000000
51.809814,-67.918137,0.000000
47.809814,-67.916504,0.000000
43.809814,-67.914871,0.000000
39.742378,-67.913208,0.000000
35.809814,-67.911598,0.000000
31.809813,-67.909966,0.000000
27.809813,-67.908333,0.000000
23.809816,-67.906700,0.000000
19.809816,-67.905067,0.000000
15.809817,-67.903427,0.000000
11.809817,-67.901794,0.000000
7.407855,-67.899994,0.000000
3.478854,-67.924934,0.000000
-0.505564,-67.987350,0.000000
-5.265976,-68.049721,0.000000
-9.265759,-68.091385,0.000000
-13.265541,-68.133041,0.000000
-17.265326,-68.174698,0.000000
-21.265108,-68.216362,0.000000
-25.264891,-68.258018,0.000000
-29.727316,-68.304497,0.000000
-33.727100,-68.346153,0.000000
-39.046814,-68.401566,0.000000
-43.726559,-68.450302,0.000000
-47.726341,-68.491966,0.000000
-51.726124,-68.533623,0.000000
-55.725910,-68.575279,0.000000
-59.725693,-68.616943,0.000000
-63.725475,-68.658600,0.000000
-67.045288,-68.693176,0.000000
-71.136345,-68.729736,0.000000
-75.728149,-68.433243,0.000000
-80.255577,-67.611671,0.000000
-84.658791,-66.275894,0.000000
-88.879585,-64.443565,0.000000
-92.862183,-62.138901,0.000000
-96.553940,-59.392365,0.000000
-99.906059,-56.240250,0.000000
-102.841972,-52.787483,0.000000
-105.406647,-49.144051,0.000000
-107.644859,-45.291451,0.000000
-109.539688,-41.258862,0.000000
-111.076775,-37.076809,0.000000
-112.244469,-32.776970,0.000000
-113.033936,-28.391893,0.000000
-113.439209,-23.954788,0.000000
-113.514580,-20.248379,0.000000
-110.132309,-9.726387,0.000000
-110.177147,-5.726638,0.000000
-110.215714,-2.286854,0.000000
-110.260536,1.712637,0.000000
-110.305374,5.712386,0.000000
-110.184082,9.948557,0.000000
-109.074493,14.236404,0.000000
-106.931221,18.112379,0.000000
-103.812035,21.334858,0.000000
-99.857323,23.507671,0.000000
-95.434784,24.403217,0.000000
-91.355087,24.430189,0.000000
-86.676071,24.443190,0.000000
-82.676086,24.454304,0.000000
-78.066109,24.467113,0.000000
-70.075867,27.989328,0.000000
-66.835876,27.998331,0.000000
-62.835888,28.009443,0.000000
-59.320927,28.318064,0.000000
-54.835918,28.031673,0.000000
-50.835934,28.042788,0.000000
-46.835949,28.053902,0.000000
-42.835964,28.065016,0.000000
-38.835979,28.076130,0.000000
-34.835995,28.087244,0.000000
-30.836012,28.098358,0.000000
-26.726028,28.109776,0.000000
-22.726044,28.120890,0.000000
-18.726059,28.132004,0.000000
-14.726075,28.143118,0.000000
-10.726089,28.154232,0.000000
-6.726107,28.165346,0.000000
