ego_x,ego_y,ego_z
-10.000000000,69.730000000,0.000000000
-9.000000000,70.150000000,0.000000000
-8.000000000,70.700000000,0.000000000
-7.000000000,71.300000000,0.000000000
-6.000000000,71.900000000,0.000000000
-5.000000000,72.300000000,0.000000000
-4.000000000,72.500000000,0.000000000
-3.000000000,72.500000000,0.000000000
-2.000000000,72.500000000,0.000000000
-1.000000000,72.500000000,0.000000000
0.000000000,72.500000000,0.000000000
1.000000000,72.500000000,0.000000000
2.000000000,72.500000000,0.000000000
